good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Bu hafta sonu bahçeye çiçek diktik.;Bu hafta sonu bahçeye her çiçek diktik.;∅;her;çiçek;quantifiers  
Bir köyde saman taşıdılar.;Bir köyde çoğu saman taşıdılar.;∅;çoğu;saman;quantifiers  
Tarihi müzede tarihi eser inceledik.;Tarihi müzede çoğu tarihi eser inceledik.;∅;çoğu;eser;quantifiers  
Sevgili babam mağazada gömlek denedi.;Sevgili babam mağazada her gömlek denedi.;∅;her;gömlek;quantifiers
Çok ünlü eleştirmen restoranda menü inceledi.;Çok ünlü eleştirmen restoranda her menü inceledi.;∅;her;menü;quantifiers
Özellikle kışın sobada yemek pişiririz.;Özellikle kışın sobada her yemek pişiririz.;∅;her;yemek;quantifiers  
2. gölde sandal kiraladık.;2. gölde çoğu sandal kiraladık.;∅;çoğu;sandal;quantifiers
Birçok kütüphanede belge inceledim.;Birçok kütüphanede çoğu belge inceledim.;∅;çoğu;belge;quantifiers
Bir sergide tablo beğendik.;Bir sergide her tablo beğendik.;∅;her;tablo;quantifiers
Anne annem fırsattan istifade çanta baktı.;Anne annem fırsattan istifade çanta baktı.;∅;her;çanta;quantifiers
2 müşteri vitrinde kıyafet beğendi.;2 müşteri vitrinde çoğu kıyafet beğendi.;∅;çoğu;kıyafet;quantifiers
Sadece karnın acıkınca ekmek yersin.;Sadece karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
Bir kütüphanete raf yerleştirdiler.;Bir kütüphanete çoğu raf yerleştirdiler.;∅;çoğu;raf;quantifiers
Küçük bahçede çocuklar çiçek topladı.;Küçük bahçede çocuklar her çiçek topladı.;∅;her;çiçek;quantifiers
Her kütüphanete raf yerleştirdiler.;Her kütüphanete çoğu raf yerleştirdiler.;∅;çoğu;raf;quantifiers
Sonra terziden kumaş aldık.;Sonra terziden her kumaş aldık.;∅;her;kumaş;quantifiers  
Yine terziden kumaş aldık.;Yine terziden her kumaş aldık.;∅;her;kumaş;quantifiers  
Bir müzede tarihi eser inceledik.;Bir müzede çoğu tarihi eser inceledik.;∅;çoğu;eser;quantifiers  
3. sınıfta tebeşir kullandık.;3. sınıfta her tebeşir kullandık.;∅;her;tebeşir;quantifiers
Tüm köyde saman taşıdılar.;Tüm köyde çoğu saman taşıdılar.;∅;çoğu;saman;quantifiers  
Uzun yolda tabela gördük.;Uzun yolda çoğu tabela gördük.;∅;çoğu;tabela;quantifiers  
Sonra kafede beklerken dergi okudum.;Sonra kafede beklerken her dergi okudum.;∅;her;dergi;quantifiers  
Bugün kütüphanede roman okudum.;Bugün kütüphanede çoğu roman okudum.;∅;çoğu;roman;quantifiers  
Burada meydanda heykel gördük.;Burada meydanda her heykel gördük.;∅;her;heykel;quantifiers  
Mağazada ayakkabı denedim.;Mağazada çoğu ayakkabı denedim.;∅;çoğu;ayakkabı;quantifiers  
Yine kütüphanede sözlük aradım.;Yine kütüphanede her sözlük aradım.;∅;her;sözlük;quantifiers
Ben hafta sonu gölde kayık kullandık.;Ben hafta sonu gölde her kayık kullandık.;∅;her;kayık;quantifiers  
Öğrenciler kamp ateşinde şarkı söyledik.;Öğrenciler kamp ateşinde her şarkı söyledik.;∅;her;şarkı;quantifiers  
Büyük bahçede çocuklar çiçek topladı.;Büyük bahçede çocuklar her çiçek topladı.;∅;her;çiçek;quantifiers
İstanbul alışveriş merkezinde mağaza gezdik.;İstanbul alışveriş merkezinde çoğu mağaza gezdik.;∅;çoğu;mağaza;quantifiers  
Son yolculukta radyo dinledik.;Son yolculukta her radyo dinledik.;∅;her;radyo;quantifiers  
Bir bahçıvan çiçek suladı.;Bir bahçıvan çoğu çiçek suladı.;∅;çoğu;çiçek;quantifiers
Bir plajda şemsiye açtık.;Bir plajda her şemsiye açtık.;∅;her;şemsiye;quantifiers  
Şantiyede vinç gördük.;Şantiyede çoğu vinç gördük.;∅;çoğu;vinç;quantifiers
Aynı yarışmada atletler madalya kazandı.;Aynı yarışmada atletler her madalya kazandı.;∅;her;madalya;quantifiers  
Bugün kütüphanede sözlük aradım.;Bugün kütüphanede her sözlük aradım.;∅;her;sözlük;quantifiers
Sevgili melike matematik dersinde problem çözmüş.;Sevgili melike matematik dersinde her problem çözmüş.;∅;her;problem;quantifiers
Bir kütüphanede sözlük aradım.;Bir kütüphanede her sözlük aradım.;∅;her;sözlük;quantifiers
Eski kafede şekerlik boşaldı.;Eski kafede çoğu şekerlik boşaldı.;∅;çoğu;şekerlik;quantifiers
Bu yarışmada atletler madalya kazandı.;Bu yarışmada atletler her madalya kazandı.;∅;her;madalya;quantifiers  
Mağazada vitrin düzenlediler.;Mağazada her vitrin düzenlediler.;∅;her;vitrin;quantifiers
7. sınıf gezisinde müze rehberi bilgi verdi.;7. sınıf gezisinde müze rehberi çoğu bilgi verdi.;∅;çoğu;bilgi;quantifiers  
Ünlü berberde yanlışlıkla ayna kırdı.;Ünlü berberde yanlışlıkla çoğu ayna kırdı.;∅;çoğu;ayna;quantifiers
Bir gümrükte bavul açtılar.;Bir gümrükte her bavul açtılar.;∅;her;bavul;quantifiers
Modern müzede tarihi eser inceledik.;Modern müzede çoğu tarihi eser inceledik.;∅;çoğu;eser;quantifiers  
3. boş zamanım olursa film izlerim.;3. boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
Son konserde müzisyen enstrüman çaldı.;Son konserde müzisyen çoğu enstrüman çaldı.;∅;çoğu;enstrüman;quantifiers  
Sonra konserde katılımcılar şarkı söyledi.;Sonra konserde katılımcılar çoğu şarkı söyledi.;∅;çoğu;şarkı;quantifiers  
Bizim babam mağazada gömlek denedi.;Bizim babam mağazada her gömlek denedi.;∅;her;gömlek;quantifiers
Dün annem pazardan meyve aldı.;Dün annem pazardan her meyve aldı.;∅;her;meyve;quantifiers  
Bir sabah koşusunda kuş gördüm.;Bir sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Dün barınağın önünden geçerken köpek gördük.;Dün barınağın önünden geçerken çoğu köpek gördük.;∅;çoğu;köpek;quantifiers  
Büyük melike matematik dersinde problem çözmüş.;Büyük melike matematik dersinde her problem çözmüş.;∅;her;problem;quantifiers
En ünlü manken defilede elbise giydi.;En ünlü manken defilede çoğu elbise giydi.;∅;çoğu;elbise;quantifiers
6. bahçeye salıncak kurduk.;6. bahçeye her salıncak kurduk.;∅;her;salıncak;quantifiers
3. bahçeye salıncak kurduk.;3. bahçeye her salıncak kurduk.;∅;her;salıncak;quantifiers
Bir yürüyüşte döviz taşıdık.;Bir yürüyüşte her döviz taşıdık.;∅;her;döviz;quantifiers
İstanbul konser sonrası poster aldık.;İstanbul konser sonrası her poster aldık.;∅;her;poster;quantifiers
Gece kamp yaparken çadır kurduk.;Gece kamp yaparken çoğu çadır kurduk.;∅;çoğu;çadır;quantifiers  
Genç seyirciler konserde şarkı söyledi.;Genç seyirciler konserde her şarkı söyledi.;∅;her;şarkı;quantifiers
Sadece kışın sobada yemek pişiririz.;Sadece kışın sobada her yemek pişiririz.;∅;her;yemek;quantifiers  
Sonra kırtasiyede defter baktık.;Sonra kırtasiyede her defter baktık.;∅;her;defter;quantifiers
Kız kardeşinin düğünü için elbise denedi.;Kız kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
Berberde yanlışlıkla ayna kırdı.;Berberde yanlışlıkla çoğu ayna kırdı.;∅;çoğu;ayna;quantifiers
Ve yolculukta radyo dinledik.;Ve yolculukta her radyo dinledik.;∅;her;radyo;quantifiers  
Öğrenciler otobüste bilet kontrol ettiler.;Öğrenciler otobüste her bilet kontrol ettiler.;∅;her;bilet;quantifiers  
Önce öğrenciler laboratuvarda deney yaptı.;Önce öğrenciler laboratuvarda çoğu deney yaptı.;∅;çoğu;deney;quantifiers  
Sonra meydanda heykel gördük.;Sonra meydanda her heykel gördük.;∅;her;heykel;quantifiers  
Sonra köyde saman taşıdılar.;Sonra köyde çoğu saman taşıdılar.;∅;çoğu;saman;quantifiers  
1. konser sonrası poster aldık.;1. konser sonrası her poster aldık.;∅;her;poster;quantifiers
Ama mağazada manken değiştirdiler.;Ama mağazada çoğu manken değiştirdiler.;∅;çoğu;manken;quantifiers
Bu müzede tarihi eser inceledik.;Bu müzede çoğu tarihi eser inceledik.;∅;çoğu;eser;quantifiers  
Bir yemekten sonra tatlı yedik.;Bir yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
Bir bahçede çocuklar çiçek topladı.;Bir bahçede çocuklar her çiçek topladı.;∅;her;çiçek;quantifiers
Aynı hastanede tahlil yaptırdım.;Aynı hastanede çoğu tahlil yaptırdım.;∅;çoğu;tahlil;quantifiers  
Eski çiftlikte çocuklar yumurta topladı.;Eski çiftlikte çocuklar her yumurta topladı.;∅;her;yumurta;quantifiers
4. bahçeye salıncak kurduk.;4. bahçeye her salıncak kurduk.;∅;her;salıncak;quantifiers
O kafede garson tepsi taşıdı.;O kafede garson her tepsi taşıdı.;∅;her;tepsi;quantifiers
Bunu i̇nşaatta tuğla taşıdılar.;Bunu i̇nşaatta çoğu tuğla taşıdılar.;∅;çoğu;tuğla;quantifiers  
Pastanede kurabiye paketledik.;Pastanede çoğu kurabiye paketledik.;∅;çoğu;kurabiye;quantifiers
Ayrıca kışın sobada yemek pişiririz.;Ayrıca kışın sobada her yemek pişiririz.;∅;her;yemek;quantifiers  
Bir mağazada vitrin düzenlediler.;Bir mağazada her vitrin düzenlediler.;∅;her;vitrin;quantifiers
Bir mağazada manken değiştirdiler.;Bir mağazada çoğu manken değiştirdiler.;∅;çoğu;manken;quantifiers
Ardından gösteride sihirbaz numara yaptı.;Ardından gösteride sihirbaz her numara yaptı.;∅;her;numara;quantifiers  
Yazın deniz kenarında kitap okurum.;Yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
4 pastanede kurabiye paketledik.;4 pastanede çoğu kurabiye paketledik.;∅;çoğu;kurabiye;quantifiers
Aynı köyde sabahları ekmek pişirirler.;Aynı köyde sabahları her ekmek pişirirler.;∅;her;ekmek;quantifiers  
Ve terziden kumaş aldık.;Ve terziden her kumaş aldık.;∅;her;kumaş;quantifiers  
Hemen yol kenarından çiçek topladık.;Hemen yol kenarından çoğu çiçek topladık.;∅;çoğu;çiçek;quantifiers  
Ardından öğrenciler laboratuvarda deney yaptı.;Ardından öğrenciler laboratuvarda çoğu deney yaptı.;∅;çoğu;deney;quantifiers  
3 müşteri vitrinde kıyafet beğendi.;3 müşteri vitrinde çoğu kıyafet beğendi.;∅;çoğu;kıyafet;quantifiers
Sabah sabah ayılmak için kahve içeriz.;Sabah sabah ayılmak için her kahve içeriz.;∅;her;kahve;quantifiers  
İç bahçeye salıncak kurduk.;İç bahçeye her salıncak kurduk.;∅;her;salıncak;quantifiers
Bu konserde katılımcılar şarkı söyledi.;Bu konserde katılımcılar çoğu şarkı söyledi.;∅;çoğu;şarkı;quantifiers  
Pazar sabah kahvaltısında zeytin yedik.;Pazar sabah kahvaltısında çoğu zeytin yedik.;∅;çoğu;zeytin;quantifiers  
Ve altın günü için annem tatlı yaptı.;Ve altın günü için annem çoğu tatlı yaptı.;∅;çoğu;tatlı;quantifiers
İş dikkati dağılmadığı sürece çalışırken müzik dinler.;İş dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
1 marketten yumurta aldım.;1 marketten çoğu yumurta aldım.;∅;çoğu;yumurta;quantifiers  
Sonra kütüphanede roman okudum.;Sonra kütüphanede çoğu roman okudum.;∅;çoğu;roman;quantifiers  
Antik tiyatroda oyuncular kostüm giydi.;Antik tiyatroda oyuncular çoğu kostüm giydi.;∅;çoğu;kostüm;quantifiers
Yine sabah koşusunda kuş gördüm.;Yine sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Biz kırtasiyede defter baktık.;Biz kırtasiyede her defter baktık.;∅;her;defter;quantifiers
Sonra elimizi silerken peçete kullandık.;Sonra elimizi silerken çoğu peçete kullandık.;∅;çoğu;peçete;quantifiers
Erkek berberde yanlışlıkla ayna kırdı.;Erkek berberde yanlışlıkla çoğu ayna kırdı.;∅;çoğu;ayna;quantifiers
O amcasının müzik dükkanında gitar çalmış.;O amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
Her yazın deniz kenarında kitap okurum.;Her yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Bu ders arasında öğrenciler sınıf gezdi.;Bu ders arasında öğrenciler her sınıf gezdi.;∅;her;sınıf;quantifiers  
Bu i̇nşaatta tuğla taşıdılar.;Bu i̇nşaatta çoğu tuğla taşıdılar.;∅;çoğu;tuğla;quantifiers  
Biz sahilde şezlong kiraladık.;Biz sahilde her şezlong kiraladık.;∅;her;şezlong;quantifiers  
Bir konserde katılımcılar şarkı söyledi.;Bir konserde katılımcılar çoğu şarkı söyledi.;∅;çoğu;şarkı;quantifiers  
Bursa alışveriş merkezinde mağaza gezdik.;Bursa alışveriş merkezinde çoğu mağaza gezdik.;∅;çoğu;mağaza;quantifiers  
İlk sabah ayılmak için kahve içeriz.;İlk sabah ayılmak için her kahve içeriz.;∅;her;kahve;quantifiers  
Birçok ünlü manken defilede elbise giydi.;Birçok ünlü manken defilede çoğu elbise giydi.;∅;çoğu;elbise;quantifiers
Bu yolda tabela gördük.;Bu yolda çoğu tabela gördük.;∅;çoğu;tabela;quantifiers  
Sabah kamp yaparken çadır kurduk.;Sabah kamp yaparken çoğu çadır kurduk.;∅;çoğu;çadır;quantifiers  
Yine müzede tarihi eser inceledik.;Yine müzede çoğu tarihi eser inceledik.;∅;çoğu;eser;quantifiers  
9. sınıfta tebeşir kullandık.;9. sınıfta her tebeşir kullandık.;∅;her;tebeşir;quantifiers
Aynı mağazada manken değiştirdiler.;Aynı mağazada çoğu manken değiştirdiler.;∅;çoğu;manken;quantifiers
Kendi plajda şemsiye açtık.;Kendi plajda her şemsiye açtık.;∅;her;şemsiye;quantifiers  
Doktor berberde yanlışlıkla ayna kırdı.;Doktor berberde yanlışlıkla çoğu ayna kırdı.;∅;çoğu;ayna;quantifiers
Her sabah koşusunda kuş gördüm.;Her sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Kafede garson tepsi taşıdı.;Kafede garson her tepsi taşıdı.;∅;her;tepsi;quantifiers
O zaten Fransa'da peynir tatmıştır.;O zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
Özel kütüphanede görevli raf düzeltti.;Özel kütüphanede görevli her raf düzeltti.;∅;her;raf;quantifiers
Çünkü bizim ufaklık artık bisiklet sürebiliyor.;Çünkü bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
Aynı gümrükte bavul açtılar.;Aynı gümrükte her bavul açtılar.;∅;her;bavul;quantifiers
Biz kışın sobada yemek pişiririz.;Biz kışın sobada her yemek pişiririz.;∅;her;yemek;quantifiers  
Diğer konuklar düğünde fotoğraf çekti.;Diğer konuklar düğünde her fotoğraf çekti.;∅;her;fotoğraf;quantifiers
Antalya sahilde şezlong kiraladık.;Antalya sahilde her şezlong kiraladık.;∅;her;şezlong;quantifiers  
Çocuklar dikkati dağılmadığı sürece çalışırken müzik dinler.;Çocuklar dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
Büyük gümrükte bavul açtılar.;Büyük gümrükte her bavul açtılar.;∅;her;bavul;quantifiers
Küçük çocuklar parkta oyun oynadı.;Küçük çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Ayrıca kütüphanede görevli raf düzeltti.;Ayrıca kütüphanede görevli her raf düzeltti.;∅;her;raf;quantifiers
Sonra karnın acıkınca ekmek yersin.;Sonra karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
</s> boş zamanım olursa film izlerim.;</s> boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
Bir şantiyede vinç gördük.;Bir şantiyede çoğu vinç gördük.;∅;çoğu;vinç;quantifiers
Ama millet sıkılınca çalma listesinde şarkı atladı.;Ama millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
Genç melike matematik dersinde problem çözmüş.;Genç melike matematik dersinde her problem çözmüş.;∅;her;problem;quantifiers
Halk yürüyüşte döviz taşıdık.;Halk yürüyüşte her döviz taşıdık.;∅;her;döviz;quantifiers
Marketten yumurta aldım.;Marketten çoğu yumurta aldım.;∅;çoğu;yumurta;quantifiers  
6. sınıfta öğretmen hikaye anlattı.;6. sınıfta öğretmen çoğu hikaye anlattı.;∅;çoğu;hikaye;quantifiers  
Öğrenciler konserde katılımcılar şarkı söyledi.;Öğrenciler konserde katılımcılar çoğu şarkı söyledi.;∅;çoğu;şarkı;quantifiers  
Sonra bahçede çit boyadık.;Sonra bahçede çoğu çit boyadık.;∅;çoğu;çit;quantifiers  
Büyük çocuklar parkta oyun oynadı.;Büyük çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Ve i̇nşaatta tuğla taşıdılar.;Ve i̇nşaatta çoğu tuğla taşıdılar.;∅;çoğu;tuğla;quantifiers  
Ünlü manken defilede elbise giydi.;Ünlü manken defilede çoğu elbise giydi.;∅;çoğu;elbise;quantifiers
Halk otobüste bilet kontrol ettiler.;Halk otobüste her bilet kontrol ettiler.;∅;her;bilet;quantifiers  
Bu atölyede mobilya yaptık.;Bu atölyede çoğu mobilya yaptık.;∅;çoğu;mobilya;quantifiers
Yine hafta sonu gölde kayık kullandık.;Yine hafta sonu gölde her kayık kullandık.;∅;her;kayık;quantifiers  
Burada kamp yaparken çadır kurduk.;Burada kamp yaparken çoğu çadır kurduk.;∅;çoğu;çadır;quantifiers  
İlk hafta sonu bahçeye çiçek diktik.;İlk hafta sonu bahçeye her çiçek diktik.;∅;her;çiçek;quantifiers  
İlk gösteride sihirbaz numara yaptı.;İlk gösteride sihirbaz her numara yaptı.;∅;her;numara;quantifiers  
Bu kütüphanete raf yerleştirdiler.;Bu kütüphanete çoğu raf yerleştirdiler.;∅;çoğu;raf;quantifiers
Çocuklar parkta oyun oynadı.;Çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Sabah koşusunda kuş gördüm.;Sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Her sabah erkenden kalkıp gazete okurum.;Her sabah erkenden kalkıp her gazete okurum.;∅;her;gazete;quantifiers  
Bu kafede beklerken dergi okudum.;Bu kafede beklerken her dergi okudum.;∅;her;dergi;quantifiers  
Yeni müşteri vitrinde kıyafet beğendi.;Yeni müşteri vitrinde çoğu kıyafet beğendi.;∅;çoğu;kıyafet;quantifiers
Küçük köyde sabahları ekmek pişirirler.;Küçük köyde sabahları her ekmek pişirirler.;∅;her;ekmek;quantifiers  
Kadınlar konserde katılımcılar şarkı söyledi.;Kadınlar konserde katılımcılar çoğu şarkı söyledi.;∅;çoğu;şarkı;quantifiers  
Ana kütüphanede öğrenci kitap okudu.;Ana kütüphanede öğrenci her kitap okudu.;∅;her;kitap;quantifiers
• sabah ayılmak için kahve içeriz.;• sabah ayılmak için her kahve içeriz.;∅;her;kahve;quantifiers  
Önce sahilde şezlong kiraladık.;Önce sahilde her şezlong kiraladık.;∅;her;şezlong;quantifiers  
Her mağazada vitrin düzenlediler.;Her mağazada her vitrin düzenlediler.;∅;her;vitrin;quantifiers
Ardından pastanede kurabiye paketledik.;Ardından pastanede çoğu kurabiye paketledik.;∅;çoğu;kurabiye;quantifiers
Bizim melike matematik dersinde problem çözmüş.;Bizim melike matematik dersinde her problem çözmüş.;∅;her;problem;quantifiers
Yarışmada atletler madalya kazandı.;Yarışmada atletler her madalya kazandı.;∅;her;madalya;quantifiers  
Bir yazın deniz kenarında kitap okurum.;Bir yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Bir kafede beklerken dergi okudum.;Bir kafede beklerken her dergi okudum.;∅;her;dergi;quantifiers  
Dış bahçede çocuklar çiçek topladı.;Dış bahçede çocuklar her çiçek topladı.;∅;her;çiçek;quantifiers
Aynı kafede garson tepsi taşıdı.;Aynı kafede garson her tepsi taşıdı.;∅;her;tepsi;quantifiers
Son yürüyüşte döviz taşıdık.;Son yürüyüşte her döviz taşıdık.;∅;her;döviz;quantifiers
Birçok restoranda menü karıştırdık.;Birçok restoranda her menü karıştırdık.;∅;her;menü;quantifiers  
Çocuklar otobüste bilet kontrol ettiler.;Çocuklar otobüste her bilet kontrol ettiler.;∅;her;bilet;quantifiers  
Yapılan gösteride sihirbaz numara yaptı.;Yapılan gösteride sihirbaz her numara yaptı.;∅;her;numara;quantifiers  
Yeni tiyatroda oyuncular kostüm giydi.;Yeni tiyatroda oyuncular çoğu kostüm giydi.;∅;çoğu;kostüm;quantifiers
Beni babam mağazada gömlek denedi.;Beni babam mağazada her gömlek denedi.;∅;her;gömlek;quantifiers
Bir müşteri vitrinde kıyafet beğendi.;Bir müşteri vitrinde çoğu kıyafet beğendi.;∅;çoğu;kıyafet;quantifiers
Eski annem pazardan meyve aldı.;Eski annem pazardan her meyve aldı.;∅;her;meyve;quantifiers  
Bir sergide ressam tablo sergiledi.;Bir sergide ressam çoğu tablo sergiledi.;∅;çoğu;tablo;quantifiers  
O yolculukta radyo dinledik.;O yolculukta her radyo dinledik.;∅;her;radyo;quantifiers  
Japon ünlü manken defilede elbise giydi.;Japon ünlü manken defilede çoğu elbise giydi.;∅;çoğu;elbise;quantifiers
Sonra sahilde şezlong kiraladık.;Sonra sahilde her şezlong kiraladık.;∅;her;şezlong;quantifiers  
Biz meydanda heykel gördük.;Biz meydanda her heykel gördük.;∅;her;heykel;quantifiers  
Yemekten sonra tatlı yedik.;Yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
Ancak bizim ufaklık artık bisiklet sürebiliyor.;Ancak bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
2 manavda sebze tarttık.;2 manavda çoğu sebze tarttık.;∅;çoğu;sebze;quantifiers
Ve elimizi silerken peçete kullandık.;Ve elimizi silerken çoğu peçete kullandık.;∅;çoğu;peçete;quantifiers
Mağazada manken değiştirdiler.;Mağazada çoğu manken değiştirdiler.;∅;çoğu;manken;quantifiers
Benim kedim açıkta bulursa süt içer.;Benim kedim açıkta bulursa her süt içer.;∅;her;süt;quantifiers  
Dün akşam yürüyüşünde yıldız gördük.;Dün akşam yürüyüşünde çoğu yıldız gördük.;∅;çoğu;yıldız;quantifiers  
Küçük atölyede mobilya yaptık.;Küçük atölyede çoğu mobilya yaptık.;∅;çoğu;mobilya;quantifiers
Hep yazın deniz kenarında kitap okurum.;Hep yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Mega markette kasa açtılar.;Mega markette her kasa açtılar.;∅;her;kasa;quantifiers
Herkes dikkati dağılmadığı sürece çalışırken müzik dinler.;Herkes dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
3 gümrükte bavul açtılar.;3 gümrükte her bavul açtılar.;∅;her;bavul;quantifiers
Genç müşteri vitrinde kıyafet beğendi.;Genç müşteri vitrinde çoğu kıyafet beğendi.;∅;çoğu;kıyafet;quantifiers
Bu mağazada ayakkabı denedim.;Bu mağazada çoğu ayakkabı denedim.;∅;çoğu;ayakkabı;quantifiers  
Öğrenciler kütüphanete raf yerleştirdiler.;Öğrenciler kütüphanete çoğu raf yerleştirdiler.;∅;çoğu;raf;quantifiers
O köyde sabahları ekmek pişirirler.;O köyde sabahları her ekmek pişirirler.;∅;her;ekmek;quantifiers  
