good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Giriş sınav öncesi kütüphanede hummalıca çalışıldı.;Giriş sınav öncesi öğrenciler tarafından kütüphanede hummalıca çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Mücadele sabah okul bahçesinde koşuldu.;Mücadele sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Çocuk plajda güneş altında uzun süre yatılıyor.;Çocuk plajda turistler tarafından güneş altında uzun süre yatılıyor.;∅;turistler tarafından;yatılıyor;passives
Hayat sevilince daha çok gülümsenir.;Hayat sevilince sevenler tarafından daha çok gülümsenir.;∅;sevenler tarafından;gülümsenir;passives
Her yazlık evde sabahları geç uyunur.;Her yazlık evde tatilciler tarafından sabahları geç uyunur.;∅;tatilciler tarafından;uyunur;passives
Araç yarış pistinde son turda hızlanılır.;Araç yarış pistinde sürücüler tarafından son turda hızlanılır.;∅;sürücüler tarafından;hızlanılır;passives
İnsanlar uzay istasyonunda yerçekimsiz ortama alışılınca rahatça uyunur.;İnsanlar uzay istasyonunda yerçekimsiz ortama alışılınca astronotlar tarafından rahatça uyunur.;∅;astronotlar tarafından;uyunur;passives
Adam yeraltı mağarasında karanlıkta dikkatlice yürünür.;Adam yeraltı mağarasında mağaracılar tarafından karanlıkta dikkatlice yürünür.;∅;mağaracılar tarafından;yürünür;passives
Volkanik gölde asitli suya kesinlikle girilmez.;Volkanik gölde turistler tarafından asitli suya kesinlikle girilmez.;∅;turistler tarafından;girilmez;passives
Bir yamaç paraşütüyle uçurumdan atlandı.;Bir yamaç paraşütüyle maceracılar tarafından uçurumdan atlandı.;∅;maceracılar tarafından;atlandı;passives
Etkinlik sabah okul bahçesinde koşuldu.;Etkinlik sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Ayrıca kayak merkezinde dik yamaçlardan atlanır.;Ayrıca kayak merkezinde kayakçılar tarafından dik yamaçlardan atlanır.;∅;kayakçılar tarafından;atlanır;passives
Bu sınav öncesi kütüphanede hummalıca çalışıldı.;Bu sınav öncesi öğrenciler tarafından kütüphanede hummalıca çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Tüm konser alanında coşkuyla dans edildi.;Tüm konser alanında hayranlar tarafından coşkuyla dans edildi.;∅;hayranlar tarafından;dans edildi;passives
Ve üniversite kütüphanesinde sessizce çalışıldı.;Ve üniversite kütüphanesinde öğrenciler tarafından sessizce çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Mars kolonisinde basınçlı odalarda uyunur.;Mars kolonisinde koloniciler tarafından basınçlı odalarda uyunur.;∅;koloniciler tarafından;uyunur;passives
Yarış şehir parkında sabah erken saatlerde koşulur.;Yarış şehir parkında halk tarafından sabah erken saatlerde koşulur.;∅;halk tarafından;koşulur;passives
Erkek serbest dalışta 10 metreden atlanıyor.;Erkek serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
İlk sabah okul bahçesinde koşuldu.;İlk sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Çok sıcak yaz günlerinde site havuzda serin serin yüzülür.;Çok sıcak yaz günlerinde site sakinleri tarafından site havuzda serin serin yüzülür.;∅;site sakinleri tarafından;yüzülür;passives
Yüksek kayalıklardan dikkatlice atlanıyor.;Yüksek kayalıklardan gençler tarafından dikkatlice atlanıyor.;∅;gençler tarafından;atlanıyor;passives
Proje biyolojik laboratuvarda steril ortamda çalışıldı.;Proje biyolojik laboratuvarda bilim insanları tarafından steril ortamda çalışıldı.;∅;bilim insanları tarafından;çalışıldı;passives
Herkes yeni yıl sabahında geç uyunur.;Herkes yeni yıl sabahında eğlenenler tarafından geç uyunur.;∅;eğlenenler tarafından;uyunur;passives
Sarı mercan resifinde renkli balıklarla yüzülür.;Sarı mercan resifinde dalgıçlar tarafından renkli balıklarla yüzülür.;∅;dalgıçlar tarafından;yüzülür;passives
Daha yüksek kayalıklardan dikkatlice atlanıyor.;Daha yüksek kayalıklardan gençler tarafından dikkatlice atlanıyor.;∅;gençler tarafından;atlanıyor;passives
Alanya yaz tatilinde bol bol uyunur.;Alanya yaz tatilinde öğrenciler tarafından bol bol uyunur.;∅;öğrenciler tarafından;uyunur;passives
Mindenki üzgünken daha az konuşulur.;Mindenki üzgünken insanlar tarafından daha az konuşulur.;∅;insanlar tarafından;konuşulur;passives
Bir uçak gemisinin güvertesinden denize atlandı.;Bir uçak gemisinin güvertesinden denizciler tarafından denize atlandı.;∅;denizciler tarafından;atlandı;passives
Bir kanalda hemen batılıyor.;Bir kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
Hayat yalnızken daha çok büyünür.;Hayat yalnızken yalnızlar tarafından daha çok büyünür.;∅;yalnızlar tarafından;büyünür;passives
İki otobüs yolda kalınca soğukta donuldu.;İki otobüs yolda kalınca yolcular tarafından soğukta donuldu.;∅;yolcular tarafından;donuldu;passives
Osmanlı ortaçağ kalesinin zindanlarında soğukta donuldu.;Osmanlı ortaçağ kalesinin zindanlarında mahkumlar tarafından soğukta donuldu.;∅;mahkumlar tarafından;donuldu;passives
Gece yemekten sonra biraz dinlenilir.;Gece yemekten sonra misafirler tarafından biraz dinlenilir.;∅;misafirler tarafından;dinlenilir;passives
Oyuncu uzay simülatöründe ağırlıksız ortama alışılınca rahatça uyunur.;Oyuncu uzay simülatöründe adaylar tarafından ağırlıksız ortama alışılınca rahatça uyunur.;∅;adaylar tarafından;uyunur;passives
Bizim kütüphanede fısıltıyla bile konuşulmaz.;Bizim kütüphanede öğrenciler tarafından fısıltıyla bile konuşulmaz.;∅;öğrenciler tarafından;konuşulmaz;passives
O serada nemli koridorlarda yürünür.;O serada işçiler tarafından nemli koridorlarda yürünür.;∅;işçiler tarafından;yürünür;passives
Bu antrenmanda son tur hızlı koşuldu.;Bu antrenmanda sporcular tarafından son tur hızlı koşuldu.;∅;sporcular tarafından;koşuldu;passives
Ve yazın ince giyinilir.;Ve yazın insanlar tarafından ince giyinilir.;∅;insanlar tarafından;giyinilir;passives
Şu hava güzelken daha çok dışarı çıkılır.;Şu hava güzelken herkes tarafından daha çok dışarı çıkılır.;∅;herkes tarafından;çıkılır;passives
İnsanlar kışın bu gölde buz üstünde yürünür.;İnsanlar kışın balıkçılar tarafından bu gölde buz üstünde yürünür.;∅;balıkçılar tarafından;yürünür;passives
Final döneminde eski kütüphanede çalışıldı.;Final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Bilimsel araştırma projesi için gece boyunca çalışıldı.;Bilimsel araştırma projesi için asistanlar tarafından gece boyunca çalışıldı.;∅;asistanlar tarafından;çalışıldı;passives
Bir uzay mekiğinde yerçekimi olmayınca tuhaf uyunur.;Bir uzay mekiğinde mürettebat tarafından yerçekimi olmayınca tuhaf uyunur.;∅;mürettebat tarafından;uyunur;passives
Insan yeni bir şey öğrenilince mutlu olunur.;Insan yeni bir şey öğrenilince öğrenenler tarafından mutlu olunur.;∅;öğrenenler tarafından;olunur;passives
Tüm ormanlık alanda dikkatlice koşulur.;Tüm ormanlık alanda sporcular tarafından dikkatlice koşulur.;∅;sporcular tarafından;koşulur;passives
Ayrıca nükleer santralde radyasyon alanlarına girilmez.;Ayrıca nükleer santralde personel tarafından radyasyon alanlarına girilmez.;∅;personel tarafından;girilmez;passives
İki biyolojik laboratuvarda steril ortamda çalışıldı.;İki biyolojik laboratuvarda bilim insanları tarafından steril ortamda çalışıldı.;∅;bilim insanları tarafından;çalışıldı;passives
Yüksek akıntılı sularda yüzülmez.;Yüksek akıntılı sularda insanlar tarafından yüzülmez.;∅;insanlar tarafından;yüzülmez;passives
Ve yorgunken daha çabuk uyunur.;Ve yorgunken insanlar tarafından daha çabuk uyunur.;∅;insanlar tarafından;uyunur;passives
Maç yarışın son metresinde hızla koşuldu.;Maç yarışın son metresinde maratoncular tarafından hızla koşuldu.;∅;maratoncular tarafından;koşuldu;passives
İnsan yeraltı mağarasında karanlıkta dikkatlice yürünür.;İnsan yeraltı mağarasında mağaracılar tarafından karanlıkta dikkatlice yürünür.;∅;mağaracılar tarafından;yürünür;passives
Ancak üniversite kütüphanesinde sessizce çalışıldı.;Ancak üniversite kütüphanesinde öğrenciler tarafından sessizce çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
2- yatılı okulda erkenden uyunur.;2- yatılı okulda öğrenciler tarafından erkenden uyunur.;∅;öğrenciler tarafından;uyunur;passives
Oyun deniz kenarında sabah erken saatte koşulur.;Oyun deniz kenarında sporcular tarafından sabah erken saatte koşulur.;∅;sporcular tarafından;koşulur;passives
Ayrıca uzun uçuşlarda rahatça uyunur.;Ayrıca uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
İnsan dijital detoks kampında teknolojiden uzak yaşanır.;İnsan dijital detoks kampında katılımcılar tarafından teknolojiden uzak yaşanır.;∅;katılımcılar tarafından;yaşanır;passives
Uygulama şehir parkında sabah erken saatlerde koşulur.;Uygulama şehir parkında halk tarafından sabah erken saatlerde koşulur.;∅;halk tarafından;koşulur;passives
İnsanlar gençken daha çok eğlenilir.;İnsanlar gençken insanlar tarafından daha çok eğlenilir.;∅;insanlar tarafından;eğlenilir;passives
İnce karla kaplı yollarda dikkatli yürünür.;İnce karla kaplı yollarda işe gidenler tarafından dikkatli yürünür.;∅;işe gidenler tarafından;yürünür;passives
Eski opera binasında akustik test sırasında dans edildi.;Eski opera binasında akustik test sırasında sanatçılar tarafından dans edildi.;∅;sanatçılar tarafından;dans edildi;passives
Özellikle yağmur yağınca şemsiye ile yürünür.;Özellikle yağmur yağınca insanlar tarafından şemsiye ile yürünür.;∅;insanlar tarafından;yürünür;passives
• lunaparkta hızlı trenlerde çığlık atılır.;• lunaparkta çocuklar tarafından hızlı trenlerde çığlık atılır.;∅;çocuklar tarafından;çığlık atılır;passives
3. parkurda engellerin üzerinden atlanır.;3. parkurda yarışmacılar tarafından engellerin üzerinden atlanır.;∅;yarışmacılar tarafından;atlanır;passives
Sonra festival alanında sabaha kadar dans edildi.;Sonra festival alanında gençler tarafından sabaha kadar dans edildi.;∅;gençler tarafından;dans edildi;passives
Ardından ortaçağ kalesinin zindanlarında soğukta donuldu.;Ardından ortaçağ kalesinin zindanlarında mahkumlar tarafından soğukta donuldu.;∅;mahkumlar tarafından;donuldu;passives
İnsan para kazanınca rahat yaşanır.;İnsan para kazanınca zenginler tarafından rahat yaşanır.;∅;zenginler tarafından;yaşanır;passives
İnsan yeni bir şey öğrenilince mutlu olunur.;İnsan yeni bir şey öğrenilince öğrenenler tarafından mutlu olunur.;∅;öğrenenler tarafından;olunur;passives
Adana şehir merkezinde gece geç saatlere kadar yürünür.;Adana şehir merkezinde gençler tarafından gece geç saatlere kadar yürünür.;∅;gençler tarafından;yürünür;passives
Ankara maratonda son kilometrede hızlı koşuldu.;Ankara maratonda profesyoneller tarafından son kilometrede hızlı koşuldu.;∅;profesyoneller tarafından;koşuldu;passives
Hava antarktika'da -50 derecede hemen donulur.;Hava antarktika'da araştırmacılar tarafından -50 derecede hemen donulur.;∅;araştırmacılar tarafından;donulur;passives
Antalya şehir merkezinde gece geç saatlere kadar yürünür.;Antalya şehir merkezinde gençler tarafından gece geç saatlere kadar yürünür.;∅;gençler tarafından;yürünür;passives
Bir uzay simülatöründe ağırlıksız ortama alışılınca rahatça uyunur.;Bir uzay simülatöründe adaylar tarafından ağırlıksız ortama alışılınca rahatça uyunur.;∅;adaylar tarafından;uyunur;passives
Ayrıca kışın bu köyde erken yatılır.;Ayrıca kışın köylüler tarafından bu köyde erken yatılır.;∅;köylüler tarafından;yatılır;passives
2. lunaparkta hızlı trenlerde çığlık atılır.;2. lunaparkta çocuklar tarafından hızlı trenlerde çığlık atılır.;∅;çocuklar tarafından;çığlık atılır;passives
Biyolojik laboratuvarda steril ortamda çalışıldı.;Biyolojik laboratuvarda bilim insanları tarafından steril ortamda çalışıldı.;∅;bilim insanları tarafından;çalışıldı;passives
Sadece yaz aylarında bu plajda bol bol yüzülür.;Sadece yaz aylarında tatilciler tarafından bu plajda bol bol yüzülür.;∅;tatilciler tarafından;yüzülür;passives
Bu kanalda hemen batılıyor.;Bu kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
Kayak merkezinde dik yamaçlardan atlanır.;Kayak merkezinde kayakçılar tarafından dik yamaçlardan atlanır.;∅;kayakçılar tarafından;atlanır;passives
Dünya uzay istasyonunda yerçekimsiz ortama alışılınca rahatça uyunur.;Dünya uzay istasyonunda yerçekimsiz ortama alışılınca astronotlar tarafından rahatça uyunur.;∅;astronotlar tarafından;uyunur;passives
İlk üniversite kütüphanesinde sessizce çalışıldı.;İlk üniversite kütüphanesinde öğrenciler tarafından sessizce çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Büyük stadyumda yapay çimde hızlı koşulur.;Büyük stadyumda sporcular tarafından yapay çimde hızlı koşulur.;∅;sporcular tarafından;koşulur;passives
Mücadele kumsalda sabah erken saatlerde koşulur.;Mücadele kumsalda sporcular tarafından sabah erken saatlerde koşulur.;∅;sporcular tarafından;koşulur;passives
O yeraltı sığınağında haftalarca mahsur kalındı.;O yeraltı sığınağında insanlar tarafından haftalarca mahsur kalındı.;∅;insanlar tarafından;kalındı;passives
Beyaz mercan resifinde renkli balıklarla yüzülür.;Beyaz mercan resifinde dalgıçlar tarafından renkli balıklarla yüzülür.;∅;dalgıçlar tarafından;yüzülür;passives
Ancak uzay mekiğinde yerçekimi olmayınca tuhaf uyunur.;Ancak uzay mekiğinde mürettebat tarafından yerçekimi olmayınca tuhaf uyunur.;∅;mürettebat tarafından;uyunur;passives
Hep dertsizken daha çok gülünür.;Hep dertsizken insanlar tarafından daha çok gülünür.;∅;insanlar tarafından;gülünür;passives
Böyle hava güzelken daha çok dışarı çıkılır.;Böyle hava güzelken herkes tarafından daha çok dışarı çıkılır.;∅;herkes tarafından;çıkılır;passives
Çocuklar yaz kampında derin nehirlere atlanıyor.;Çocuklar yaz kampında kampçılar tarafından derin nehirlere atlanıyor.;∅;kampçılar tarafından;atlanıyor;passives
Merkezi sınav öncesi kütüphanede hummalıca çalışıldı.;Merkezi sınav öncesi öğrenciler tarafından kütüphanede hummalıca çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Daha derinlerde uzun süre çalışıldı.;Daha derinlerde dalgıçlar tarafından duzun süre çalışıldı.;∅;dalgıçlar tarafından;çalışıldı;passives
Sıcak yaz gecelerinde balkonda uyunur.;Sıcak yaz gecelerinde insanlar tarafından balkonda uyunur.;∅;insanlar tarafından;uyunur;passives
Ayrıca kışın kalın giyinilir.;Ayrıca kışın insanlar tarafından kalın giyinilir.;∅;insanlar tarafından;giyinilir;passives
Bir üniversite kütüphanesinde sessizce çalışıldı.;Bir üniversite kütüphanesinde öğrenciler tarafından sessizce çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
2016 yeni yıl sabahında geç uyunur.;2016 yeni yıl sabahında eğlenenler tarafından geç uyunur.;∅;eğlenenler tarafından;uyunur;passives
Bu ormanlık alanda dikkatlice koşulur.;Bu ormanlık alanda sporcular tarafından dikkatlice koşulur.;∅;sporcular tarafından;koşulur;passives
Tarihi opera binasında akustik test sırasında dans edildi.;Tarihi opera binasında akustik test sırasında sanatçılar tarafından dans edildi.;∅;sanatçılar tarafından;dans edildi;passives
Deniz kenarında sabah erken saatte koşulur.;Deniz kenarında sporcular tarafından sabah erken saatte koşulur.;∅;sporcular tarafından;koşulur;passives
Büyük festival alanında sabaha kadar dans edildi.;Büyük festival alanında gençler tarafından sabaha kadar dans edildi.;∅;gençler tarafından;dans edildi;passives
Festival alanında sabaha kadar dans edildi.;Festival alanında gençler tarafından sabaha kadar dans edildi.;∅;gençler tarafından;dans edildi;passives
Ama yorgunken daha çabuk uyunur.;Ama yorgunken insanlar tarafından daha çabuk uyunur.;∅;insanlar tarafından;uyunur;passives
İnsan karda kaymadan yürünmez.;İnsan karda insanlar tarafından kaymadan yürünmez.;∅;insanlar tarafından;yürünmez;passives
Çocuk gençken daha çok eğlenilir.;Çocuk gençken insanlar tarafından daha çok eğlenilir.;∅;insanlar tarafından;eğlenilir;passives
Monaco formula 1 pistinde yarış öncesi hızlı bir tur atıldı.;Monaco formula 1 pistinde pilotlar tarafından yarış öncesi hızlı bir tur atıldı.;∅;pilotlar tarafından;atıldı;passives
İnsanlar yazın bu gölde serinlemek için yüzülür.;İnsanlar yazın yerel halk tarafından bu gölde serinlemek için yüzülür.;∅;yerel halk tarafından;yüzülür;passives
Sonra köy meydanında davul zurna eşliğinde dans edildi.;Sonra köy meydanında köylüler tarafından davul zurna eşliğinde dans edildi.;∅;köylüler tarafından;dans edildi;passives
Yine hava güzelken daha çok dışarı çıkılır.;Yine hava güzelken herkes tarafından daha çok dışarı çıkılır.;∅;herkes tarafından;çıkılır;passives
3. lunaparkta hızlı trenlerde çığlık atılır.;3. lunaparkta çocuklar tarafından hızlı trenlerde çığlık atılır.;∅;çocuklar tarafından;çığlık atılır;passives
Fakat alışınca çok gürültülü ortamlarda bile uyunur.;Fakat alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Bu hava güzelken daha çok dışarı çıkılır.;Bu hava güzelken herkes tarafından daha çok dışarı çıkılır.;∅;herkes tarafından;çıkılır;passives
Çok yoğun kar yağışında kulübenin dışında çabuk donulur.;Çok yoğun kar yağışında bekçiler tarafından kulübenin dışında çabuk donulur.;∅;bekçiler tarafından;donulur;passives
Yoğun kar yağışında kulübenin dışında çabuk donulur.;Yoğun kar yağışında bekçiler tarafından kulübenin dışında çabuk donulur.;∅;bekçiler tarafından;donulur;passives
En sıcak yaz günlerinde gölgede uzanılır.;En sıcak yaz günlerinde insanlar tarafından gölgede uzanılır.;∅;insanlar tarafından;uzanılır;passives
Uzun yaz akşamları sahilde keyifle yürünür.;Uzun yaz akşamları çiftler tarafından sahilde keyifle yürünür.;∅;çiftler tarafından;yürünür;passives
Yeni biyolojik laboratuvarda steril ortamda çalışıldı.;Yeni biyolojik laboratuvarda bilim insanları tarafından steril ortamda çalışıldı.;∅;bilim insanları tarafından;çalışıldı;passives
Daha sıcak yaz günlerinde gölgede uzanılır.;Daha sıcak yaz günlerinde insanlar tarafından gölgede uzanılır.;∅;insanlar tarafından;uzanılır;passives
İnsanlar yalnızken daha çok büyünür.;İnsanlar yalnızken yalnızlar tarafından daha çok büyünür.;∅;yalnızlar tarafından;büyünür;passives
Küçük mercan resifinde renkli balıklarla yüzülür.;Küçük mercan resifinde dalgıçlar tarafından renkli balıklarla yüzülür.;∅;dalgıçlar tarafından;yüzülür;passives
Su antarktika'da -50 derecede hemen donulur.;Su antarktika'da araştırmacılar tarafından -50 derecede hemen donulur.;∅;araştırmacılar tarafından;donulur;passives
Özellikle yüksek kayalıklardan dikkatlice atlanıyor.;Özellikle yüksek kayalıklardan gençler tarafından dikkatlice atlanıyor.;∅;gençler tarafından;atlanıyor;passives
Kendi yeraltı sığınağında haftalarca mahsur kalındı.;Kendi yeraltı sığınağında insanlar tarafından haftalarca mahsur kalındı.;∅;insanlar tarafından;kalındı;passives
Ancak kütüphanede tam bir sessizlik içinde çalışıldı.;Ancak kütüphanede araştırmacılar tarafından tam bir sessizlik içinde çalışıldı.;∅;araştırmacılar tarafından;çalışıldı;passives
Uzun parkurda engellerin üzerinden atlanır.;Uzun parkurda yarışmacılar tarafından engellerin üzerinden atlanır.;∅;yarışmacılar tarafından;atlanır;passives
Yüksek sınav öncesi kütüphanede hummalıca çalışıldı.;Yüksek sınav öncesi öğrenciler tarafından kütüphanede hummalıca çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Rahat para kazanınca rahat yaşanır.;Rahat para kazanınca zenginler tarafından rahat yaşanır.;∅;zenginler tarafından;yaşanır;passives
Bugün kütüphanede fısıltıyla bile konuşulmaz.;Bugün kütüphanede öğrenciler tarafından fısıltıyla bile konuşulmaz.;∅;öğrenciler tarafından;konuşulmaz;passives
Sabah hava güzelken daha çok dışarı çıkılır.;Sabah hava güzelken herkes tarafından daha çok dışarı çıkılır.;∅;herkes tarafından;çıkılır;passives
3. akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;3. akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
Hava güzelken daha çok dışarı çıkılır.;Hava güzelken herkes tarafından daha çok dışarı çıkılır.;∅;herkes tarafından;çıkılır;passives
Yaz akşamları sahilde keyifle yürünür.;Yaz akşamları çiftler tarafından sahilde keyifle yürünür.;∅;çiftler tarafından;yürünür;passives
Ayrıca uzay mekiğinde yerçekimi olmayınca tuhaf uyunur.;Ayrıca uzay mekiğinde mürettebat tarafından yerçekimi olmayınca tuhaf uyunur.;∅;mürettebat tarafından;uyunur;passives
Hiçbir nükleer santralde radyasyon alanlarına girilmez.;Hiçbir nükleer santralde personel tarafından radyasyon alanlarına girilmez.;∅;personel tarafından;girilmez;passives
2014 yeni yıl sabahında geç uyunur.;2014 yeni yıl sabahında eğlenenler tarafından geç uyunur.;∅;eğlenenler tarafından;uyunur;passives
Bu araştırma projesi için gece boyunca çalışıldı.;Bu araştırma projesi için asistanlar tarafından gece boyunca çalışıldı.;∅;asistanlar tarafından;çalışıldı;passives
Ancak yazın bu sahilde rahatça yüzülür.;Ancak yazın turistler tarafından bu sahilde rahatça yüzülür.;∅;turistler tarafından;yüzülür;passives
İnsan karanlık odada kolayca uyunmaz.;İnsan karanlık odada çocuklar tarafından kolayca uyunmaz.;∅;çocuklar tarafından;uyunmaz;passives
Böylece festival alanında sabaha kadar dans edildi.;Böylece festival alanında gençler tarafından sabaha kadar dans edildi.;∅;gençler tarafından;dans edildi;passives
Tüm yaz aylarında bu plajda bol bol yüzülür.;Tüm yaz aylarında tatilciler tarafından bu plajda bol bol yüzülür.;∅;tatilciler tarafından;yüzülür;passives
Bir yeraltı mağarasında karanlıkta dikkatlice yürünür.;Bir yeraltı mağarasında mağaracılar tarafından karanlıkta dikkatlice yürünür.;∅;mağaracılar tarafından;yürünür;passives
Ancak antarktika'da -50 derecede hemen donulur.;Ancak antarktika'da araştırmacılar tarafından -50 derecede hemen donulur.;∅;araştırmacılar tarafından;donulur;passives
Her olimpiyat köyünde sabahın ilk ışıklarıyla koşulur.;Her olimpiyat köyünde atletler tarafından sabahın ilk ışıklarıyla koşulur.;∅;atletler tarafından;koşulur;passives
İnsan her sene bir yaş daha büyünür.;İnsan her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
Açık kumsalda sabah erken saatlerde koşulur.;Açık kumsalda sporcular tarafından sabah erken saatlerde koşulur.;∅;sporcular tarafından;koşulur;passives
Bu köy yolunda tozlu toprakta yürünür.;Bu köy yolunda köylüler tarafından tozlu toprakta yürünür.;∅;köylüler tarafından;yürünür;passives
Bir uzay mekiğinde yerçekimi olmayınca tuhaf uyunur.;Bir uzay mekiğinde mürettebat tarafından yerçekimi olmayınca tuhaf uyunur.;∅;mürettebat tarafından;uyunur;passives
• uzun uçuşlarda rahatça uyunur.;• uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
Maç şehir parkında sabah erken saatlerde koşulur.;Maç şehir parkında halk tarafından sabah erken saatlerde koşulur.;∅;halk tarafından;koşulur;passives
Üzgünken daha az konuşulur.;Üzgünken insanlar tarafından daha az konuşulur.;∅;insanlar tarafından;konuşulur;passives
Ve kütüphanede tam bir sessizlik içinde çalışıldı.;Ve kütüphanede araştırmacılar tarafından tam bir sessizlik içinde çalışıldı.;∅;araştırmacılar tarafından;çalışıldı;passives
Çocuklar yaz tatilinde bol bol uyunur.;Çocuklar yaz tatilinde öğrenciler tarafından bol bol uyunur.;∅;öğrenciler tarafından;uyunur;passives
Gece yağmur yağınca şemsiye ile yürünür.;Gece yağmur yağınca insanlar tarafından şemsiye ile yürünür.;∅;insanlar tarafından;yürünür;passives
Yüksek ormanlık alanda dikkatlice koşulur.;Yüksek ormanlık alanda sporcular tarafından dikkatlice koşulur.;∅;sporcular tarafından;koşulur;passives
Sonra serbest dalışta 10 metreden atlanıyor.;Sonra serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Ayrıca karla kaplı yollarda dikkatli yürünür.;Ayrıca karla kaplı yollarda işe gidenler tarafından dikkatli yürünür.;∅;işe gidenler tarafından;yürünür;passives
Sonra baloda saatlerce dans edildi.;Sonra baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Sadece akıntılı sularda yüzülmez.;Sadece akıntılı sularda insanlar tarafından yüzülmez.;∅;insanlar tarafından;yüzülmez;passives
– stresli zamanlarda daha çok sigara içilir.;– stresli zamanlarda insanlar tarafından daha çok sigara içilir.;∅;insanlar tarafından;içilir;passives
Bir yazlık evde sabahları geç uyunur.;Bir yazlık evde tatilciler tarafından sabahları geç uyunur.;∅;tatilciler tarafından;uyunur;passives
Yatılı okulda erkenden uyunur.;Yatılı okulda öğrenciler tarafından erkenden uyunur.;∅;öğrenciler tarafından;uyunur;passives
İnsan sevilince daha çok gülümsenir.;İnsan sevilince sevenler tarafından daha çok gülümsenir.;∅;sevenler tarafından;gülümsenir;passives
