good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon;subtype
Erdoğan bu olaya çok üzüldüler.;Erdoğan bu olayı çok üzüldüler.;olaya;olayı;üzüldüler;argument_structure;transitive
Ben yarın size de gelirim.;Ben yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
Artık senin bu tavırlarından bıktım.;Artık senin bu tavırlarına bıktım.;tavırlarından;tavırlarına;bıktım;argument_structure;transitive
Işte bu müjdeye çok sevindim.;Işte bu müjdeyi çok sevindim.;müjdeye;müjdeyi;sevindim;argument_structure;transitive
Bir tatil için Bodrum'da karar kılmışlar.;Bir tatil için Bodrum'a karar kılmışlar.;Bodrum'da;Bodrum'a;karar kılmışlar;argument_structure;transitive
Ayrıca bu projeye çok önem veriyoruz.;Ayrıca bu projeyi çok önem veriyoruz.;projeye;projeyi;veriyoruz;argument_structure;transitive
Valla seni buralarda görmeye son zamanlarda iyice alıştım.;Valla seni buralarda görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Valla şu yeniliklere oldum olası alışamadım.;Valla şu yenilikleri oldum olası alışamadım.;yeniliklere;yenilikleri;alışamadım;argument_structure;transitive
Fakat dün söylediklerinden sonra sana çok kırıldım.;Fakat dün söylediklerinden sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Online oyunlara fazla kapılmamalısın.;Online oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
Çünkü seni burada görmeye son zamanlarda iyice alıştım.;Çünkü seni burada görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
3- i̇nternette her gördüğün habere körü körüne inanma.;3- i̇nternette her gördüğün haberi körü körüne inanma.;habere;haberi;inanma;argument_structure;transitive
Çünkü bizim kuşumuz komşunun kedisinden baya korkuyormuş.;Çünkü bizim kuşumuz komşunun kedisini baya korkuyormuş.;kedisinden;kedisini;korkuyormuş;argument_structure;transitive
Sadece sana her zaman güveniyorum.;Sadece seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Bu kasabayı çok seviyorum.;Bu kasabaya çok seviyorum.;kasabayı;kasabaya;seviyorum;argument_structure;transitive
Tüm komşularımla iyi geçiniyorum.;Tüm komşularımı iyi geçiniyorum.;komşularımla;komşularımı;geçiniyorum;argument_structure;transitive
Bir doktor bey yaşlı hastayla özel olarak ilgileniyor.;Bir doktor bey yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Biz bu projeye çok önem veriyoruz.;Biz bu projeyi çok önem veriyoruz.;projeye;projeyi;veriyoruz;argument_structure;transitive
Ama onun söylediklerine katılıyorum.;Ama onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Ve onun söylediklerine katılıyorum.;Ve onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Yalnız şu yeniliklere oldum olası alışamadım.;Yalnız şu yenilikleri oldum olası alışamadım.;yeniliklere;yenilikleri;alışamadım;argument_structure;transitive
Ve babam her zaman bana destek olur.;Ve babam her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Köpeğim merdivenlerden düştü.;Köpeğim merdivenleri düştü.;merdivenlerden;merdivenleri;düştü;argument_structure;transitive
Bir konsere katılmayı düşünüyorlar.;Bir konsere katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Benim kedim balkondan düştü.;Benim kedim balkonu düştü.;balkondan;balkonu;düştü;argument_structure;transitive
Ve eşimin kararlarına çok güvenirim.;Ve eşimin kararlarını çok güvenirim.;kararlarına;kararlarını;güvenirim;argument_structure;transitive
7- i̇nternette her okuduğun şeye körü körüne inanma.;7- i̇nternette her okuduğun şeyi körü körüne inanma.;şeye;şeyi;inanma;argument_structure;transitive
Gerçekten bu kitap serisine bayıldım.;Gerçekten bu kitap serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Sadece sana her zaman güveniyorum.;Sadece seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
O bizim ufaklık sıra arkadaşından baya hoşlanıyormuş.;O bizim ufaklık sıra arkadaşını baya hoşlanıyormuş.;arkadaşından;arkadaşını;hoşlanıyormuş;argument_structure;transitive
Ama babam her zaman bana destek olur.;Ama babam her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Onlar bu fikre sıcak baktı.;Onlar bu fikri sıcak baktı.;fikre;fikri;baktı;argument_structure;transitive
Evet onun doğruyu söylediğine inanıyorum.;Evet onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Aslında tatile çıkma fikrine çok ısındım.;Aslında tatile çıkma fikrini çok ısındım.;fikrine;fikrini;ısındım;argument_structure;transitive
Ve köpeğim merdivenlerden düştü.;Ve köpeğim merdivenleri düştü.;merdivenlerden;merdivenleri;düştü;argument_structure;transitive
Ancak onun tepkisine çok şaşırdım.;Ancak onun tepkisini çok şaşırdım.;tepkisine;tepkisini;şaşırdım;argument_structure;transitive
Ve ben artık ona sadece gülüyorum.;Ve ben artık onu sadece gülüyorum.;ona;onu;gülüyorum;argument_structure;transitive
Ben onun söylediklerine katılıyorum.;Ben onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Ancak bizim kuşumuz komşunun kedisinden baya korkuyormuş.;Ancak bizim kuşumuz komşunun kedisini baya korkuyormuş.;kedisinden;kedisini;korkuyormuş;argument_structure;transitive
Çünkü bu fikre çok önem veriyoruz.;Çünkü bu fikri çok önem veriyoruz.;fikre;fikri;veriyoruz;argument_structure;transitive
Başkan saygısız çalışan yaşlı kadınla resmen alay etti.;Başkan saygısız çalışan yaşlı kadına resmen alay etti.;kadınla;kadına;alay etti;argument_structure;transitive
Hatta onun tepkisine çok şaşırdım.;Hatta onun tepkisini çok şaşırdım.;tepkisine;tepkisini;şaşırdım;argument_structure;transitive
Bir seminere katılmaya karar verdim.;Bir semineri katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Bunu bütün gece onu düşündüm.;Bunu bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
Ben annemin sözlerine kulak verdim.;Ben annemin sözlerini kulak verdim.;sözlerine;sözlerini;verdim;argument_structure;transitive
Bu gözden kaçan detaya çok üzüldüm.;Bu gözden kaçan detayı çok üzüldüm.;detaya;detayı;üzüldüm;argument_structure;transitive
Yalnız şu değişikliklere oldum olası alışamadım.;Yalnız şu değişiklikleri oldum olası alışamadım.;değişikliklere;değişiklikleri;alışamadım;argument_structure;transitive
Şimdi yeni bir hobiye başladık.;Şimdi yeni bir hobiyi başladık.;hobiye;hobiyi;başladık;argument_structure;transitive
Ama ben artık ona sadece gülüyorum.;Ama ben artık onu sadece gülüyorum.;ona;onu;gülüyorum;argument_structure;transitive
Ben bu şarkıya bayılıyorum.;Ben bu şarkıyı bayılıyorum.;şarkıya;şarkıyı;bayılıyorum;argument_structure;transitive
Evet bu diziye bayılıyoruz.;Evet bu diziyi bayılıyoruz.;diziye;diziyi;bayılıyoruz;argument_structure;transitive
Bir gözden kaçan detaya çok üzüldüm.;Bir gözden kaçan detayı çok üzüldüm.;detaya;detayı;üzüldüm;argument_structure;transitive
İşte bu heykellere hayran kaldım.;İşte bu heykelleri hayran kaldım.;heykellere;heykelleri;hayran kaldım;argument_structure;transitive
İki kardeşimin mezuniyetini unuttum.;İki kardeşimin mezuniyetine unuttum.;mezuniyetini;mezuniyetine;unuttum;argument_structure;transitive
Evet yeni bir işe girdim.;Evet yeni bir işi girdim.;işe;işi;girdim;argument_structure;transitive
Ayrıca ona büyük saygı duyuyorum.;Ayrıca onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Evet bu türküye bayılıyorum.;Evet bu türküyü bayılıyorum.;türküye;türküyü;bayılıyorum;argument_structure;transitive
Ben bu yarışmaya günlerce çalıştım.;Ben bu yarışmayı günlerce çalıştım.;yarışmaya;yarışmayı;çalıştım;argument_structure;transitive
Sadece eşimin zevkine çok güvenirim.;Sadece eşimin zevkini çok güvenirim.;zevkine;zevkini;güvenirim;argument_structure;transitive
Ve eşimin zevkine çok güvenirim.;Ve eşimin zevkini çok güvenirim.;zevkine;zevkini;güvenirim;argument_structure;transitive
Onlar yeni projeye başlamaya karar verdiler.;Onlar yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Anne babam her zaman bana destek olur.;Anne babam her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Ben sana her zaman güveniyorum.;Ben seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Bu bütün gece onu düşündüm.;Bu bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
Ve tatile çıkma fikrine çok ısındım.;Ve tatile çıkma fikrini çok ısındım.;fikrine;fikrini;ısındım;argument_structure;transitive
Fakat kaba müşteri genç garsonla resmen dalga geçti.;Fakat kaba müşteri genç garsona resmen dalga geçti.;garsonla;garsona;dalga geçti;argument_structure;transitive
Aslında onun söylediklerine katılıyorum.;Aslında onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Ama seni buralarda görmeye son zamanlarda iyice alıştım.;Ama seni buralarda görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
İşte bu şarkıya bayılıyorum.;İşte bu şarkıyı bayılıyorum.;şarkıya;şarkıyı;bayılıyorum;argument_structure;transitive
Ayrıca akrabalarımla iyi geçiniyorum.;Ayrıca akrabalarımı iyi geçiniyorum.;akrabalarımla;akrabalarımı;geçiniyorum;argument_structure;transitive
Bu sınava günlerce çalıştım.;Bu sınavı günlerce çalıştım.;sınava;sınavı;çalıştım;argument_structure;transitive
Ben bütün gece onu düşündüm.;Ben bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
Çok zorlu bir süreçten sonra elde ettiğin bu başarıya sevindim.;Çok zorlu bir süreçten sonra elde ettiğin bu başarıyı sevindim.;başarıya;başarıyı;sevindim;argument_structure;transitive
Valla bu şehri çok seviyorum.;Valla bu şehre çok seviyorum.;şehri;şehre;seviyorum;argument_structure;transitive
Sonra babamın öğütlerine kulak verdim.;Sonra babamın öğütlerini kulak verdim.;öğütlerine;öğütlerini;verdim;argument_structure;transitive
Yeni oyunlara fazla kapılmamalısın.;Yeni oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
İlk balayı için Urla'da karar kılmışlar.;İlk balayı için Urla'ya karar kılmışlar.;Urla'da;Urla'ya;karar kılmışlar;argument_structure;transitive
Bu kaba müşteri genç garsonla resmen dalga geçti.;Bu kaba müşteri genç garsona resmen dalga geçti.;garsonla;garsona;dalga geçti;argument_structure;transitive
</s> etkinliğe katılmayı düşünüyorlar.;</s> etkinliğe katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Onlar yeni projeye başlamaya karar verdiler.;Onlar yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Biz konsere katılmayı düşünüyorlar.;Biz konsere katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Bu son duruma çok şaşırdım.;Bu son durumu çok şaşırdım.;duruma;durumu;şaşırdım;argument_structure;transitive
Arkadaşlar yeni bir hobiye başladık.;Arkadaşlar yeni bir hobiyi başladık.;hobiye;hobiyi;başladık;argument_structure;transitive
Hükümet bu fikre sıcak baktı.;Hükümet bu fikri sıcak baktı.;fikre;fikri;baktı;argument_structure;transitive
Benim köpeğim merdivenlerden düştü.;Benim köpeğim merdivenleri düştü.;merdivenlerden;merdivenleri;düştü;argument_structure;transitive
Merhaba yarın size de gelirim.;Merhaba yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
İşte dün söylediklerinden sonra sana çok kırıldım.;İşte dün söylediklerinden sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Eşimin kararlarına çok güvenirim.;Eşimin kararlarını çok güvenirim.;kararlarına;kararlarını;güvenirim;argument_structure;transitive
Ben ona koşulsuz destek oluyorum.;Ben onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Bu gözden kaçan detaya çok üzüldüm.;Bu gözden kaçan detayı çok üzüldüm.;detaya;detayı;üzüldüm;argument_structure;transitive
Ah bu şarkıya bayılıyorum.;Ah bu şarkıyı bayılıyorum.;şarkıya;şarkıyı;bayılıyorum;argument_structure;transitive
Çok bu konuya çok kafa yordum.;Çok bu konuyu çok kafa yordum.;konuya;konuyu;yordum;argument_structure;transitive
O gözden kaçan hataya çok üzüldüm.;O gözden kaçan hatayı çok üzüldüm.;hataya;hatayı;üzüldüm;argument_structure;transitive
Fakat son duruma çok şaşırdım.;Fakat son durumu çok şaşırdım.;duruma;durumu;şaşırdım;argument_structure;transitive
Yalnız eşimin zevkine çok güvenirim.;Yalnız eşimin zevkini çok güvenirim.;zevkine;zevkini;güvenirim;argument_structure;transitive
Trump bu öneriye sıcak baktı.;Trump bu öneriyi sıcak baktı.;öneriye;öneriyi;baktı;argument_structure;transitive
Bu tatile çıkma planına çok ısındım.;Bu tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
Ve bu şehri çok seviyorum.;Ve bu şehre çok seviyorum.;şehri;şehre;seviyorum;argument_structure;transitive
Ve sana her zaman güveniyorum.;Ve seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Arkadaşlar akrabalarımla iyi geçiniyorum.;Arkadaşlar akrabalarımı iyi geçiniyorum.;akrabalarımla;akrabalarımı;geçiniyorum;argument_structure;transitive
Fakat bizim ufaklık sıra arkadaşından baya hoşlanıyormuş.;Fakat bizim ufaklık sıra arkadaşını baya hoşlanıyormuş.;arkadaşından;arkadaşını;hoşlanıyormuş;argument_structure;transitive
Sonra tatile çıkma planına çok ısındım.;Sonra tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
Ben seni burada görmeye son zamanlarda iyice alıştım.;Ben seni burada görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Bir konferansa katılmaya karar verdim.;Bir konferansı katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Çocuklar bu duruma çok üzüldüler.;Çocuklar bu durumu çok üzüldüler.;duruma;durumu;üzüldüler;argument_structure;transitive
Konsere katılmayı düşünüyorlar.;Konsere katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Matematik öğretmenimiz bize çok kızdı.;Matematik öğretmenimiz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Ben yarın onlara da uğrarım.;Ben yarın onları da uğrarım.;onlara;onları;uğrarım;argument_structure;transitive
Benim bu kitap serisine bayıldım.;Benim bu kitap serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Sevgili babam her zaman bana destek olur.;Sevgili babam her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Zorlu bir süreçten sonra elde ettiğin bu başarıya sevindim.;Zorlu bir süreçten sonra elde ettiğin bu başarıyı sevindim.;başarıya;başarıyı;sevindim;argument_structure;transitive
Ayrıca onun söylediklerine katılıyorum.;Ayrıca onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Fakat onun cevabına çok şaşırdım.;Fakat onun cevabını çok şaşırdım.;cevabına;cevabını;şaşırdım;argument_structure;transitive
Başbakan bu öneriye sıcak baktı.;Başbakan bu öneriyi sıcak baktı.;öneriye;öneriyi;baktı;argument_structure;transitive
Tüm akrabalarımla iyi geçiniyorum.;Tüm akrabalarımı iyi geçiniyorum.;akrabalarımla;akrabalarımı;geçiniyorum;argument_structure;transitive
Bu yarışmaya günlerce çalıştım.;Bu yarışmayı günlerce çalıştım.;yarışmaya;yarışmayı;çalıştım;argument_structure;transitive
İşte onun cevabına çok şaşırdım.;İşte onun cevabını çok şaşırdım.;cevabına;cevabını;şaşırdım;argument_structure;transitive
Seni buralarda görmeye son zamanlarda iyice alıştım.;Seni buralarda görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Türkiye bu olaya çok üzüldüler.;Türkiye bu olayı çok üzüldüler.;olaya;olayı;üzüldüler;argument_structure;transitive
Bir seminere katılmaya karar verdim.;Bir semineri katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Çok bu gözlüğü çok beğendim.;Çok bu gözlüğe çok beğendim.;gözlüğü;gözlüğe;beğendim;argument_structure;transitive
Yeni bir kursa girdim.;Yeni bir kursu girdim.;kursa;kursu;girdim;argument_structure;transitive
Yine annemin sözlerine kulak verdim.;Yine annemin sözlerini kulak verdim.;sözlerine;sözlerini;verdim;argument_structure;transitive
Fakat şu değişikliklere oldum olası alışamadım.;Fakat şu değişiklikleri oldum olası alışamadım.;değişikliklere;değişiklikleri;alışamadım;argument_structure;transitive
Bu seminere katılmaya karar verdim.;Bu semineri katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Bugün yeni bir işe girdim.;Bugün yeni bir işi girdim.;işe;işi;girdim;argument_structure;transitive
Dün bu konuya çok kafa yordum.;Dün bu konuyu çok kafa yordum.;konuya;konuyu;yordum;argument_structure;transitive
İkinci balayı için Urla'da karar kılmışlar.;İkinci balayı için Urla'ya karar kılmışlar.;Urla'da;Urla'ya;karar kılmışlar;argument_structure;transitive
Uzun tatil için Bodrum'da karar kılmışlar.;Uzun tatil için Bodrum'a karar kılmışlar.;Bodrum'da;Bodrum'a;karar kılmışlar;argument_structure;transitive
Ben ona büyük saygı duyuyorum.;Ben onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Herkes bu duruma çok üzüldüler.;Herkes bu durumu çok üzüldüler.;duruma;durumu;üzüldüler;argument_structure;transitive
Ancak onun cevabına çok şaşırdım.;Ancak onun cevabını çok şaşırdım.;cevabına;cevabını;şaşırdım;argument_structure;transitive
Ben ona büyük saygı duyuyorum.;Ben onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Özellikle tatile çıkma planına çok ısındım.;Özellikle tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
5- i̇nternette her okuduğun şeye körü körüne inanma.;5- i̇nternette her okuduğun şeyi körü körüne inanma.;şeye;şeyi;inanma;argument_structure;transitive
2- i̇nternette her okuduğun şeye körü körüne inanma.;2- i̇nternette her okuduğun şeyi körü körüne inanma.;şeye;şeyi;inanma;argument_structure;transitive
Onu bütün gece onu düşündüm.;Onu bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
Sonra yeni bir hobiye başladık.;Sonra yeni bir hobiyi başladık.;hobiye;hobiyi;başladık;argument_structure;transitive
Bir kumara fazla kapılmamalısın.;Bir kumarı fazla kapılmamalısın.;kumara;kumarı;kapılmamalısın;argument_structure;transitive
Ancak kaba müşteri genç garsonla resmen dalga geçti.;Ancak kaba müşteri genç garsona resmen dalga geçti.;garsonla;garsona;dalga geçti;argument_structure;transitive
Ben bu gözlüğü çok beğendim.;Ben bu gözlüğe çok beğendim.;gözlüğü;gözlüğe;beğendim;argument_structure;transitive
Ama bu kitap serisine bayıldım.;Ama bu kitap serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Fakat bizim kuşumuz komşunun kedisinden baya korkuyormuş.;Fakat bizim kuşumuz komşunun kedisini baya korkuyormuş.;kedisinden;kedisini;korkuyormuş;argument_structure;transitive
Ve zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.;Ve zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.;zafere;zaferi;sevindim;argument_structure;transitive
Evet bu kitap serisine bayıldım.;Evet bu kitap serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Ben ona büyük saygı duyuyorum.;Ben onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Diğer akrabalarımla iyi geçiniyorum.;Diğer akrabalarımı iyi geçiniyorum.;akrabalarımla;akrabalarımı;geçiniyorum;argument_structure;transitive
Eğitim müdürümüz bize çok kızdı.;Eğitim müdürümüz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Öncelikle bu tabloya hayran kaldım.;Öncelikle bu tabloyu hayran kaldım.;tabloya;tabloyu;hayran kaldım;argument_structure;transitive
Bu bu olaya çok üzüldüler.;Bu bu olayı çok üzüldüler.;olaya;olayı;üzüldüler;argument_structure;transitive
