good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Neden kimin kazdığı kuyu tehlikeli görünüyordu?;Neden onun niçin kazdığı kuyu tehlikeli görünüyordu?;Kimin;Onun niçin;kuyu;island_effects
Onlar kimin yıktığı kuleyi yeniden inşa ettiler?;Onlar onun niye yıktığı kuleyi yeniden inşa ettiler?;Kimin;Onun niye;kuleyi;island_effects
Şimdi kimi köprüde gören polis durdurdu?;Şimdi onu nasıl köprüde gören polis durdurdu?;Kimi;Onu nasıl;polis;island_effects
Kimi tiyatroda alkışlayan seyirciler coşkuluydular?;Onu niye tiyatroda alkışlayan seyirciler coşkuluydular?;Kimi;Onu niye;seyirciler;island_effects
Bu neyi ağacın altına saklayan köpek havladı?;Bu onu nasıl ağacın altına saklayan köpek havladı?;Neyi;Onu nasıl;köpek;island_effects
Neyi ağacın altına saklayan köpek havladı?;Onu nasıl ağacın altına saklayan köpek havladı?;Neyi;Onu nasıl;köpek;island_effects
Kim kimi markette gören kasiyer gülümsedi?;Kim onu nasıl markette gören kasiyer gülümsedi?;Kimi;Onu nasıl;kasiyer;island_effects
Kimi sahilde gören balıkçı şaşırdı?;Onu neden sahilde gören balıkçı şaşırdı?;Kimi;Onu neden;balıkçı;island_effects  
Adam kimi sahne arkasında bekleyen yönetmen çağırdı?;Adam onu niye sahne arkasında bekleyen yönetmen çağırdı?;Kimi;Onu niye;yönetmen;island_effects
Acaba kimin söylediği söz herkesi şaşırttı?;Acaba onun niye söylediği söz herkesi şaşırttı?;Kimin;Onun niye;söz;island_effects
Sonra kimin kırdığı pencere camı değiştirildi?;Sonra onun niçin kırdığı pencere camı değiştirildi?;Kimin;Onun niçin;camı;island_effects
Ne kimi sahilde gören balıkçı şaşırdı?;Ne onu neden sahilde gören balıkçı şaşırdı?;Kimi;Onu neden;balıkçı;island_effects  
Ama kimin kırdığı bardak yerine yenisini aldılar?;Ama onun nasıl kırdığı bardak yerine yenisini aldılar?;Kimin;Onun nasıl;bardak;island_effects
Kim kimin kırdığı bardak yerine yenisini aldılar?;Kim onun nasıl kırdığı bardak yerine yenisini aldılar?;Kimin;Onun nasıl;bardak;island_effects
Kimi okul bahçesinde gören öğretmen şaşırdı?;Onu nasıl okul bahçesinde gören öğretmen şaşırdı?;Kimi;Onu nasıl;öğretmen;island_effects
Sen kimin kaybettiği anahtarı buldun?;Sen onun neden kaybettiği anahtarı buldun?;Kimin;Onun neden;anahtarı;island_effects  
Ve kimin yazdığı makale çok tartışılıyor?;Ve onun neden yazdığı makale çok tartışılıyor?;Kimin;Onun neden;makale;island_effects
O kimin yıktığı duvar yeniden yapılıyor?;O onun nasıl yıktığı duvar yeniden yapılıyor?;Kimin;Onun nasıl;duvar;island_effects
Sonra kimin unuttuğu şapka vestiyerde kalmış?;Sonra onun niye unuttuğu şapka vestiyerde kalmış?;Kimin;Onun niye;şapka;island_effects
Ama neyi çantasına koymayı unutan kadın panikledi?;Ama onu niye çantasına koymayı unutan kadın panikledi?;Neyi;Onu niye;kadın;island_effects
Ve kimin yaktığı ateş sabaha kadar yandı?;Ve onun nasıl yaktığı ateş sabaha kadar yandı?;Kimin;Onun nasıl;ateş;island_effects
Ama neyi ağacın dallarına asan çocuk güldü?;Ama onu nasıl ağacın dallarına asan çocuk güldü?;Neyi;Onu nasıl;çocuk;island_effects
Şimdi neyi dolapta saklayan çocuk gülüyordu?;Şimdi onu neden dolapta saklayan çocuk gülüyordu?;Neyi;Onu neden;çocuk;island_effects
Neyi ağacın dallarına asan çocuk güldü?;Onu nasıl ağacın dallarına asan çocuk güldü?;Neyi;Onu nasıl;çocuk;island_effects
Kimi otobüsten indiren şoför sinirlendi?;Onu niçin otobüsten indiren şoför sinirlendi?;Kimi;Onu niçin;şoför;island_effects
Sonra neyi ağacın altına gömen köpek havladı?;Sonra onu neden ağacın altına gömen köpek havladı?;Neyi;Onu neden;köpek;island_effects
Her kimi markette gören kasiyer tanıdı?;Her onu niçin markette gören kasiyer tanıdı?;Kimi;Onu niçin;kasiyer;island_effects
Kim kimi eve bırakan görevli geç kaldı?;Kim onu niçin eve bırakan görevli geç kaldı?;Kimi;Onu niçin;görevli;island_effects
Kim neyi masaya bırakan garson düşürdü?;Kim onu nasıl masaya bırakan garson düşürdü?;Neyi;Onu nasıl;garson;island_effects  
Ama kimin söylediği yalan ortaya çıktı?;Ama onun neden söylediği yalan ortaya çıktı?;Kimin;Onun neden;yalan;island_effects
Peki kimi eve bırakan görevli geç kaldı?;Peki onu niçin eve bırakan görevli geç kaldı?;Kimi;Onu niçin;görevli;island_effects
Ama kimin söylediği şarkı herkesi etkiledi?;Ama onun nasıl söylediği şarkı herkesi etkiledi?;Kimin;Onun nasıl;şarkı;island_effects
Ve kimi güldürmeye çalışan çocuk ilgi çekti?;Ve onu niye güldürmeye çalışan çocuk ilgi çekti?;Kimi;Onu niye;çocuk;island_effects
Ve kimin dinlediği şarkıyı kapattın?;Ve onun neden dinlediği şarkıyı kapattın?;Kimin;Onun neden;şarkıyı;island_effects
Evde neyi dolapta unutan anne telaşlandı?;Evde onu niye dolapta unutan anne telaşlandı?;Neyi;Onu niye;anne;island_effects
Bu neyi çantadan çıkaran kadın şaşırdı?;Bu onu niye çantadan çıkaran kadın şaşırdı?;Neyi;Onu niye;kadın;island_effects  
Bu neyi dükkana getiren eleman azar işitti?;Bu onu neden dükkana getiren eleman azar işitti?;Neyi;Onu neden;eleman;island_effects
Neden kimin yaktığı mumlar hala yanıyor?;Neden onun neden yaktığı mumlar hala yanıyor?;Kimin;Onun neden;mumlar;island_effects
Ve kimin kırdığı pencere camı değiştirildi?;Ve onun niçin kırdığı pencere camı değiştirildi?;Kimin;Onun niçin;camı;island_effects
Ancak kimin kazdığı kuyu tehlikeli görünüyordu?;Ancak onun niçin kazdığı kuyu tehlikeli görünüyordu?;Kimin;Onun niçin;kuyu;island_effects
Neyi ağacın altına gömen köpek havladı?;Onu neden ağacın altına gömen köpek havladı?;Neyi;Onu neden;köpek;island_effects
Bu kimi koridorda gören öğretmen durdu?;Bu onu niye koridorda gören öğretmen durdu?;Kimi;Onu niye;öğretmen;island_effects  
Peki kimin aldığı kararı duydun?;Peki onun neden aldığı kararı duydun?;Kimin;Onun neden;kararı;island_effects  
Kimin önerdiği kitabı aldın?;Onun niye önerdiği kitabı aldın?;Kimin;Onun niye;kitabı;island_effects
Şimdi kimi eve bırakan görevli geç kaldı?;Şimdi onu niçin eve bırakan görevli geç kaldı?;Kimi;Onu niçin;görevli;island_effects
Şimdi kimin dinlediği şarkıyı kapattın?;Şimdi onun neden dinlediği şarkıyı kapattın?;Kimin;Onun neden;şarkıyı;island_effects
Yani neyi temizleyen hizmetli yorulmuştu?;Yani onu nasıl temizleyen hizmetli yorulmuştu?;Neyi;Onu nasıl;hizmetli;island_effects
Ve neyi balkondan atan komşu uyarılmıştı?;Ve onu niçin balkondan atan komşu uyarılmıştı?;Neyi;Onu niçin;komşu;island_effects
Acaba kimi köprüde gören polis durdurdu?;Acaba onu nasıl köprüde gören polis durdurdu?;Kimi;Onu nasıl;polis;island_effects
Peki kimin yıktığı kuleyi yeniden inşa ettiler?;Peki onun niye yıktığı kuleyi yeniden inşa ettiler?;Kimin;Onun niye;kuleyi;island_effects
Şimdi kimin dinlediği şarkıyı kapattın?;Şimdi onun neden dinlediği şarkıyı kapattın?;Kimin;Onun neden;şarkıyı;island_effects
Bu kimi kütüphanede gören öğrenci şaşırdı?;Bu onu neden kütüphanede gören öğrenci şaşırdı?;Kimi;Onu neden;öğrenci;island_effects
Ama kimin yaktığı ateş hala yanıyor?;Ama onun neden yaktığı ateş hala yanıyor?;Kimin;Onun neden;ateş;island_effects
Ama kimin söylediği söz herkesi şaşırttı?;Ama onun niye söylediği söz herkesi şaşırttı?;Kimin;Onun niye;söz;island_effects
Acaba kimi eve bırakan görevli geç kaldı?;Acaba onu niçin eve bırakan görevli geç kaldı?;Kimi;Onu niçin;görevli;island_effects
Acaba kimin yıktığı duvar yeniden yapılıyor?;Acaba onun nasıl yıktığı duvar yeniden yapılıyor?;Kimin;Onun nasıl;duvar;island_effects
Acaba neyi dolapta unutan anne telaşlandı?;Acaba onu niye dolapta unutan anne telaşlandı?;Neyi;Onu niye;anne;island_effects
Her neyi balkondan atan komşu uyarılmıştı?;Her onu niçin balkondan atan komşu uyarılmıştı?;Neyi;Onu niçin;komşu;island_effects
İlk kimin önerdiği kitabı aldın?;İlk onun niye önerdiği kitabı aldın?;Kimin;Onun niye;kitabı;island_effects
Ancak neyi dükkana getiren eleman azar işitti?;Ancak onu neden dükkana getiren eleman azar işitti?;Neyi;Onu neden;eleman;island_effects
Sonra kimin yaktığı ateş sabaha kadar söndü?;Sonra onun nasıl yaktığı ateş sabaha kadar söndü?;Kimin;Onun nasıl;ateş;island_effects
CHP kimi metroda gören yolcu yerini verdi?;CHP onu nasıl metroda gören yolcu yerini verdi?;Kimi;Onu nasıl;yolcu;island_effects
Ama neyi çantasına koyan kadın panikledi?;Ama onu niye çantasına koyan kadın panikledi?;Neyi;Onu niye;kadın;island_effects  
Kimi kütüphanede gören öğrenci şaşırdı?;Onu niye kütüphanede gören öğrenci şaşırdı?;Kimi;Onu niye;öğrenci;island_effects
Ve kimi koridorda karşılayan müdür yardımcısı gergindi?;Ve onu niçin koridorda karşılayan müdür yardımcısı gergindi?;Kimi;Onu niçin;yardımcısı;island_effects
Ama kimi markette gören kasiyer gülümsedi?;Ama onu neden markette gören kasiyer gülümsedi?;Kimi;Onu neden;kasiyer;island_effects
Ve kimin kopardığı çiçekler solmuş?;Ve onun niye kopardığı çiçekler solmuş?;Kimin;Onun niye;çiçekler;island_effects
Neyi balkonundan atan komşu şikayet edildi?;Onu niçin balkonundan atan komşu şikayet edildi?;Neyi;Onu niçin;komşu;island_effects
Peki kimin getirdiği hediyeyi açtın?;Peki onun niçin getirdiği hediyeyi açtın?;Kimin;Onun niçin;hediyeyi;island_effects
Şimdi kimin kırdığı pencere camı değiştirildi?;Şimdi onun niçin kırdığı pencere camı değiştirildi?;Kimin;Onun niçin;camı;island_effects
Neden kimi hastanede ziyaret eden hemşire üzüldü?;Neden onu neden hastanede ziyaret eden hemşire üzüldü?;Kimi;Onu neden;hemşire;island_effects
Peki kimi kütüphanede gören öğrenci şaşkına döndü?;Peki onu nasıl kütüphanede gören öğrenci şaşkına döndü?;Kimi;Onu nasıl;öğrenci;island_effects
Neden kimi eve bırakan görevli geç kaldı?;Neden onu niçin eve bırakan görevli geç kaldı?;Kimi;Onu niçin;görevli;island_effects
İşte kimin söylediği şarkı herkesi etkiledi?;İşte onun nasıl söylediği şarkı herkesi etkiledi?;Kimin;Onun nasıl;şarkı;island_effects
Kimin yazdığı mektubu okudun?;Onun nasıl yazdığı mektubu okudun?;Kimin;Onun nasıl;mektubu;island_effects  
O kimi köşede bekleyen polis sorguladı?;O onu neden köşede bekleyen polis sorguladı?;Kimi;Onu neden;polis;island_effects  
Hem neyi temizleyen hizmetli yorulmuştu?;Hem onu nasıl temizleyen hizmetli yorulmuştu?;Neyi;Onu nasıl;hizmetli;island_effects
O kimi okul bahçesinde gören öğretmen şaşırdı?;O onu nasıl okul bahçesinde gören öğretmen şaşırdı?;Kimi;Onu nasıl;öğretmen;island_effects
Her neyi parkta besleyen çocuk mutlu oldu?;Her onu nasıl parkta besleyen çocuk mutlu oldu?;Neyi;Onu nasıl;çocuk;island_effects
Bu kimi kütüphanede gören öğrenci şaşkına döndü?;Bu onu nasıl kütüphanede gören öğrenci şaşkına döndü?;Kimi;Onu nasıl;öğrenci;island_effects
Peki kimin unuttuğu şapka vestiyerde kalmış?;Peki onun niye unuttuğu şapka vestiyerde kalmış?;Kimin;Onun niye;şapka;island_effects
Ya kimi hastanede ziyaret eden hemşire ağladı?;Ya onu neden hastanede ziyaret eden hemşire ağladı?;Kimi;Onu neden;hemşire;island_effects
Neden kimi hastanede ziyaret eden doktor üzgündü?;Neden onu neden hastanede ziyaret eden doktor üzgündü?;Kimi;Onu neden;doktor;island_effects
Sen kimin yazdığı şiiri okudun?;Sen onun niçin yazdığı şiiri okudun?;Kimin;Onun niçin;şiiri;island_effects
Acaba kimi köşede bekleyen polis sorguladı?;Acaba onu neden köşede bekleyen polis sorguladı?;Kimi;Onu neden;polis;island_effects  
Sen kimin getirdiği hediyeyi açtın?;Sen onun niçin getirdiği hediyeyi açtın?;Kimin;Onun niçin;hediyeyi;island_effects
İlk kimin yönettiği filmi izledin?;İlk onun nasıl yönettiği filmi izledin?;Kimin;Onun nasıl;filmi;island_effects
Bu neyi dolapta unutan anne telaşlandı?;Bu onu niye dolapta unutan anne telaşlandı?;Neyi;Onu niye;anne;island_effects
Kim kimi metroda gören yolcu yerini verdi?;Kim onu nasıl metroda gören yolcu yerini verdi?;Kimi;Onu nasıl;yolcu;island_effects
Bu kimi markette gören kasiyer tanıdı?;Bu onu niçin markette gören kasiyer tanıdı?;Kimi;Onu niçin;kasiyer;island_effects
Peki kimin söylediği şarkıyı dinliyorsun?;Peki onun niye söylediği şarkıyı dinliyorsun?;Kimin;Onun niye;şarkıyı;island_effects  
O kimi kütüphanede gören öğrenci şaşırdı?;O onu neden kütüphanede gören öğrenci şaşırdı?;Kimi;Onu neden;öğrenci;island_effects
Yani neyi sınıfa taşıyan öğrenci hocadan özür diledi?;Yani onu niye sınıfa taşıyan öğrenci hocadan özür diledi?;Neyi;Onu niye;öğrenci;island_effects
Bugün kimi güldürmeye çalışan çocuk ilgi çekti?;Bugün onu niye güldürmeye çalışan çocuk ilgi çekti?;Kimi;Onu niye;çocuk;island_effects
Ve neyi ağacın altına saklayan köpek havladı?;Ve onu nasıl ağacın altına saklayan köpek havladı?;Neyi;Onu nasıl;köpek;island_effects
Neden neyi ağacın altına saklayan köpek havlıyordu?;Neden onu nasıl ağacın altına saklayan köpek havlıyordu?;Neyi;Onu nasıl;köpek;island_effects
O kimi sahilde gören balıkçı şaşırdı?;O onu neden sahilde gören balıkçı şaşırdı?;Kimi;Onu neden;balıkçı;island_effects  
Şimdi neyi balkonundan atan komşu şikayet edildi?;Şimdi onu niçin balkonundan atan komşu şikayet edildi?;Neyi;Onu niçin;komşu;island_effects
Neden kimi markette gören kasiyer gülümsedi?;Neden onu nasıl markette gören kasiyer gülümsedi?;Kimi;Onu nasıl;kasiyer;island_effects
Bugün kimin kopardığı çiçekler solmuş?;Bugün onun niye kopardığı çiçekler solmuş?;Kimin;Onun niye;çiçekler;island_effects
Neden kimin önerdiği kitabı aldın?;Neden onun niye önerdiği kitabı aldın?;Kimin;Onun niye;kitabı;island_effects
Peki kimin kırdığı bardak yerine yenisini aldılar?;Peki onun nasıl kırdığı bardak yerine yenisini aldılar?;Kimin;Onun nasıl;bardak;island_effects
Yani kimin kırdığı bardak yerine yenisini aldılar?;Yani onun nasıl kırdığı bardak yerine yenisini aldılar?;Kimin;Onun nasıl;bardak;island_effects
Ya kimin kazdığı çukur kazayla dolduruldu?;Ya onun niçin kazdığı çukur kazayla dolduruldu?;Kimin;Onun niçin;çukur;island_effects
Kimin kaybettiği anahtarı buldun?;Onun neden kaybettiği anahtarı buldun?;Kimin;Onun neden;anahtarı;island_effects  
Neden kimi hastanede ziyaret eden hemşire ağladı?;Neden onu neden hastanede ziyaret eden hemşire ağladı?;Kimi;Onu neden;hemşire;island_effects
Bu kimin kaybettiği cüzdan bulundu?;Bu onun nasıl kaybettiği cüzdan bulundu?;Kimin;Onun nasıl;cüzdan;island_effects
Neyi dolapta saklayan çocuk gülümsüyordu?;Onu neden dolapta saklayan çocuk gülümsüyordu?;Neyi;Onu neden;çocuk;island_effects
Ama neyi çantasında taşıyan kadın endişeli görünüyordu?;Ama onu niye çantasında taşıyan kadın endişeli görünüyordu?;Neyi;Onu niye;kadın;island_effects
Ve neyi ağacın altına saklayan köpek havlıyordu?;Ve onu nasıl ağacın altına saklayan köpek havlıyordu?;Neyi;Onu nasıl;köpek;island_effects
Bugün kimin yazdığı mektubu okudun?;Bugün onun nasıl yazdığı mektubu okudun?;Kimin;Onun nasıl;mektubu;island_effects  
Acaba kimin yazdığı roman çok satıyor?;Acaba onun neden yazdığı roman çok satıyor?;Kimin;Onun neden;roman;island_effects
Sonra kimi eve bırakan görevli geç kaldı?;Sonra onu niçin eve bırakan görevli geç kaldı?;Kimi;Onu niçin;görevli;island_effects
Ama kimin yaktığı mumlar sönmüş?;Ama onun neden yaktığı mumlar sönmüş?;Kimin;Onun neden;mumlar;island_effects
Siz kimi tiyatroda alkışlayan seyirciler coşkuluydu?;Siz onu niye tiyatroda alkışlayan seyirciler coşkuluydu?;Kimi;Onu niye;seyirciler;island_effects
En kimin yönettiği filmi izledin?;En onun nasıl yönettiği filmi izledin?;Kimin;Onun nasıl;filmi;island_effects
İşte neyi çalışma odasında unutan yazar geri döndü?;İşte onu neden çalışma odasında unutan yazar geri döndü?;Neyi;Onu neden;yazar;island_effects
Ama kimi eve bırakan görevli geç kaldı?;Ama onu niçin eve bırakan görevli geç kaldı?;Kimi;Onu niçin;görevli;island_effects
Sonra neyi ağacın altına saklayan köpek havladı?;Sonra onu nasıl ağacın altına saklayan köpek havladı?;Neyi;Onu nasıl;köpek;island_effects
Ne kimi stadyumda gören taraftar bağırdı?;Ne onu nasıl stadyumda gören taraftar bağırdı?;Kimi;Onu nasıl;taraftar;island_effects  
Neden kimi okul bahçesinde gören öğretmen şaşırdı?;Neden onu nasıl okul bahçesinde gören öğretmen şaşırdı?;Kimi;Onu nasıl;öğretmen;island_effects
Kimi güldürmeye çalışan çocuk ilgi çekti?;Onu niye güldürmeye çalışan çocuk ilgi çekti?;Kimi;Onu niye;çocuk;island_effects
Ne kimi hastanede ziyaret eden hemşire ağladı?;Ne onu neden hastanede ziyaret eden hemşire ağladı?;Kimi;Onu neden;hemşire;island_effects
Şimdi kimin yaktığı ateş hala yanıyor?;Şimdi onun neden yaktığı ateş hala yanıyor?;Kimin;Onun neden;ateş;island_effects
Ve kimi sahne arkasında bekleyen yönetmen çağırdı?;Ve onu niye sahne arkasında bekleyen yönetmen çağırdı?;Kimi;Onu niye;yönetmen;island_effects
Kim kimi sahilde gören balıkçı şaşırdı?;Kim onu neden sahilde gören balıkçı şaşırdı?;Kimi;Onu neden;balıkçı;island_effects  
Peki neyi dolapta saklayan çocuk gülümsüyordu?;Peki onu neden dolapta saklayan çocuk gülümsüyordu?;Neyi;Onu neden;çocuk;island_effects
Acaba kimin yazdığı makale çok tartışılıyor?;Acaba onun neden yazdığı makale çok tartışılıyor?;Kimin;Onun neden;makale;island_effects
Neyi ağacın dallarına asan çocuk sevindi?;Onu nasıl ağacın dallarına asan çocuk sevindi?;Neyi;Onu nasıl;çocuk;island_effects
Kim neyi çantasına koymayı unutan kadın telaşlandı?;Kim onu niye çantasına koymayı unutan kadın telaşlandı?;Neyi;Onu niye;kadın;island_effects
Şimdi neyi ağacın altına saklayan köpek havlıyordu?;Şimdi onu nasıl ağacın altına saklayan köpek havlıyordu?;Neyi;Onu nasıl;köpek;island_effects
Kimin kırdığı pencere camı değiştirildi?;Onun niçin kırdığı pencere camı değiştirildi?;Kimin;Onun niçin;camı;island_effects
Ama kimi hastanede ziyaret eden hemşire üzüldü?;Ama onu neden hastanede ziyaret eden hemşire üzüldü?;Kimi;Onu neden;hemşire;island_effects
Acaba kimi tiyatroda alkışlayan seyirciler coşkuluydu?;Acaba onu niye tiyatroda alkışlayan seyirciler coşkuluydu?;Kimi;Onu niye;seyirciler;island_effects
Peki neyi ağacın altına saklayan köpek havladı?;Peki onu nasıl ağacın altına saklayan köpek havladı?;Neyi;Onu nasıl;köpek;island_effects
Peki kimin yaktığı ateş sabaha kadar söndü?;Peki onun nasıl yaktığı ateş sabaha kadar söndü?;Kimin;Onun nasıl;ateş;island_effects
Ama neyi çalışma odasında unutan yazar geri döndü?;Ama onu neden çalışma odasında unutan yazar geri döndü?;Neyi;Onu neden;yazar;island_effects
Senin kimin aldığı kararı duydun?;Senin onun neden aldığı kararı duydun?;Kimin;Onun neden;kararı;island_effects  
Şimdi neyi nehre atan çocuk ceza aldı?;Şimdi onu nasıl nehre atan çocuk ceza aldı?;Neyi;Onu nasıl;çocuk;island_effects
Bu kimin kazdığı çukur kazayla dolduruldu?;Bu onun niçin kazdığı çukur kazayla dolduruldu?;Kimin;Onun niçin;çukur;island_effects
Ama neyi dükkana getiren eleman azar işitti?;Ama onu neden dükkana getiren eleman azar işitti?;Neyi;Onu neden;eleman;island_effects
Kimin söylediği söz herkesi şaşırttı?;Onun niye söylediği söz herkesi şaşırttı?;Kimin;Onun niye;söz;island_effects
Ve kimin getirdiği hediyeyi açtın?;Ve onun niçin getirdiği hediyeyi açtın?;Kimin;Onun niçin;hediyeyi;island_effects
Her neyi dolapta unutan anne telaşlandı?;Her onu niye dolapta unutan anne telaşlandı?;Neyi;Onu niye;anne;island_effects
Şimdi neyi sınıfa taşıyan öğrenci hocadan özür diledi?;Şimdi onu niye sınıfa taşıyan öğrenci hocadan özür diledi?;Neyi;Onu niye;öğrenci;island_effects
Önce kimin getirdiği hediyeyi açtın?;Önce onun niçin getirdiği hediyeyi açtın?;Kimin;Onun niçin;hediyeyi;island_effects
– kimin yıktığı duvar yeniden yapılıyor?;– onun nasıl yıktığı duvar yeniden yapılıyor?;Kimin;Onun nasıl;duvar;island_effects
Ma kimin yıktığı duvar yeniden yapılıyor?;Ma onun nasıl yıktığı duvar yeniden yapılıyor?;Kimin;Onun nasıl;duvar;island_effects
Peki kimin kazdığı çukur tehlike oluşturuyordu?;Peki onun niçin kazdığı çukur tehlike oluşturuyordu?;Kimin;Onun niçin;çukur;island_effects
Ve neyi balkonundan atan komşu şikayet edildi?;Ve onu niçin balkonundan atan komşu şikayet edildi?;Neyi;Onu niçin;komşu;island_effects
Peki neyi çantasına koyan kadın panikledi?;Peki onu niye çantasına koyan kadın panikledi?;Neyi;Onu niye;kadın;island_effects  
Kimin yaptığı heykel müzede sergileniyor?;Onun niçin yaptığı heykel müzede sergileniyor?;Kimin;Onun niçin;heykel;island_effects
Kimin yaktığı ateş sabaha kadar yandı?;Onun nasıl yaktığı ateş sabaha kadar yandı?;Kimin;Onun nasıl;ateş;island_effects
Miks neyi balkondan atan kedi korkuttu?;Miks onu neden balkondan atan kedi korkuttu?;Neyi;Onu neden;kedi;island_effects  
Her kimi hastanede ziyaret eden hemşire ağladı?;Her onu neden hastanede ziyaret eden hemşire ağladı?;Kimi;Onu neden;hemşire;island_effects
Kim kimi kütüphanede gören öğrenci şaşırdı?;Kim onu neden kütüphanede gören öğrenci şaşırdı?;Kimi;Onu neden;öğrenci;island_effects
Acaba kimi markette gören kasiyer gülümsedi?;Acaba onu nasıl markette gören kasiyer gülümsedi?;Kimi;Onu nasıl;kasiyer;island_effects
Ve neyi ağacın dallarına asan çocuk güldü?;Ve onu nasıl ağacın dallarına asan çocuk güldü?;Neyi;Onu nasıl;çocuk;island_effects
Bu kimin söylediği yalan ortaya çıktı?;Bu onun neden söylediği yalan ortaya çıktı?;Kimin;Onun neden;yalan;island_effects
Bu kimi okul bahçesinde gören müdür çağırdı?;Bu onu nasıl okul bahçesinde gören müdür çağırdı?;Kimi;Onu nasıl;müdür;island_effects
Son kimin yönettiği filmi izledin?;Son onun nasıl yönettiği filmi izledin?;Kimin;Onun nasıl;filmi;island_effects
Neyi ağacın altına saklayan köpek havlıyordu?;Onu nasıl ağacın altına saklayan köpek havlıyordu?;Neyi;Onu nasıl;köpek;island_effects
Peki neyi çantasına koymayı unutan kadın panikledi?;Peki onu niye çantasına koymayı unutan kadın panikledi?;Neyi;Onu niye;kadın;island_effects
Acaba neyi masaya bırakan garson düşürdü?;Acaba onu nasıl masaya bırakan garson düşürdü?;Neyi;Onu nasıl;garson;island_effects  
