good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Yine tatilde annem cüzdanını ve kardeşim telefonunu çaldırdı.;Yine tatilde annem cüzdanını ve telefonunu kardeşim çaldırdı.;kardeşim telefonunu;telefonunu kardeşim;-;ellipsis
Özel konserde davulu Berk ve kemanı Sinem çaldı.;Özel konserde davulu Berk ve Sinem kemanı çaldı.;kemanı Sinem;Sinem kemanı;-;ellipsis
İlk sahilde şemsiyeyi Okan ve sandalyeyi Şule taşıdı.;İlk sahilde şemsiyeyi Okan ve Şule sandalyeyi taşıdı.;sandalyeyi Şule;Şule sandalyeyi;-;ellipsis
Bir bahçede hamakta Ayşe ve salıncakta Bora oturdu.;Bir bahçede hamakta Ayşe ve Bora salıncakta oturdu.;salıncakta Bora;Bora salıncakta;-;ellipsis
Yemekte çorbayı Emel ve salatayı Rıfat hazırladı.;Yemekte çorbayı Emel ve Rıfat salatayı hazırladı.;salatayı Rıfat;Rıfat salatayı;-;ellipsis
İlk futbol maçında formaları Ali ve şortları Burcu getirdi.;İlk futbol maçında formaları Ali ve Burcu şortları getirdi.;şortları Burcu;Burcu şortları;-;ellipsis
3. resim dersinde paleti İsmail ve fırçayı Nuran aldı.;3. resim dersinde paleti İsmail ve Nuran fırçayı aldı.;fırçayı Nuran;Nuran fırçayı;-;ellipsis
Aynı tatilde annem cüzdanını ve kardeşim telefonunu çaldırdı.;Aynı tatilde annem cüzdanını ve telefonunu kardeşim çaldırdı.;kardeşim telefonunu;telefonunu kardeşim;-;ellipsis
Küçük bahçede çimleri Burak ve çiçekleri Meltem suladı.;Küçük bahçede çimleri Burak ve Meltem çiçekleri suladı.;çiçekleri Meltem;Meltem çiçekleri;-;ellipsis
Bahçede hamakta Ayşe ve salıncakta Bora oturdu.;Bahçede hamakta Ayşe ve Bora salıncakta oturdu.;salıncakta Bora;Bora salıncakta;-;ellipsis
Son sondaj çalışmalarında vanayı tekniker ve boruyu mühendis inceledi.;Son sondaj çalışmalarında vanayı tekniker ve mühendis boruyu inceledi.;boruyu mühendis;mühendis boruyu;-;ellipsis
Tatil köyünde güneş kremini Arda ve havluyu Derin getirdi.;Tatil köyünde güneş kremini Arda ve Derin havluyu getirdi.;havluyu Derin;Derin havluyu;-;ellipsis
Sondaj çalışmalarında vanayı tekniker ve boruyu mühendis inceledi.;Sondaj çalışmalarında vanayı tekniker ve mühendis boruyu inceledi.;boruyu mühendis;mühendis boruyu;-;ellipsis
Bir veteriner kliniğinde köpeği doktor ve kediyi asistan muayene etti.;Bir veteriner kliniğinde köpeği doktor ve asistan kediyi muayene etti.;kediyi asistan;asistan kediyi;-;ellipsis
Beni havuzda şnorkeli Kadir ve havluyu Duygu getirdi.;Beni havuzda şnorkeli Kadir ve Duygu havluyu getirdi.;havluyu Duygu;Duygu havluyu;-;ellipsis
Yine bahçede çimleri Burak ve çiçekleri Meltem suladı.;Yine bahçede çimleri Burak ve Meltem çiçekleri suladı.;çiçekleri Meltem;Meltem çiçekleri;-;ellipsis
O kafede kahveyi Ayla ve tatlıyı Cem sipariş etti.;O kafede kahveyi Ayla ve Cem tatlıyı sipariş etti.;tatlıyı Cem;Cem tatlıyı;-;ellipsis
Bu tatilde annem cüzdanını ve kardeşim telefonunu çaldırdı.;Bu tatilde annem cüzdanını ve telefonunu kardeşim çaldırdı.;kardeşim telefonunu;telefonunu kardeşim;-;ellipsis
7. sınıfta sunumu Büşra ve raporu Cem yaptı.;7. sınıfta sunumu Büşra ve Cem raporu yaptı.;raporu Cem;Cem raporu;-;ellipsis
Sağ köşedeki masada köfteyi küçük hanım balığı ise annesi istedi.;Sağ köşedeki masada köfteyi küçük hanım annesi ise balığı istedi.;balığı ise annesi;annesi ise balığı;-;ellipsis
Bu tatilde ablam kitabı ve kardeşim dergiyi kaybetti.;Bu tatilde ablam kitabı ve dergiyi kardeşim kaybetti.;kardeşim dergiyi;dergiyi kardeşim;-;ellipsis
İlk düğünde çiçeği Leyla ve hediyeyi Emir getirdi.;İlk düğünde çiçeği Leyla ve Emir hediyeyi getirdi.;hediyeyi Emir;Emir hediyeyi;-;ellipsis
Lunaparkta hız trenini operatör ve biletleri gişe görevlisi yönetti.;Lunaparkta hız trenini operatör ve gişe görevlisi biletleri yönetti.;biletleri gişe görevlisi;gişe görevlisi biletleri;-;ellipsis
Ayrıca spor salonunda ağırlıkları Hakan ve koşu bandını Deniz kullandı.;Ayrıca spor salonunda ağırlıkları Hakan ve Deniz koşu bandını kullandı.;koşu bandını Deniz;Deniz koşu bandını;-;ellipsis
İlk piknikte örtüyü Selin ve sepeti Rıza getirdi.;İlk piknikte örtüyü Selin ve Rıza sepeti getirdi.;sepeti Rıza;Rıza sepeti;-;ellipsis
Genel konferansta açılışı Elif ve konuşmayı Murat yaptı.;Genel konferansta açılışı Elif ve Murat konuşmayı yaptı.;konuşmayı Murat;Murat konuşmayı;-;ellipsis
2. sokakta balonu Ela ve uçurtmayı Can uçurdu.;2. sokakta balonu Ela ve Can uçurtmayı uçurdu.;uçurtmayı Can;Can uçurtmayı;-;ellipsis
Milli futbol maçında formaları Ali ve şortları Burcu getirdi.;Milli futbol maçında formaları Ali ve Burcu şortları getirdi.;şortları Burcu;Burcu şortları;-;ellipsis
İç bahçede barbeküyü Okan ve masayı Elif kurdu.;İç bahçede barbeküyü Okan ve Elif masayı kurdu.;masayı Elif;Elif masayı;-;ellipsis
Sonra çay bahçesinde tatlıyı Aslı ve yemeği Ahmet seçti.;Sonra çay bahçesinde tatlıyı Aslı ve Ahmet yemeği seçti.;yemeği Ahmet;Ahmet yemeği;-;ellipsis
Akşam piknikte sandviçi Ahmet meyveyi de Selin getirdi.;Akşam piknikte sandviçi Ahmet Selin de meyveyi getirdi.;meyveyi de Selin;Selin de meyveyi;-;ellipsis
Sabah otelde rezervasyonu Cihan ve anahtarları Seda aldı.;Sabah otelde rezervasyonu Cihan ve Seda anahtarları aldı.;anahtarları Seda;Seda anahtarları;-;ellipsis
2. yarışmada parkuru Deniz ve bitiş çizgisini Ali çekti.;2. yarışmada parkuru Deniz ve Ali bitiş çizgisini çekti.;bitiş çizgisini Ali;Ali bitiş çizgisini;-;ellipsis
3. sınıfta tahtayı Eda ve bilgisayarı Hasan kullandı.;3. sınıfta tahtayı Eda ve Hasan bilgisayarı kullandı.;bilgisayarı Hasan;Hasan bilgisayarı;-;ellipsis
Bu konferansta açılışı Elif ve konuşmayı Murat yaptı.;Bu konferansta açılışı Elif ve Murat konuşmayı yaptı.;konuşmayı Murat;Murat konuşmayı;-;ellipsis
Ben tatilde ablam kitabı ve kardeşim dergiyi kaybetti.;Ben tatilde ablam kitabı ve dergiyi kardeşim kaybetti.;kardeşim dergiyi;dergiyi kardeşim;-;ellipsis
Her konserde bateriyi Can kemanı da Zeynep çaldı.;Her konserde bateriyi Can Zeynep de kemanı çaldı.;kemanı da Zeynep;Zeynep de kemanı;-;ellipsis
Genç kafede kahveyi Emre ve tatlıyı Naz sipariş etti.;Genç kafede kahveyi Emre ve Naz tatlıyı sipariş etti.;tatlıyı Naz;Naz tatlıyı;-;ellipsis
Sahilde şemsiyeyi Ali ve havluyu Ceren açtı.;Sahilde şemsiyeyi Ali ve Ceren havluyu açtı.;havluyu Ceren;Ceren havluyu;-;ellipsis
Antik tiyatroda perdeyi sahne görevlisi ve ışıkları yönetmen ayarladı.;Antik tiyatroda perdeyi sahne görevlisi ve yönetmen ışıkları ayarladı.;ışıkları yönetmen;yönetmen ışıkları;-;ellipsis
Rock müzik stüdyosunda gitarı solist ve davulu baterist çaldı.;Rock müzik stüdyosunda gitarı solist ve baterist davulu çaldı.;davulu baterist;baterist davulu;-;ellipsis
Dış bahçede çimleri Burak ve çiçekleri Meltem suladı.;Dış bahçede çimleri Burak ve Meltem çiçekleri suladı.;çiçekleri Meltem;Meltem çiçekleri;-;ellipsis
Son sınav için notları Zeynep ve kitapları Hasan aldı.;Son sınav için notları Zeynep ve Hasan kitapları aldı.;kitapları Hasan;Hasan kitapları;-;ellipsis
Ama kampüste kütüphaneyi Elif kafeyi de Burak seviyor.;Ama kampüste kütüphaneyi Elif Burak da kafeyi seviyor.;kafeyi de Burak;Burak da kafeyi;-;ellipsis
Ana kütüphanede kitabı Ela ve dergiyi Burak ödünç aldı.;Ana kütüphanede kitabı Ela ve Burak dergiyi ödünç aldı.;dergiyi Burak;Burak dergiyi;-;ellipsis
Ben üniversitedeyken Meltem münazara kulübüne Ömer ise sinema kulübüne gidiyordu.;Ben üniversitedeyken Meltem münazara kulübüne sinema kulübüne ise Ömer gidiyordu.;Ömer ise sinema kulübüne;sinema kulübüne ise Ömer;-;ellipsis
Bu konferansta sunumu Yasin ve notları Ebru hazırladı.;Bu konferansta sunumu Yasin ve Ebru notları hazırladı.;notları Ebru;Ebru notları;-;ellipsis
Bana havuzda şnorkeli Kadir ve havluyu Duygu getirdi.;Bana havuzda şnorkeli Kadir ve Duygu havluyu getirdi.;havluyu Duygu;Duygu havluyu;-;ellipsis
Bu yemekte çorbayı Murat salatayı da Defne hazırladı.;Bu yemekte çorbayı Murat Defne de salatayı hazırladı.;salatayı da Defne;Defne de salatayı;-;ellipsis
Bu restoranda pizzayı Mert ve makarnayı İrem seçti.;Bu restoranda pizzayı Mert ve İrem makarnayı seçti.;makarnayı İrem;İrem makarnayı;-;ellipsis
Her teknede yelkeni kaptan ve halatları miço düzeltti.;Her teknede yelkeni kaptan ve miço halatları düzeltti.;halatları miço;miço halatları;-;ellipsis
Bir film setinde kamerayı yönetmen ve mikrofonu ses teknisyeni ayarlar.;Bir film setinde kamerayı yönetmen ve ses teknisyeni mikrofonu ayarlar.;mikrofonu ses teknisyeni;ses teknisyeni mikrofonu;-;ellipsis
Merkezi meteoroloji merkezinde uyduları mühendis ve verileri analist inceler.;Merkezi meteoroloji merkezinde uyduları mühendis ve analist verileri inceler.;verileri analist;analist verileri;-;ellipsis
Otelde rezervasyonu Cihan ve anahtarları Seda aldı.;Otelde rezervasyonu Cihan ve Seda anahtarları aldı.;anahtarları Seda;Seda anahtarları;-;ellipsis
Bir sabah bakıcı gelince annesi ofise babası da okula gidiyor.;Bir sabah bakıcı gelince annesi ofise okula da babası gidiyor.;babası da okula;okula da babası;-;ellipsis
Şimdi üniversitedeyken Meltem münazara kulübüne Ömer ise sinema kulübüne gidiyordu.;Şimdi üniversitedeyken Meltem münazara kulübüne sinema kulübüne ise Ömer gidiyordu.;Ömer ise sinema kulübüne;sinema kulübüne ise Ömer;-;ellipsis
Bugün akşam salatayı abim, tatlıyı da babam yaptı.;Bugün akşam salatayı abim, babam da tatlıyı yaptı.;tatlıyı da babam;babam da tatlıyı;-;ellipsis
O kütüphanede rafları asistan ve katalogları memur düzenledi.;O kütüphanede rafları asistan ve memur katalogları düzenledi.;katalogları memur;memur katalogları;-;ellipsis
Lunaparkta hız trenine Arda ve dönme dolaba Melis bindi.;Lunaparkta hız trenine Arda ve Melis dönme dolaba bindi.;dönme dolaba Melis;Melis dönme dolaba;-;ellipsis
Yapılan market alışverişinde sebzeleri Zeynep ve meyveleri Can aldı.;Yapılan market alışverişinde sebzeleri Zeynep ve Can meyveleri aldı.;meyveleri Can;Can meyveleri;-;ellipsis
Bir göl kenarında sandalı Ayhan ve oltayı Gökçe kontrol etti.;Bir göl kenarında sandalı Ayhan ve Gökçe oltayı kontrol etti.;oltayı Gökçe;Gökçe oltayı;-;ellipsis
Ekip göl kenarında sandalı Ayhan ve oltayı Gökçe kontrol etti.;Ekip göl kenarında sandalı Ayhan ve Gökçe oltayı kontrol etti.;oltayı Gökçe;Gökçe oltayı;-;ellipsis
Bahçede çiçekleri Zeynep ve çimleri Kerem kesti.;Bahçede çiçekleri Zeynep ve Kerem çimleri kesti.;çimleri Kerem;Kerem çimleri;-;ellipsis
Yine ofiste raporu Hakan ve dosyayı Melis düzenledi.;Yine ofiste raporu Hakan ve Melis dosyayı düzenledi.;dosyayı Melis;Melis dosyayı;-;ellipsis
Yine mağazada ceketi Pelin ve pantolonu Cem seçti.;Yine mağazada ceketi Pelin ve Cem pantolonu seçti.;pantolonu Cem;Cem pantolonu;-;ellipsis
Baba kız istemeye giderken halamlar çiçeği amcamlar da çikolatayı almış.;Baba kız istemeye giderken halamlar çiçeği çikolatayı da amcamlar almış.;amcamlar da çikolatayı;çikolatayı da amcamlar;-;ellipsis
Sonra sahilde şemsiyeyi Okan ve sandalyeyi Şule taşıdı.;Sonra sahilde şemsiyeyi Okan ve Şule sandalyeyi taşıdı.;sandalyeyi Şule;Şule sandalyeyi;-;ellipsis
O konserde bateriyi Can kemanı da Zeynep çaldı.;O konserde bateriyi Can Zeynep de kemanı çaldı.;kemanı da Zeynep;Zeynep de kemanı;-;ellipsis
Fabrikada makineleri Yasin ve raporları Selda kontrol etti.;Fabrikada makineleri Yasin ve Selda raporları kontrol etti.;raporları Selda;Selda raporları;-;ellipsis
Bugün spor salonunda koşu bandını Ahmet ve ağırlıkları Berk kullandı.;Bugün spor salonunda koşu bandını Ahmet ve Berk ağırlıkları kullandı.;ağırlıkları Berk;Berk ağırlıkları;-;ellipsis
Bu mağazada ayakkabıyı Pelin ve çantayı Arda seçti.;Bu mağazada ayakkabıyı Pelin ve Arda çantayı seçti.;çantayı Arda;Arda çantayı;-;ellipsis
Bu düğünde dansı Derya müziği de Emre seçti.;Bu düğünde dansı Derya Emre de müziği seçti.;müziği de Emre;Emre de müziği;-;ellipsis
Aynı tatilde ablam kitabı ve kardeşim dergiyi kaybetti.;Aynı tatilde ablam kitabı ve dergiyi kardeşim kaybetti.;kardeşim dergiyi;dergiyi kardeşim;-;ellipsis
Ömer üniversitedeyken Meltem münazara kulübüne Ömer ise sinema kulübüne gidiyordu.;Ömer üniversitedeyken Meltem münazara kulübüne sinema kulübüne ise Ömer gidiyordu.;Ömer ise sinema kulübüne;sinema kulübüne ise Ömer;-;ellipsis
Aynı restoranda pizzayı Mert ve makarnayı İrem seçti.;Aynı restoranda pizzayı Mert ve İrem makarnayı seçti.;makarnayı İrem;İrem makarnayı;-;ellipsis
Deniz sahilde şemsiyeyi Okan ve sandalyeyi Şule taşıdı.;Deniz sahilde şemsiyeyi Okan ve Şule sandalyeyi taşıdı.;sandalyeyi Şule;Şule sandalyeyi;-;ellipsis
O eczanede ilacı Selin ve vitaminleri Okan aldı.;O eczanede ilacı Selin ve Okan vitaminleri aldı.;vitaminleri Okan;Okan vitaminleri;-;ellipsis
Ancak restoranda pizzayı Mert ve makarnayı İrem seçti.;Ancak restoranda pizzayı Mert ve İrem makarnayı seçti.;makarnayı İrem;İrem makarnayı;-;ellipsis
Modern gökdelende camları işçi ve elektrik sistemini teknisyen kontrol etti.;Modern gökdelende camları işçi ve teknisyen elektrik sistemini kontrol etti.;elektrik sistemini teknisyen;teknisyen elektrik sistemini;-;ellipsis
Film setinde kamerayı Onur ve senaryoyu Eda kontrol etti.;Film setinde kamerayı Onur ve Eda senaryoyu kontrol etti.;senaryoyu Eda;Eda senaryoyu;-;ellipsis
O otelde rezervasyonu Cihan ve anahtarları Seda aldı.;O otelde rezervasyonu Cihan ve Seda anahtarları aldı.;anahtarları Seda;Seda anahtarları;-;ellipsis
Küçük bahçede barbeküyü Okan ve masayı Elif kurdu.;Küçük bahçede barbeküyü Okan ve Elif masayı kurdu.;masayı Elif;Elif masayı;-;ellipsis
Büyük yarışmada parkuru Fatih ve engelleri Selin tasarladı.;Büyük yarışmada parkuru Fatih ve Selin engelleri tasarladı.;engelleri Selin;Selin engelleri;-;ellipsis
Bir sirk gösterisinde ipte cambaz ve halkada akrobat yürüdü.;Bir sirk gösterisinde ipte cambaz ve akrobat halkada yürüdü.;halkada akrobat;akrobat halkada;-;ellipsis
Mağazada ayakkabıyı Pelin ve çantayı Arda seçti.;Mağazada ayakkabıyı Pelin ve Arda çantayı seçti.;çantayı Arda;Arda çantayı;-;ellipsis
Market alışverişinde sebzeleri Zeynep ve meyveleri Can aldı.;Market alışverişinde sebzeleri Zeynep ve Can meyveleri aldı.;meyveleri Can;Can meyveleri;-;ellipsis
Bugün piknikte örtüyü Selin ve sepeti Rıza getirdi.;Bugün piknikte örtüyü Selin ve Rıza sepeti getirdi.;sepeti Rıza;Rıza sepeti;-;ellipsis
Resmi törende ödülü Beren ve plaketi Serkan aldı.;Resmi törende ödülü Beren ve Serkan plaketi aldı.;plaketi Serkan;Serkan plaketi;-;ellipsis
İlk piknikte sandviçi Ahmet meyveyi de Selin getirdi.;İlk piknikte sandviçi Ahmet Selin de meyveyi getirdi.;meyveyi de Selin;Selin de meyveyi;-;ellipsis
İstanbul fuar alanında bileti Sarp ve broşürü Melisa aldı.;İstanbul fuar alanında bileti Sarp ve Melisa broşürü aldı.;broşürü Melisa;Melisa broşürü;-;ellipsis
Aynı yarış pistinde arabayı sürücü ve lastikleri teknisyen değiştirdi.;Aynı yarış pistinde arabayı sürücü ve teknisyen lastikleri değiştirdi.;lastikleri teknisyen;teknisyen lastikleri;-;ellipsis
İlk akşam salatayı abim, tatlıyı da babam yaptı.;İlk akşam salatayı abim, babam da tatlıyı yaptı.;tatlıyı da babam;babam da tatlıyı;-;ellipsis
Yine oyun alanında topu Efe ve salıncağı Deniz kullandı.;Yine oyun alanında topu Efe ve Deniz salıncağı kullandı.;salıncağı Deniz;Deniz salıncağı;-;ellipsis
Bunu pazarda karpuzu Onur ve kavunu Ceyda aldı.;Bunu pazarda karpuzu Onur ve Ceyda kavunu aldı.;kavunu Ceyda;Ceyda kavunu;-;ellipsis
Resmi hastanede reçeteyi doktor ve ilacı hemşire verdi.;Resmi hastanede reçeteyi doktor ve hemşire ilacı verdi.;ilacı hemşire;hemşire ilacı;-;ellipsis
Yapılan yeni evde bahçeyi Suat mutfağı da Özgür tasarlamış.;Yapılan yeni evde bahçeyi Suat Özgür de mutfağı tasarlamış.;mutfağı da Özgür;Özgür de mutfağı;-;ellipsis
İlk konferansta açılışı Hakan kapanışı da Aslı yaptı.;İlk konferansta açılışı Hakan Aslı da kapanışı yaptı.;kapanışı da Aslı;Aslı da kapanışı;-;ellipsis
Aynı yolda müzikleri Alp ve rotayı Yasemin belirledi.;Aynı yolda müzikleri Alp ve Yasemin rotayı belirledi.;rotayı Yasemin;Yasemin rotayı;-;ellipsis
O sahilde şemsiyeyi Okan ve sandalyeyi Şule taşıdı.;O sahilde şemsiyeyi Okan ve Şule sandalyeyi taşıdı.;sandalyeyi Şule;Şule sandalyeyi;-;ellipsis
Bütün yolda müzikleri Alp ve rotayı Yasemin belirledi.;Bütün yolda müzikleri Alp ve Yasemin rotayı belirledi.;rotayı Yasemin;Yasemin rotayı;-;ellipsis
Burada atölyede çömleği Hasan ve seramiği Dilek yaptı.;Burada atölyede çömleği Hasan ve Dilek seramiği yaptı.;seramiği Dilek;Dilek seramiği;-;ellipsis
Büyük törende ödülü Beren ve plaketi Serkan aldı.;Büyük törende ödülü Beren ve Serkan plaketi aldı.;plaketi Serkan;Serkan plaketi;-;ellipsis
Küçük spor salonunda ağırlıkları Hakan ve koşu bandını Deniz kullandı.;Küçük spor salonunda ağırlıkları Hakan ve Deniz koşu bandını kullandı.;koşu bandını Deniz;Deniz koşu bandını;-;ellipsis
Uluslararası konferansta açılışı Elif ve konuşmayı Murat yaptı.;Uluslararası konferansta açılışı Elif ve Murat konuşmayı yaptı.;konuşmayı Murat;Murat konuşmayı;-;ellipsis
Yapılan doğa yürüyüşünde rotayı Hakan ve ekipmanları Büşra belirledi.;Yapılan doğa yürüyüşünde rotayı Hakan ve Büşra ekipmanları belirledi.;ekipmanları Büşra;Büşra ekipmanları;-;ellipsis
Bu kafede kahveyi Ayla ve tatlıyı Cem sipariş etti.;Bu kafede kahveyi Ayla ve Cem tatlıyı sipariş etti.;tatlıyı Cem;Cem tatlıyı;-;ellipsis
Yarış pistinde arabayı sürücü ve lastikleri teknisyen değiştirdi.;Yarış pistinde arabayı sürücü ve teknisyen lastikleri değiştirdi.;lastikleri teknisyen;teknisyen lastikleri;-;ellipsis
Eski depoda kutuları işçiler ve faturaları muhasebeci kontrol etti.;Eski depoda kutuları işçiler ve muhasebeci faturaları kontrol etti.;faturaları muhasebeci;muhasebeci faturaları;-;ellipsis
Açık mutfakta makarnayı Alper ve salatayı Derin hazırladı.;Açık mutfakta makarnayı Alper ve Derin salatayı hazırladı.;salatayı Derin;Derin salatayı;-;ellipsis
O akşam salatayı abim, tatlıyı da babam yaptı.;O akşam salatayı abim, babam da tatlıyı yaptı.;tatlıyı da babam;babam da tatlıyı;-;ellipsis
Bu yarış pistinde arabayı sürücü ve lastikleri teknisyen değiştirdi.;Bu yarış pistinde arabayı sürücü ve teknisyen lastikleri değiştirdi.;lastikleri teknisyen;teknisyen lastikleri;-;ellipsis
Aynı konserde bateriyi Can kemanı da Zeynep çaldı.;Aynı konserde bateriyi Can Zeynep de kemanı çaldı.;kemanı da Zeynep;Zeynep de kemanı;-;ellipsis
Restoranda pizzayı Mert ve makarnayı İrem seçti.;Restoranda pizzayı Mert ve İrem makarnayı seçti.;makarnayı İrem;İrem makarnayı;-;ellipsis
Her akşam salatayı abim, tatlıyı da babam yaptı.;Her akşam salatayı abim, babam da tatlıyı yaptı.;tatlıyı da babam;babam da tatlıyı;-;ellipsis
Yeni sondaj çalışmalarında vanayı tekniker ve boruyu mühendis inceledi.;Yeni sondaj çalışmalarında vanayı tekniker ve mühendis boruyu inceledi.;boruyu mühendis;mühendis boruyu;-;ellipsis
Akademik konferansta sunumu Yasin ve notları Ebru hazırladı.;Akademik konferansta sunumu Yasin ve Ebru notları hazırladı.;notları Ebru;Ebru notları;-;ellipsis
