good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Çünkü bu kitabı kendim hiç kimseden yardım almadan yazdım.;Çünkü bu kitabı kendi hiç kimseden yardım almadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
Ancak tüm gözler üstünde olmasına rağmen kendini gayet rahat hissediyordu.;Ancak tüm gözler üstünde olmasına rağmen kendimi gayet rahat hissediyordu.;kendini;kendimi;hissediyordu;anaphor_agreement
Ayrıca bu şarkıyı kendim profesyonel bir yapımcıyla çalışmadan besteledim.;Ayrıca bu şarkıyı kendi profesyonel bir yapımcıyla çalışmadan besteledim.;kendim;kendi;besteledim;anaphor_agreement
Öncelikle senaryoyu vermeden önce kendim yapımcıyla görüştüm.;Öncelikle senaryoyu vermeden önce kendi yapımcıyla görüştüm.;kendim;kendi;görüştüm;anaphor_agreement
Bu gün içinde stres seviyesini azaltmak için kendime olumlu şeyler telkin ediyorum.;Bu gün içinde stres seviyesini azaltmak için kendine olumlu şeyler telkin ediyorum.;kendime;kendine;ediyorum;anaphor_agreement
İngiltere vizesine kendi hiçbir ajansa danışmadan başvurmuş.;İngiltere vizesine kendin hiçbir ajansa danışmadan başvurmuş.;kendi;kendin;başvurmuş;anaphor_agreement
O sınavdan düşük not alınca kendini çok başarısız hissetti.;O sınavdan düşük not alınca kendimi çok başarısız hissetti.;kendini;kendimi;hissetti;anaphor_agreement
Fırında satılan her şeyi kendimiz evde yapıyoruz.;Fırında satılan her şeyi kendiniz evde yapıyoruz.;kendimiz;kendiniz;yapıyoruz;anaphor_agreement
Mutfak dolaplarını kendim usta çağırmadan monte ettim.;Mutfak dolaplarını kendi usta çağırmadan monte ettim.;kendim;kendi;ettim;anaphor_agreement
Ben ders notlarımı kendim başkasından not almadan çıkardım.;Ben ders notlarımı kendi başkasından not almadan çıkardım.;kendim;kendi;çıkardım;anaphor_agreement
Öncelikle maratona hazırlanmak için kendime daha fazla zaman tanıdım.;Öncelikle maratona hazırlanmak için kendine daha fazla zaman tanıdım.;kendime;kendine;tanıdım;anaphor_agreement
Yeni bir iş ortamında kendimizi bir an önce kanıtlamaya çalıştık.;Yeni bir iş ortamında kendilerini bir an önce kanıtlamaya çalıştık.;kendimizi;kendilerini;çalıştık;anaphor_agreement
Herkes okula kendi otobüsle gidiyor.;Herkes okula kendim otobüsle gidiyor.;kendi;kendim;gidiyor;anaphor_agreement
Küçük kardeşin ödevini kendi kimseden yardım almadan yaptı.;Küçük kardeşin ödevini kendin kimseden yardım almadan yaptı.;kendi;kendin;yaptı;anaphor_agreement
Sen bu konuda yanlış yönlendirildiysen kendimi sorumlu tutarım.;Sen bu konuda yanlış yönlendirildiysen kendini sorumlu tutarım.;kendimi;kendini;tutarım;anaphor_agreement
Kadın yoğun geçen bir günün ardından kendini şımartmak istedi.;Kadın yoğun geçen bir günün ardından kendimi şımartmak istedi.;kendini;kendimi;istedi;anaphor_agreement
Güneş yoğun geçen bir günün ardından kendini şımartmak istedi.;Güneş yoğun geçen bir günün ardından kendimi şımartmak istedi.;kendini;kendimi;istedi;anaphor_agreement
Ayrıca festival programını kendimiz dışarıdan bir yönlendirme olmadan belirledik.;Ayrıca festival programını kendiniz dışarıdan bir yönlendirme olmadan belirledik.;kendimiz;kendiniz;belirledik;anaphor_agreement
Bu bisikleti ekstra masraf yapmadan kendin tamir edebilirsin.;Bu bisikleti ekstra masraf yapmadan kendi tamir edebilirsin.;kendin;kendi;edebilirsin;anaphor_agreement
Bu kadar baskı altında kendini bir türlü toparlayamadı.;Bu kadar baskı altında kendimi bir türlü toparlayamadı.;kendini;kendimi;toparlayamadı;anaphor_agreement
Tüm festival programını kendimiz dışarıdan bir yönlendirme olmadan belirledik.;Tüm festival programını kendiniz dışarıdan bir yönlendirme olmadan belirledik.;kendimiz;kendiniz;belirledik;anaphor_agreement
Ne vereceğimiz ödülü öğrenince kendilerini öne attılar.;Ne vereceğimiz ödülü öğrenince kendimizi öne attılar.;kendilerini;kendimizi;attılar;anaphor_agreement
Ardından yeni bir iş ortamında kendimizi bir an önce kanıtlamaya çalıştık.;Ardından yeni bir iş ortamında kendilerini bir an önce kanıtlamaya çalıştık.;kendimizi;kendilerini;çalıştık;anaphor_agreement
İnsanlar düşünmeden konuşunca kendini haliyle zor durumlarda buluyor.;İnsanlar düşünmeden konuşunca kendimi haliyle zor durumlarda buluyor.;kendini;kendimi;buluyor;anaphor_agreement
Ama herkes bana sırt çevirdiğinde bile kendime güvenmeye devam ettim.;Ama herkes bana sırt çevirdiğinde bile kendine güvenmeye devam ettim.;kendime;kendine;ettim;anaphor_agreement
– geçen günkü konuşmamızdan sonra kendinizi yok yere gaza getirmişsiniz.;– geçen günkü konuşmamızdan sonra kendimizi yok yere gaza getirmişsiniz.;kendinizi;kendimizi;getirmişsiniz;anaphor_agreement
Her sınavdan düşük not alınca kendini çok başarısız hissetti.;Her sınavdan düşük not alınca kendimi çok başarısız hissetti.;kendini;kendimi;hissetti;anaphor_agreement
Artık bisikleti ekstra masraf yapmadan kendin tamir edebilirsin.;Artık bisikleti ekstra masraf yapmadan kendi tamir edebilirsin.;kendin;kendi;edebilirsin;anaphor_agreement
Herkes sahnede kendini çok gergin hissediyordu.;Herkes sahnede kendimi çok gergin hissediyordu.;kendini;kendimi;hissediyordu;anaphor_agreement
Daha uzun ve sağlıklı bir yaşam için kendimize daha iyi bakmaya karar verdik.;Daha uzun ve sağlıklı bir yaşam için kendinize daha iyi bakmaya karar verdik.;kendimize;kendinize;verdik;anaphor_agreement
O son kararı kendi hiç kimseden fikir almadan verdi.;O son kararı kendim hiç kimseden fikir almadan verdi.;kendi;kendim;verdi;anaphor_agreement
– i̇ngiltere vizesine kendi hiçbir ajansa danışmadan başvurmuş.;– i̇ngiltere vizesine kendin hiçbir ajansa danışmadan başvurmuş.;kendi;kendin;başvurmuş;anaphor_agreement
Ve herkesin gözü önündeyken kendimi rahat hissedemem.;Ve herkesin gözü önündeyken kendini rahat hissedemem.;kendimi;kendini;hissedemem;anaphor_agreement
Ben senaryoyu vermeden önce kendim yapımcıyla görüştüm.;Ben senaryoyu vermeden önce kendi yapımcıyla görüştüm.;kendim;kendi;görüştüm;anaphor_agreement
Bu i̇lk kitabımı kendim her türlü maddi sıkıntıyı göze alarak bastırdım.;Bu i̇lk kitabımı kendi her türlü maddi sıkıntıyı göze alarak bastırdım.;kendim;kendi;bastırdım;anaphor_agreement
Biz yeni bir iş ortamında kendimizi bir an önce kanıtlamaya çalıştık.;Biz yeni bir iş ortamında kendilerini bir an önce kanıtlamaya çalıştık.;kendimizi;kendilerini;çalıştık;anaphor_agreement
Bir yanlışlıkla kendimi aradım.;Bir yanlışlıkla kendini aradım.;kendimi;kendini;aradım;anaphor_agreement
Bu senaryoyu vermeden önce kendim yapımcıyla görüştüm.;Bu senaryoyu vermeden önce kendi yapımcıyla görüştüm.;kendim;kendi;görüştüm;anaphor_agreement
Öğrenci okula kendi otobüsle gidiyor.;Öğrenci okula kendim otobüsle gidiyor.;kendi;kendim;gidiyor;anaphor_agreement
Kişi ne olursa olsun ben yeterliyim diye düşünüp kendini her koşulda beğenir.;Kişi ne olursa olsun ben yeterliyim diye düşünüp kendimi her koşulda beğenir.;kendini;kendimi;beğenir;anaphor_agreement
Bu kitabı kendim hiç kimseden yardım almadan yazdım.;Bu kitabı kendi hiç kimseden yardım almadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
Çünkü her şeye böyle evet dedikçe kendinizi hiç olmayacak işlerin içinde bulursunuz.;Çünkü her şeye böyle evet dedikçe kendimizi hiç olmayacak işlerin içinde bulursunuz.;kendinizi;kendimizi;bulursunuz;anaphor_agreement
Bu yanlış anlaşılınca kendimi açıklamak zorunda kaldım.;Bu yanlış anlaşılınca kendini açıklamak zorunda kaldım.;kendimi;kendini;kaldım;anaphor_agreement
Kendi grup projesinin konusuna kendin kimseye danışmadan karar verdin.;Kendi grup projesinin konusuna kendi kimseye danışmadan karar verdin.;kendin;kendi;verdin;anaphor_agreement
Öncelikle bu şarkıyı kendim profesyonel bir yapımcıyla çalışmadan besteledim.;Öncelikle bu şarkıyı kendi profesyonel bir yapımcıyla çalışmadan besteledim.;kendim;kendi;besteledim;anaphor_agreement
Kadın saçlarını evde kendim kutu boyayla boyadım.;Kadın saçlarını evde kendi kutu boyayla boyadım.;kendim;kendi;boyadım;anaphor_agreement
Bir başka bir ülkede kendinizi yeniden kanıtlamalısınız.;Bir başka bir ülkede kendimizi yeniden kanıtlamalısınız.;kendinizi;kendimizi;kanıtlamalısınız;anaphor_agreement
Kendisi i̇ngiltere vizesine kendi hiçbir ajansa danışmadan başvurmuş.;Kendisi i̇ngiltere vizesine kendin hiçbir ajansa danışmadan başvurmuş.;kendi;kendin;başvurmuş;anaphor_agreement
Ancak bütün çabalara rağmen sonuç değişmeyince kendimizi çaresiz hissettik.;Ancak bütün çabalara rağmen sonuç değişmeyince kendinizi çaresiz hissettik.;kendimizi;kendinizi;hissettik;anaphor_agreement
Kendi tatil planını kendimiz tur şirketine bağlı kalmadan yaptık.;Kendi tatil planını kendiniz tur şirketine bağlı kalmadan yaptık.;kendimiz;kendiniz;yaptık;anaphor_agreement
Ve bütün çabalara rağmen sonuç değişmeyince kendimizi çaresiz hissettik.;Ve bütün çabalara rağmen sonuç değişmeyince kendinizi çaresiz hissettik.;kendimizi;kendinizi;hissettik;anaphor_agreement
Şimdi bisikleti ekstra masraf yapmadan kendin tamir edebilirsin.;Şimdi bisikleti ekstra masraf yapmadan kendi tamir edebilirsin.;kendin;kendi;edebilirsin;anaphor_agreement
Tüm ders notlarımı kendim başkasından not almadan çıkardım.;Tüm ders notlarımı kendi başkasından not almadan çıkardım.;kendim;kendi;çıkardım;anaphor_agreement
Yanlış cevabı verdiğini fark edince kendimi suçladım.;Yanlış cevabı verdiğini fark edince kendini suçladım.;kendimi;kendini;suçladım;anaphor_agreement
Ben i̇lk adımı kendim aslında karşıdan hiçbir beklentim olmadan attım.;Ben i̇lk adımı kendi aslında karşıdan hiçbir beklentim olmadan attım.;kendim;kendi;attım;anaphor_agreement
Ayrıca i̇ş başvurularını kendim araya referans koymadan yaptım.;Ayrıca i̇ş başvurularını kendi araya referans koymadan yaptım.;kendim;kendi;yaptım;anaphor_agreement
Yine kendi sınırlarını zorlamayı seven biri olarak kendimi hep daha iyisini yapmaya koşullarım.;Yine kendi sınırlarını zorlamayı seven biri olarak kendini hep daha iyisini yapmaya koşullarım.;kendimi;kendini;koşullarım;anaphor_agreement
Kendi oyunu geliştirmeye kendi daha hiç yatırımcı yokken başladı.;Kendi oyunu geliştirmeye kendin daha hiç yatırımcı yokken başladı.;kendi;kendin;başladı;anaphor_agreement
Ancak bu kadar baskı altında kendini bir türlü toparlayamadı.;Ancak bu kadar baskı altında kendimi bir türlü toparlayamadı.;kendini;kendimi;toparlayamadı;anaphor_agreement
Ve mutfak dolaplarını kendim usta çağırmadan monte ettim.;Ve mutfak dolaplarını kendi usta çağırmadan monte ettim.;kendim;kendi;ettim;anaphor_agreement
Sabah ilaç içmeyi unutmaman için kendime bir not yazdım.;Sabah ilaç içmeyi unutmaman için kendine bir not yazdım.;kendime;kendine;yazdım;anaphor_agreement
Tüm mutfak dolaplarını kendim usta çağırmadan monte ettim.;Tüm mutfak dolaplarını kendi usta çağırmadan monte ettim.;kendim;kendi;ettim;anaphor_agreement
Maratona hazırlanmak için kendime daha fazla zaman tanıdım.;Maratona hazırlanmak için kendine daha fazla zaman tanıdım.;kendime;kendine;tanıdım;anaphor_agreement
Böylece yeni bir iş ortamında kendimizi bir an önce kanıtlamaya çalıştık.;Böylece yeni bir iş ortamında kendilerini bir an önce kanıtlamaya çalıştık.;kendimizi;kendilerini;çalıştık;anaphor_agreement
Bütün hedeflerin gerçekleşmesi için kendime önemli sözler verdim.;Bütün hedeflerin gerçekleşmesi için kendine önemli sözler verdim.;kendime;kendine;verdim;anaphor_agreement
Öncelikle bu gece için kendim sponsor desteği olmadan hazırlandım.;Öncelikle bu gece için kendi sponsor desteği olmadan hazırlandım.;kendim;kendi;hazırlandım;anaphor_agreement
Herkes zor zamanlardan geçtiği için bu aralar kendine iyi davranıyor.;Herkes zor zamanlardan geçtiği için bu aralar kendine iyi davranıyor.;kendine;kendine;davranıyor;anaphor_agreement
Artık tüm gözler üstünde olmasına rağmen kendini gayet rahat hissediyordu.;Artık tüm gözler üstünde olmasına rağmen kendimi gayet rahat hissediyordu.;kendini;kendimi;hissediyordu;anaphor_agreement
Genel ehliyet sınavını kendim kursa gitmeden geçtim.;Genel ehliyet sınavını kendi kursa gitmeden geçtim.;kendim;kendi;geçtim;anaphor_agreement
O sahnede kendini çok gergin hissediyordu.;O sahnede kendimi çok gergin hissediyordu.;kendini;kendimi;hissediyordu;anaphor_agreement
Bizim fırında satılan her şeyi kendimiz evde yapıyoruz.;Bizim fırında satılan her şeyi kendiniz evde yapıyoruz.;kendimiz;kendiniz;yapıyoruz;anaphor_agreement
İyi düşünmeden konuşunca kendini haliyle zor durumlarda buluyor.;İyi düşünmeden konuşunca kendimi haliyle zor durumlarda buluyor.;kendini;kendimi;buluyor;anaphor_agreement
Bu baskıdan etkilenmemek için kendimize daha fazla güvenmeliyiz.;Bu baskıdan etkilenmemek için kendinize daha fazla güvenmeliyiz.;kendimize;kendinize;güvenmeliyiz;anaphor_agreement
Ayrıca bu mesajı kendim kesinlikle hiçbir psikolojik baskı altında kalmadan yazdım.;Ayrıca bu mesajı kendi kesinlikle hiçbir psikolojik baskı altında kalmadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
Youtube performans kayıtlarını izleyerek kendimi geliştirmeye çalışıyorum.;Youtube performans kayıtlarını izleyerek kendini geliştirmeye çalışıyorum.;kendimi;kendini;çalışıyorum;anaphor_agreement
Çünkü sunum yapmadan önce kendilerini çok gergin hissediyorlardı.;Çünkü sunum yapmadan önce kendimizi çok gergin hissediyorlardı.;kendilerini;kendimizi;hissediyorlardı;anaphor_agreement
Eve gelen mobilyaları kendiniz kılavuza bakarak kurabilirsiniz.;Eve gelen mobilyaları kendimiz kılavuza bakarak kurabilirsiniz.;kendiniz;kendimiz;kurabilirsiniz;anaphor_agreement
Her gün içinde stres seviyesini azaltmak için kendime olumlu şeyler telkin ediyorum.;Her gün içinde stres seviyesini azaltmak için kendine olumlu şeyler telkin ediyorum.;kendime;kendine;ediyorum;anaphor_agreement
Size gelen mobilyaları kendiniz kılavuza bakarak kurabilirsiniz.;Size gelen mobilyaları kendimiz kılavuza bakarak kurabilirsiniz.;kendiniz;kendimiz;kurabilirsiniz;anaphor_agreement
Ayrıca olayın sorumlusu ben olduğum için kendini açıklamak zorunda değilsin.;Ayrıca olayın sorumlusu ben olduğum için kendimi açıklamak zorunda değilsin.;kendini;kendimi;değilsin;anaphor_agreement
En uzun ve sağlıklı bir yaşam için kendimize daha iyi bakmaya karar verdik.;En uzun ve sağlıklı bir yaşam için kendinize daha iyi bakmaya karar verdik.;kendimize;kendinize;verdik;anaphor_agreement
Bütün çabalara rağmen sonuç değişmeyince kendimizi çaresiz hissettik.;Bütün çabalara rağmen sonuç değişmeyince kendinizi çaresiz hissettik.;kendimizi;kendinizi;hissettik;anaphor_agreement
Kendi kapanış konuşmasını kendileri moderatörden izin almadan yapmışlar.;Kendi kapanış konuşmasını kendimiz moderatörden izin almadan yapmışlar.;kendileri;kendimiz;yapmışlar;anaphor_agreement
Öncelikle yeni bir iş ortamında kendimizi bir an önce kanıtlamaya çalıştık.;Öncelikle yeni bir iş ortamında kendilerini bir an önce kanıtlamaya çalıştık.;kendimizi;kendilerini;çalıştık;anaphor_agreement
Eve taşınırken evin duvarlarını kendim usta çağırmadan boyadım.;Eve taşınırken evin duvarlarını kendi usta çağırmadan boyadım.;kendim;kendi;boyadım;anaphor_agreement
Ayrıca i̇ngiltere vizesine kendi hiçbir ajansa danışmadan başvurmuş.;Ayrıca i̇ngiltere vizesine kendin hiçbir ajansa danışmadan başvurmuş.;kendi;kendin;başvurmuş;anaphor_agreement
Bu atkıyı mağazadan almak yerine kendi evde ördü.;Bu atkıyı mağazadan almak yerine kendim evde ördü.;kendi;kendim;ördü;anaphor_agreement
Ve yanlış cevabı verdiğini fark edince kendimi suçladım.;Ve yanlış cevabı verdiğini fark edince kendini suçladım.;kendimi;kendini;suçladım;anaphor_agreement
Ayrıca bu kitabı kendim hiç kimseden yardım almadan yazdım.;Ayrıca bu kitabı kendi hiç kimseden yardım almadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
Arkadaşlar arabayı kendim servisi aramadan tamir ettim.;Arkadaşlar arabayı kendi servisi aramadan tamir ettim.;kendim;kendi;ettim;anaphor_agreement
Hatta kapanış konuşmasını kendileri moderatörden izin almadan yapmışlar.;Hatta kapanış konuşmasını kendimiz moderatörden izin almadan yapmışlar.;kendileri;kendimiz;yapmışlar;anaphor_agreement
Benim çalışma programımı kendim hocaya sormadan hazırladım.;Benim çalışma programımı kendi hocaya sormadan hazırladım.;kendim;kendi;hazırladım;anaphor_agreement
Ben mutfak dolaplarını kendim usta çağırmadan monte ettim.;Ben mutfak dolaplarını kendi usta çağırmadan monte ettim.;kendim;kendi;ettim;anaphor_agreement
Ancak bu kadar çaba harcadıktan sonra kendimizi söylediğiniz gibi ödüllendirdik.;Ancak bu kadar çaba harcadıktan sonra kendinizi söylediğiniz gibi ödüllendirdik.;kendimizi;kendinizi;ödüllendirdik;anaphor_agreement
Ve kendine bir araba almasını söyledim.;Ve kendime bir araba almasını söyledim.;Kendine;Kendime;almasını;anaphor_agreement
Öncelikle mutfak dolaplarını kendim usta çağırmadan monte ettim.;Öncelikle mutfak dolaplarını kendi usta çağırmadan monte ettim.;kendim;kendi;ettim;anaphor_agreement
Arkadaşlar bu kitabı kendim hiç kimseden yardım almadan yazdım.;Arkadaşlar bu kitabı kendi hiç kimseden yardım almadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
İngilizce i̇spanyolcayı kendim internette pratik yaparak öğrendim.;İngilizce i̇spanyolcayı kendi internette pratik yaparak öğrendim.;kendim;kendi;öğrendim;anaphor_agreement
Kişi düşünmeden konuşunca kendini haliyle zor durumlarda buluyor.;Kişi düşünmeden konuşunca kendimi haliyle zor durumlarda buluyor.;kendini;kendimi;buluyor;anaphor_agreement
Sistem böyle devam ederse yakında kendimizi çok daha iyi yerlerde göreceğiz.;Sistem böyle devam ederse yakında kendinizi çok daha iyi yerlerde göreceğiz.;kendimizi;kendinizi;göreceğiz;anaphor_agreement
Önce başkalarına yardım edebilmek için kendine öncelik vermelisin.;Önce başkalarına yardım edebilmek için kendime öncelik vermelisin.;kendine;kendime;vermelisin;anaphor_agreement
İnsanlar yeni bir ortama girerken kendini ilk etapta çekingen hisseder.;İnsanlar yeni bir ortama girerken kendimi ilk etapta çekingen hisseder.;kendini;kendimi;hisseder;anaphor_agreement
Ve bu gece için kendim sponsor desteği olmadan hazırlandım.;Ve bu gece için kendi sponsor desteği olmadan hazırlandım.;kendim;kendi;hazırlandım;anaphor_agreement
3. gezi rotasını kendimiz internete bakmadan oluşturduk.;3. gezi rotasını kendiniz internete bakmadan oluşturduk.;kendimiz;kendiniz;oluşturduk;anaphor_agreement
Öğrenciler mezuniyet fotoğraflarını kendimiz okul meydanında çektik.;Öğrenciler mezuniyet fotoğraflarını kendiniz okul meydanında çektik.;kendimiz;kendiniz;çektik;anaphor_agreement
Evde gelen mobilyaları kendiniz kılavuza bakarak kurabilirsiniz.;Evde gelen mobilyaları kendimiz kılavuza bakarak kurabilirsiniz.;kendiniz;kendimiz;kurabilirsiniz;anaphor_agreement
Antalya triatlona katılmak için kendimizi çok motive ettik.;Antalya triatlona katılmak için kendinizi çok motive ettik.;kendimizi;kendinizi;ettik;anaphor_agreement
Şimdi yanlış yaptığını anladığında kendini affetmekte zorlandı.;Şimdi yanlış yaptığını anladığında kendimi affetmekte zorlandı.;kendini;kendimi;zorlandı;anaphor_agreement
