good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Her konserde sevgilisini gururla izleyen adamı ben de fark ettim.;Her konserde sevgilisinin gururla izleyen adamı ben de fark ettim.;sevgilisini;sevgilisinin;izleyen;relative_clauses
Bizim arka bahçede köpeği sürekli kovalayan kedi aslında oyun oynuyor.;Bizim arka bahçede köpeğin sürekli kovalayan kedi aslında oyun oynuyor.;köpeği;köpeğin;kovalayan;relative_clauses
Bir toplantıdan sonra benim eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;Bir toplantıdan sonra beni eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;benim;beni;bıraktığım arkadaşımı;relative_clauses
Ayrıca her hafta tango hocasıyla derste dans eden öğrenciyi yıl sonu gösterisine çağırdılar.;Ayrıca her hafta tango hocasının derste dans eden öğrenciyi yıl sonu gösterisine çağırdılar.;tango hocasıyla;tango hocasının;dans eden;relative_clauses
Bu ormanda sırtlanın iştahla yediği aslan dün sabah tepede koşuyordu.;Bu ormanda sırtlanı iştahla yediği aslan dün sabah tepede koşuyordu.;sırtlanın;sırtlanı;yediği aslan;relative_clauses
Ayrıca arka bahçede köpeğin sürekli kovaladığı kediyi seviyorum.;Ayrıca arka bahçede köpeği sürekli kovaladığı kediyi seviyorum.;köpeğin;köpeği;kovaladığı kediyi;relative_clauses
Son muayenede hastanın sakince konuştuğu doktor herkesin ilgisini çekti.;Son muayenede hastayla sakince konuştuğu doktor herkesin ilgisini çekti.;hastanın;hastayla;konuştuğu doktor;relative_clauses
Fakat geçen gün elemanın bir hışımla azarladığı müşteriyi şikayet ettik.;Fakat geçen gün elemanı bir hışımla azarladığı müşteriyi şikayet ettik.;elemanın;elemanı;azarladığı müşteriyi;relative_clauses
O sınavda gözetmenin sessizce uyardığı öğrenciyi herkes gördü.;O sınavda gözetmeni sessizce uyardığı öğrenciyi herkes gördü.;gözetmenin;gözetmeni;uyardığı öğrenciyi;relative_clauses
Aynı yemekte onu yakından tanıyan kişiler söz aldı.;Aynı yemekte onun yakından tanıyan kişiler söz aldı.;onu;onun;tanıyan;relative_clauses
Geçtiğimiz ay ünlü yazarla nişanlanan muhabir kanala davetiye gönderdi.;Geçtiğimiz ay ünlü yazarın nişanlanan muhabir kanala davetiye gönderdi.;ünlü yazarla;ünlü yazarın;nişanlanan;relative_clauses
Ben arka bahçede köpeği sürekli kovalayan kediyi seviyorum.;Ben arka bahçede köpeğin sürekli kovalayan kediyi seviyorum.;köpeği;köpeğin;kovalayan;relative_clauses
Sadece arka bahçede köpeği sürekli kovalayan kediyi seviyorum.;Sadece arka bahçede köpeğin sürekli kovalayan kediyi seviyorum.;köpeği;köpeğin;kovalayan;relative_clauses
Bakkala giderken komşuyu görmemiş gibi yapan çırağı ustası azarladı.;Bakkala giderken komşunun görmemiş gibi yapan çırağı ustası azarladı.;komşuyu;komşunun;yapan;relative_clauses
Ancak aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla önerdiği müteahhit bizimle görüşmeye geldi.;Ancak aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla önerdiği müteahhit bizimle görüşmeye geldi.;emlakçının;emlakçıyı;önerdiği müteahhit;relative_clauses
Ayrıca geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışan işi bıraktı.;Ayrıca geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışan işi bıraktı.;yöneticiyi;yöneticinin;ağlatan;relative_clauses
Yapılan tartışma esnasında boksörü sertçe iten hakemi seyirci yuhaladı.;Yapılan tartışma esnasında boksörün sertçe iten hakemi seyirci yuhaladı.;boksörü;boksörün;iten;relative_clauses
Küçük koltukta uyumasın diye Ece’yi yatağına kadar taşıyan kardeşi odada çok kalmadı.;Küçük koltukta uyumasın diye Ece’nin yatağına kadar taşıyan kardeşi odada çok kalmadı.;Ece’yi;Ece’nin;taşıyan;relative_clauses
Ama ormanda sırtlanın iştahla yediği aslanı daha önce görmüştü.;Ama ormanda sırtlanı iştahla yediği aslanı daha önce görmüştü.;sırtlanın;sırtlanı;yediği aslanı;relative_clauses
Bir sabah annesini hastanede gören küçük kız saatlerdir ağlıyor.;Bir sabah annesinin hastanede gören küçük kız saatlerdir ağlıyor.;annesini;annesinin;gören;relative_clauses
Ama program boyunca gazeteciyi sorularla bunaltan sunucuyu herkes çok eleştirdi.;Ama program boyunca gazetecinin sorularla bunaltan sunucuyu herkes çok eleştirdi.;gazeteciyi;gazetecinin;bunaltan;relative_clauses
Gece sokağın başında berberin uzaktan gördüğü terzi el salladı.;Gece sokağın başında berberi uzaktan gördüğü terzi el salladı.;berberin;berberi;gördüğü terzi;relative_clauses
Sadece geçtiğimiz gün yöneticinin sesini yükselterek ağlattığı çalışan işi bıraktı.;Sadece geçtiğimiz gün yöneticiyi sesini yükselterek ağlattığı çalışan işi bıraktı.;yöneticinin;yöneticiyi;ağlattığı çalışan;relative_clauses
Onlar her fırsatta öğrencilerinin içtenlikle övdüğü profesörü kulüp etkinliğine davet ettiler.;Onlar her fırsatta öğrencilerini içtenlikle övdüğü profesörü kulüp etkinliğine davet ettiler.;öğrencilerinin;öğrencilerini;övdüğü profesörü;relative_clauses
Bu ormanda aslanın iştahla yediği sırtlanı daha önce görmüştü.;Bu ormanda aslanı iştahla yediği sırtlanı daha önce görmüştü.;aslanın;aslanı;yediği sırtlanı;relative_clauses
Son tartışma esnasında boksörü sertçe iten hakemi seyirci yuhaladı.;Son tartışma esnasında boksörün sertçe iten hakemi seyirci yuhaladı.;boksörü;boksörün;iten;relative_clauses
Ancak otobüse binmeden annesinin sıkıca sarıldığı çocuk çevredekileri duygulandırdı.;Ancak otobüse binmeden annesine sıkıca sarıldığı çocuk çevredekileri duygulandırdı.;annesinin;annesine;sarıldığı çocuk;relative_clauses
Ardından yemekte onu yakından tanıyan kişileri konuşturduk.;Ardından yemekte onun yakından tanıyan kişileri konuşturduk.;onu;onun;tanıyan;relative_clauses
Çünkü yıllardır yönetmenin her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;Çünkü yıllardır yönetmeni her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;yönetmenin;yönetmeni;desteklediği oyuncuyu;relative_clauses
Son aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla öneren müteahhit bizimle görüşmeye geldi.;Son aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla öneren müteahhit bizimle görüşmeye geldi.;emlakçıyı;emlakçının;öneren;relative_clauses
Yine geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışan işi bıraktı.;Yine geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışan işi bıraktı.;yöneticiyi;yöneticinin;ağlatan;relative_clauses
Bir ormanda aslanı iştahla yiyen sırtlanı daha önce görmüştü.;Bir ormanda aslanın iştahla yiyen sırtlanı daha önce görmüştü.;aslanı;aslanın;yiyen;relative_clauses
Bir otobüse binmeden annesinin sıkıca sarıldığı çocuğu muavin tanıyormuş.;Bir otobüse binmeden annesine sıkıca sarıldığı çocuğu muavin tanıyormuş.;annesinin;annesine;sarıldığı çocuğu;relative_clauses
Öğrenciler her hafta tango hocasıyla derste dans eden öğrenciyi yıl sonu gösterisine çağırdılar.;Öğrenciler her hafta tango hocasının derste dans eden öğrenciyi yıl sonu gösterisine çağırdılar.;tango hocasıyla;tango hocasının;dans eden;relative_clauses
Aynı ormanda sırtlanın iştahla yediği aslan dün sabah tepede koşuyordu.;Aynı ormanda sırtlanı iştahla yediği aslan dün sabah tepede koşuyordu.;sırtlanın;sırtlanı;yediği aslan;relative_clauses
Bu sabah annesini hastanede gören küçük kız saatlerdir ağlıyor.;Bu sabah annesinin hastanede gören küçük kız saatlerdir ağlıyor.;annesini;annesinin;gören;relative_clauses
Özellikle arka bahçede köpeği sürekli kovalayan kedi aslında oyun oynuyor.;Özellikle arka bahçede köpeğin sürekli kovalayan kedi aslında oyun oynuyor.;köpeği;köpeğin;kovalayan;relative_clauses
Adam geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışanı odasına çağırdı.;Adam geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışanı odasına çağırdı.;yöneticiyi;yöneticinin;ağlatan;relative_clauses
Ayrıca tartışma esnasında boksörü sertçe iten hakem çok tepki aldı.;Ayrıca tartışma esnasında boksörün sertçe iten hakem çok tepki aldı.;boksörü;boksörün;iten;relative_clauses
Yemekte onu yakından tanıyan kişiler söz aldı.;Yemekte onun yakından tanıyan kişiler söz aldı.;onu;onun;tanıyan;relative_clauses
Gece otobüse binmeden annesinin sıkıca sarıldığı çocuğu muavin tanıyormuş.;Gece otobüse binmeden annesine sıkıca sarıldığı çocuğu muavin tanıyormuş.;annesinin;annesine;sarıldığı çocuğu;relative_clauses
Sahada mühendisi bir şey sormak için arayan işçiyi biraz bekletti.;Sahada mühendisin bir şey sormak için arayan işçiyi biraz bekletti.;mühendisi;mühendisin;arayan;relative_clauses
Sonra sokağın başında berberi uzaktan gören terzi el salladı.;Sonra sokağın başında berberin uzaktan gören terzi el salladı.;berberi;berberin;gören;relative_clauses
O toplantıdan sonra beni eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;O toplantıdan sonra benim eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;beni;benim;bırakan;relative_clauses
Ve program boyunca gazetecinin sorularla bunalttığı sunucuyu herkes çok eleştirdi.;Ve program boyunca gazeteciyi sorularla bunalttığı sunucuyu herkes çok eleştirdi.;gazetecinin;gazeteciyi;bunalttığı sunucuyu;relative_clauses
Sahada mühendisi bir şey sormak için arayan işçi önce yanındakilere danıştı.;Sahada mühendisin bir şey sormak için arayan işçi önce yanındakilere danıştı.;mühendisi;mühendisin;arayan;relative_clauses
Ancak geçtiğimiz ay ünlü yazarın nişanlandığı muhabire tebrik mesajları geliyor.;Ancak geçtiğimiz ay ünlü yazarla nişanlandığı muhabire tebrik mesajları geliyor.;ünlü yazarın;ünlü yazarla;nişanlandığı muhabire;relative_clauses
Ancak tartışma esnasında boksörün sertçe ittiği hakemi seyirci yuhaladı.;Ancak tartışma esnasında boksörü sertçe ittiği hakemi seyirci yuhaladı.;boksörün;boksörü;ittiği hakemi;relative_clauses
Sadece geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışan işi bıraktı.;Sadece geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışan işi bıraktı.;yöneticiyi;yöneticinin;ağlatan;relative_clauses
Kendisi bakkala giderken komşuyu görmemiş gibi yapan çırağı ustası azarladı.;Kendisi bakkala giderken komşunun görmemiş gibi yapan çırağı ustası azarladı.;komşuyu;komşunun;yapan;relative_clauses
Bir sabah annesinin hastanede gördüğü küçük kız saatlerdir ağlıyor.;Bir sabah annesini hastanede gördüğü küçük kız saatlerdir ağlıyor.;annesinin;annesini;gördüğü küçük kız;relative_clauses
Fakat aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.;Fakat aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.;emlakçının;emlakçıyı;önerdiği müteahhiti;relative_clauses
Sonra sahada mühendisi bir şey sormak için arayan işçiyi biraz bekletti.;Sonra sahada mühendisin bir şey sormak için arayan işçiyi biraz bekletti.;mühendisi;mühendisin;arayan;relative_clauses
Bu tercih döneminde kızımla uzun uzun konuşan rehber öğretmen bize çok yardımcı oldu.;Bu tercih döneminde kızımın uzun uzun konuşan rehber öğretmen bize çok yardımcı oldu.;kızımla;kızımın;konuşan;relative_clauses
İlk tercih döneminde kızımın uzun uzun konuştuğu rehber öğretmen bize çok yardımcı oldu.;İlk tercih döneminde kızımla uzun uzun konuştuğu rehber öğretmen bize çok yardımcı oldu.;kızımın;kızımla;konuştuğu rehber öğretmen;relative_clauses
Uzun aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla öneren müteahhiti iş yerinde ziyaret ettik.;Uzun aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla öneren müteahhiti iş yerinde ziyaret ettik.;emlakçıyı;emlakçının;öneren;relative_clauses
Son yıllardır yönetmenin her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;Son yıllardır yönetmeni her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;yönetmenin;yönetmeni;desteklediği oyuncuyu;relative_clauses
Yıllardır yönetmeni her projesinde destekleyen oyuncu ödülü ikisi için aldı.;Yıllardır yönetmenin her projesinde destekleyen oyuncu ödülü ikisi için aldı.;yönetmeni;yönetmenin;destekleyen;relative_clauses
Son aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.;Son aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.;emlakçının;emlakçıyı;önerdiği müteahhiti;relative_clauses
Sabah bakkala giderken komşuyu görmemiş gibi yapan çırağı ustası azarladı.;Sabah bakkala giderken komşunun görmemiş gibi yapan çırağı ustası azarladı.;komşuyu;komşunun;yapan;relative_clauses
Şu toplantıdan sonra beni eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;Şu toplantıdan sonra benim eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;beni;benim;bırakan;relative_clauses
Büyük sokağın başında berberin uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;Büyük sokağın başında berberi uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;berberin;berberi;gördüğü terziyi;relative_clauses
Yine arka bahçede köpeğin sürekli kovaladığı kediyi seviyorum.;Yine arka bahçede köpeği sürekli kovaladığı kediyi seviyorum.;köpeğin;köpeği;kovaladığı kediyi;relative_clauses
Sokağın başında berberin uzaktan gördüğü terzi el salladı.;Sokağın başında berberi uzaktan gördüğü terzi el salladı.;berberin;berberi;gördüğü terzi;relative_clauses
O otobüse binmeden annesinin sıkıca sarıldığı çocuğu muavin tanıyormuş.;O otobüse binmeden annesine sıkıca sarıldığı çocuğu muavin tanıyormuş.;annesinin;annesine;sarıldığı çocuğu;relative_clauses
Ardından her hafta tango hocasının derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;Ardından her hafta tango hocasıyla derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;tango hocasının;tango hocasıyla;dans ettiği öğrenciyi;relative_clauses
Fakat program boyunca gazetecinin sorularla bunalttığı sunucu sakinliğini korudu.;Fakat program boyunca gazeteciyi sorularla bunalttığı sunucu sakinliğini korudu.;gazetecinin;gazeteciyi;bunalttığı sunucu;relative_clauses
Ana sokağın başında berberin uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;Ana sokağın başında berberi uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;berberin;berberi;gördüğü terziyi;relative_clauses
Az geçen gün elemanın bir hışımla azarladığı müşteri şikayet etmeye gelmiş.;Az geçen gün elemanı bir hışımla azarladığı müşteri şikayet etmeye gelmiş.;elemanın;elemanı;azarladığı müşteri;relative_clauses
Her konserde sevgilisinin gururla izlediği piyanisti ben de fark ettim.;Her konserde sevgilisini gururla izlediği piyanisti ben de fark ettim.;sevgilisinin;sevgilisini;izlediği piyanisti;relative_clauses
Son yıllardır yönetmeni her projesinde destekleyen oyuncu ödülü ikisi için aldı.;Son yıllardır yönetmenin her projesinde destekleyen oyuncu ödülü ikisi için aldı.;yönetmeni;yönetmenin;destekleyen;relative_clauses
Ve geçen gün elemanı bir hışımla azarlayan müşteriyi şikayet ettik.;Ve geçen gün elemanın bir hışımla azarlayan müşteriyi şikayet ettik.;elemanı;elemanın;azarlayan;relative_clauses
İlk konserde sevgilisinin gururla izlediği piyanisti ben de fark ettim.;İlk konserde sevgilisini gururla izlediği piyanisti ben de fark ettim.;sevgilisinin;sevgilisini;izlediği piyanisti;relative_clauses
Pazar sabah annesini hastanede gören küçük kızı bir türlü teselli edemediler.;Pazar sabah annesinin hastanede gören küçük kızı bir türlü teselli edemediler.;annesini;annesinin;gören;relative_clauses
Dün sabah annesinin hastanede gördüğü küçük kız saatlerdir ağlıyor.;Dün sabah annesini hastanede gördüğü küçük kız saatlerdir ağlıyor.;annesinin;annesini;gördüğü küçük kız;relative_clauses
Fakat tartışma esnasında boksörün sertçe ittiği hakem çok tepki aldı.;Fakat tartışma esnasında boksörü sertçe ittiği hakem çok tepki aldı.;boksörün;boksörü;ittiği hakem;relative_clauses
Her tercih döneminde kızımla uzun uzun konuşan rehber öğretmene küçük bir hediye aldık.;Her tercih döneminde kızımın uzun uzun konuşan rehber öğretmene küçük bir hediye aldık.;kızımla;kızımın;konuşan;relative_clauses
Ama ormanda aslanı iştahla yiyen sırtlanı daha önce görmüştü.;Ama ormanda aslanın iştahla yiyen sırtlanı daha önce görmüştü.;aslanı;aslanın;yiyen;relative_clauses
Onu ormanda aslanı iştahla yiyen sırtlanı daha önce görmüştü.;Onu ormanda aslanın iştahla yiyen sırtlanı daha önce görmüştü.;aslanı;aslanın;yiyen;relative_clauses
Dün toplantıdan sonra benim eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;Dün toplantıdan sonra beni eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;benim;beni;bıraktığım arkadaşımı;relative_clauses
İlk toplantıdan sonra beni eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;İlk toplantıdan sonra benim eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;beni;benim;bırakan;relative_clauses
Ayrıca arka bahçede köpeğin sürekli kovaladığı kedi aslında oyun oynuyor.;Ayrıca arka bahçede köpeği sürekli kovaladığı kedi aslında oyun oynuyor.;köpeğin;köpeği;kovaladığı kedi;relative_clauses
Bu sabah annesini hastanede gören küçük kızı bir türlü teselli edemediler.;Bu sabah annesinin hastanede gören küçük kızı bir türlü teselli edemediler.;annesini;annesinin;gören;relative_clauses
Son sınavda gözetmeni sessizce uyaran öğrenci yerine geçti.;Son sınavda gözetmenin sessizce uyaran öğrenci yerine geçti.;gözetmeni;gözetmenin;uyaran;relative_clauses
Sadece geçtiğimiz ay ünlü yazarla nişanlanan muhabir kanala davetiye gönderdi.;Sadece geçtiğimiz ay ünlü yazarın nişanlanan muhabir kanala davetiye gönderdi.;ünlü yazarla;ünlü yazarın;nişanlanan;relative_clauses
Sabah annesinin hastanede gördüğü küçük kızı bir türlü teselli edemediler.;Sabah annesini hastanede gördüğü küçük kızı bir türlü teselli edemediler.;annesinin;annesini;gördüğü küçük kızı;relative_clauses
10 yıllardır yönetmenin her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;10 yıllardır yönetmeni her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;yönetmenin;yönetmeni;desteklediği oyuncuyu;relative_clauses
Tercih döneminde kızımla uzun uzun konuşan rehber öğretmen bize çok yardımcı oldu.;Tercih döneminde kızımın uzun uzun konuşan rehber öğretmen bize çok yardımcı oldu.;kızımla;kızımın;konuşan;relative_clauses
Bu muayenede hastanın sakince konuştuğu doktoru asistanlar dikkatle izledi.;Bu muayenede hastayla sakince konuştuğu doktoru asistanlar dikkatle izledi.;hastanın;hastayla;konuştuğu doktoru;relative_clauses
Ancak geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışan işi bıraktı.;Ancak geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışan işi bıraktı.;yöneticiyi;yöneticinin;ağlatan;relative_clauses
Şirket geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışanı odasına çağırdı.;Şirket geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışanı odasına çağırdı.;yöneticiyi;yöneticinin;ağlatan;relative_clauses
Bir sabah annesini hastanede gören küçük kızı bir türlü teselli edemediler.;Bir sabah annesinin hastanede gören küçük kızı bir türlü teselli edemediler.;annesini;annesinin;gören;relative_clauses
Sabah bakkala giderken komşunun görmemiş gibi yaptığı çırak ustasından azar yedi.;Sabah bakkala giderken komşuyu görmemiş gibi yaptığı çırak ustasından azar yedi.;komşunun;komşuyu;yaptığı çırak;relative_clauses
Sokağın başında berberin uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;Sokağın başında berberi uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;berberin;berberi;gördüğü terziyi;relative_clauses
Ve geçtiğimiz gün yöneticinin sesini yükselterek ağlattığı çalışanı odasına çağırdı.;Ve geçtiğimiz gün yöneticiyi sesini yükselterek ağlattığı çalışanı odasına çağırdı.;yöneticinin;yöneticiyi;ağlattığı çalışanı;relative_clauses
Ayrıca arka bahçede kediyi sürekli kovalayan köpek aslında oyun oynuyor.;Ayrıca arka bahçede kedinin sürekli kovalayan köpek aslında oyun oynuyor.;kediyi;kedinin;kovalayan;relative_clauses
Kadın bakkala giderken komşuyu görmemiş gibi yapan çırak ustasından azar yedi.;Kadın bakkala giderken komşunun görmemiş gibi yapan çırak ustasından azar yedi.;komşuyu;komşunun;yapan;relative_clauses
Teknik muayenede hastayla sakince konuşan doktoru asistanlar dikkatle izledi.;Teknik muayenede hastanın sakince konuşan doktoru asistanlar dikkatle izledi.;hastayla;hastanın;konuşan;relative_clauses
Yıllardır yönetmeni her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;Yıllardır yönetmenin her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;yönetmeni;yönetmenin;destekleyen;relative_clauses
Çok yıllardır yönetmeni her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;Çok yıllardır yönetmenin her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;yönetmeni;yönetmenin;destekleyen;relative_clauses
Bir toplantıdan sonra benim eve bıraktığım arkadaşım size de selam söyledi.;Bir toplantıdan sonra beni eve bıraktığım arkadaşım size de selam söyledi.;benim;beni;bıraktığım arkadaşım;relative_clauses
Son aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla önerdiği müteahhit bizimle görüşmeye geldi.;Son aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla önerdiği müteahhit bizimle görüşmeye geldi.;emlakçının;emlakçıyı;önerdiği müteahhit;relative_clauses
Ayrıca arka bahçede kedinin sürekli kovaladığı köpeği seviyorum.;Ayrıca arka bahçede kediyi sürekli kovaladığı köpeği seviyorum.;kedinin;kediyi;kovaladığı köpeği;relative_clauses
Son yıllardır yönetmeni her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;Son yıllardır yönetmenin her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;yönetmeni;yönetmenin;destekleyen;relative_clauses
Ayrıca geçtiğimiz ay ünlü yazarla nişanlanan muhabir kanala davetiye gönderdi.;Ayrıca geçtiğimiz ay ünlü yazarın nişanlanan muhabir kanala davetiye gönderdi.;ünlü yazarla;ünlü yazarın;nişanlanan;relative_clauses
Onlar her hafta tango hocasının derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;Onlar her hafta tango hocasıyla derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;tango hocasının;tango hocasıyla;dans ettiği öğrenciyi;relative_clauses
Orta sahada mühendisi bir şey sormak için arayan işçiyi biraz bekletti.;Orta sahada mühendisin bir şey sormak için arayan işçiyi biraz bekletti.;mühendisi;mühendisin;arayan;relative_clauses
Hatta geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışanı odasına çağırdı.;Hatta geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışanı odasına çağırdı.;yöneticiyi;yöneticinin;ağlatan;relative_clauses
Çünkü yıllardır yönetmeni her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;Çünkü yıllardır yönetmenin her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;yönetmeni;yönetmenin;destekleyen;relative_clauses
Bütün program boyunca gazetecinin sorularla bunalttığı sunucu sakinliğini korudu.;Bütün program boyunca gazeteciyi sorularla bunalttığı sunucu sakinliğini korudu.;gazetecinin;gazeteciyi;bunalttığı sunucu;relative_clauses
Hemen her hafta tango hocasının derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;Hemen her hafta tango hocasıyla derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;tango hocasının;tango hocasıyla;dans ettiği öğrenciyi;relative_clauses
O koltukta uyumasın diye Ece’nin yatağına kadar taşıdığı kardeşine annesi çarşaf çıkardı.;O koltukta uyumasın diye Ece’yi yatağına kadar taşıdığı kardeşine annesi çarşaf çıkardı.;Ece’nin;Ece’yi;taşıdığı kardeşine;relative_clauses
Ama konserde sevgilisini gururla izleyen adamı ben de fark ettim.;Ama konserde sevgilisinin gururla izleyen adamı ben de fark ettim.;sevgilisini;sevgilisinin;izleyen;relative_clauses
Her muayenede hastayla sakince konuşan doktoru asistanlar dikkatle izledi.;Her muayenede hastanın sakince konuşan doktoru asistanlar dikkatle izledi.;hastayla;hastanın;konuşan;relative_clauses
Bu yemekte onun yakından tanıdığı kişileri konuşturduk.;Bu yemekte onu yakından tanıdığı kişileri konuşturduk.;onun;onu;tanıdığı kişileri;relative_clauses
O koltukta uyumasın diye Ece’yi yatağına kadar taşıyan kardeşi odada çok kalmadı.;O koltukta uyumasın diye Ece’nin yatağına kadar taşıyan kardeşi odada çok kalmadı.;Ece’yi;Ece’nin;taşıyan;relative_clauses
O ormanda sırtlanın iştahla yediği aslanı daha önce görmüştü.;O ormanda sırtlanı iştahla yediği aslanı daha önce görmüştü.;sırtlanın;sırtlanı;yediği aslanı;relative_clauses
