good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Ve notere Almanca çevirisini yaptırdığı önemli bir belge verdi.;Ve notere Almanca çevirisini yaptırdığı önemli belge verdi.;bir;∅;belge;determiners
Önce ağzında kekremsi tat bırakan bir kahve içti.;Önce ağzında kekremsi tat bırakan kahve içti.;bir;∅;kahve;determiners
Zeynep rengi sarıya çalan desenli bir ceket denedi.;Zeynep rengi sarıya çalan desenli ceket denedi.;bir;∅;ceket;determiners
Bir notere Fransızca'ya çevirisini yaptırdığı bir evrak götürdü.;Bir notere Fransızca'ya çevirisini yaptırdığı evrak götürdü.;bir;∅;evrak;determiners
Gece seyretmek için arkadaşların tavsiye ettiği bir dizi seçtik.;Gece seyretmek için arkadaşların tavsiye ettiği dizi seçtik.;bir;∅;dizi;determiners
Fransız şefin tarifinden uyarladığım nefis bir börek yaptım.;Fransız şefin tarifinden uyarladığım nefis börek yaptım.;bir;∅;börek;determiners
İki laboratuvarda yeni geliştirilen bir ilaç denediler.;İki laboratuvarda yeni geliştirilen ilaç denediler.;bir;∅;ilaç;determiners
O gece izlemek için herkesin övgüyle bahsettiği bir film seçtiler.;O gece izlemek için herkesin övgüyle bahsettiği film seçtiler.;bir;∅;film;determiners
Adam merve rengi griye çalan modern bir hırka seçti.;Adam merve rengi griye çalan modern hırka seçti.;bir;∅;hırka;determiners
Bugün evin dekorasyonu için zarif bir tablo aldım.;Bugün evin dekorasyonu için zarif tablo aldım.;bir;∅;tablo;determiners
Ders sırasında öğretmen faydalı bir öneri sundu.;Ders sırasında öğretmen faydalı öneri sundu.;bir;∅;öneri;determiners
Kız ağzında kekremsi tat bırakan bir kahve içti.;Kız ağzında kekremsi tat bırakan kahve içti.;bir;∅;kahve;determiners
Onlar laboratuvarda yeni geliştirilen bir ilaç denediler.;Onlar laboratuvarda yeni geliştirilen ilaç denediler.;bir;∅;ilaç;determiners
Hemen marketten fiyatı uygun olan bir peynir aldım.;Hemen marketten fiyatı uygun olan peynir aldım.;bir;∅;peynir;determiners
Ve i̇çinde bolca ceviz ve tarçın olan bir kek yaptılar.;Ve i̇çinde bolca ceviz ve tarçın olan kek yaptılar.;bir;∅;kek;determiners
Dün ormanda hızlıca koşan bir geyik fark ettik.;Dün ormanda hızlıca koşan geyik fark ettik.;bir;∅;geyik;determiners
Sonra evde huzurlu bir atmosfer yaratmak için hoş bir mum yaktım.;Sonra evde huzurlu bir atmosfer yaratmak için hoş mum yaktım.;bir;∅;mum;determiners
Aynı yolda dikkatle yürüyen bir adam gördüm.;Aynı yolda dikkatle yürüyen adam gördüm.;bir;∅;adam;determiners
Francesco picasso'nun yaşamının anlatıldığı bir sergi gezdik.;Francesco picasso'nun yaşamının anlatıldığı sergi gezdik.;bir;∅;sergi;determiners
Ardından mimar Sinan'ın hayatının anlatıldığı bir belgesel izledik.;Ardından mimar Sinan'ın hayatının anlatıldığı belgesel izledik.;bir;∅;belgesel;determiners
Dün mozart'ın gençliğinin anlatıldığı bir program seyrettik.;Dün mozart'ın gençliğinin anlatıldığı program seyrettik.;bir;∅;program;determiners
Sınava çalışırken bana yardımcı olacak bir defter verdi.;Sınava çalışırken bana yardımcı olacak defter verdi.;bir;∅;defter;determiners
Her akşam okumak için eleştirmenlerin beğendiği bir makale seçtiler.;Her akşam okumak için eleştirmenlerin beğendiği makale seçtiler.;bir;∅;makale;determiners
Bugün akşam yemeğine eşlik etmesi için lezzetli bir çorba yaptım.;Bugün akşam yemeğine eşlik etmesi için lezzetli çorba yaptım.;bir;∅;çorba;determiners
Biz piknik için rahatça oturacağımız geniş bir battaniye aldım.;Biz piknik için rahatça oturacağımız geniş battaniye aldım.;bir;∅;battaniye;determiners
Ben büyükannemin tarifine göre yapılan bir reçel tattırdı.;Ben büyükannemin tarifine göre yapılan reçel tattırdı.;bir;∅;reçel;determiners
Yine duvarda asılı duran bir resim inceledik.;Yine duvarda asılı duran resim inceledik.;bir;∅;resim;determiners
Ancak geçen hafta indirime giren bir bilgisayar satın aldım.;Ancak geçen hafta indirime giren bilgisayar satın aldım.;bir;∅;bilgisayar;determiners
Sonra notere Fransızca'ya çevirisini yaptırdığı bir evrak götürdü.;Sonra notere Fransızca'ya çevirisini yaptırdığı evrak götürdü.;bir;∅;evrak;determiners
Sonra leonardo da Vinci'nin hayatının anlatıldığı etkileyici bir film izledik.;Sonra leonardo da Vinci'nin hayatının anlatıldığı etkileyici film izledik.;bir;∅;film;determiners
Ardından ağzında kekremsi tat bırakan bir kahve içti.;Ardından ağzında kekremsi tat bırakan kahve içti.;bir;∅;kahve;determiners
Ben ayşe rengi maviye çalan güzel bir çanta beğendi.;Ben ayşe rengi maviye çalan güzel çanta beğendi.;bir;∅;çanta;determiners
Ayrıca kamp yaparken kullanışlı olacak bir çadır satın aldık.;Ayrıca kamp yaparken kullanışlı olacak çadır satın aldık.;bir;∅;çadır;determiners
Ben düğün için zarif bir elbise aldım.;Ben düğün için zarif elbise aldım.;bir;∅;elbise;determiners
Bir ormanda hızlıca koşan bir geyik fark ettik.;Bir ormanda hızlıca koşan geyik fark ettik.;bir;∅;geyik;determiners
Sonra düğün için zarif bir elbise aldım.;Sonra düğün için zarif elbise aldım.;bir;∅;elbise;determiners
Akşam kitap kulübünde heyecan verici bir roman okuduk.;Akşam kitap kulübünde heyecan verici roman okuduk.;bir;∅;roman;determiners
İkinci ders sırasında öğretmen faydalı bir öneri sundu.;İkinci ders sırasında öğretmen faydalı öneri sundu.;bir;∅;öneri;determiners
Cumartesi akşam okumak için eleştirmenlerin beğendiği bir makale seçtiler.;Cumartesi akşam okumak için eleştirmenlerin beğendiği makale seçtiler.;bir;∅;makale;determiners
Ve deniz kenarında serinleten bir rüzgar hissettik.;Ve deniz kenarında serinleten rüzgar hissettik.;bir;∅;rüzgar;determiners
Bir sabah kahvaltısında lezzetli bir omlet yedim.;Bir sabah kahvaltısında lezzetli omlet yedim.;bir;∅;omlet;determiners
Ufaklığın dikkatini çekecek eğlenceli bir oyuncak aldım.;Ufaklığın dikkatini çekecek eğlenceli oyuncak aldım.;bir;∅;oyuncak;determiners
Daha yeni açılan lokantada şef tarafından önerilen bir tatlı denedik.;Daha yeni açılan lokantada şef tarafından önerilen tatlı denedik.;bir;∅;tatlı;determiners
Erkek arkadaşıma hediye etmek için şık bir saat seçtim.;Erkek arkadaşıma hediye etmek için şık saat seçtim.;bir;∅;saat;determiners
Çocuklar i̇çinde bolca ceviz ve tarçın olan bir kek yaptılar.;Çocuklar i̇çinde bolca ceviz ve tarçın olan kek yaptılar.;bir;∅;kek;determiners
Onlar i̇çinde bolca ceviz ve tarçın olan bir kek yaptılar.;Onlar i̇çinde bolca ceviz ve tarçın olan kek yaptılar.;bir;∅;kek;determiners
Tiyatroda oyuncuların büyük özveriyle canlandırdığı bir oyun izledik.;Tiyatroda oyuncuların büyük özveriyle canlandırdığı oyun izledik.;bir;∅;oyun;determiners
Öğrenciler mezuniyet kutlaması için fiyatı makul sayılabilecek bir araç aldılar.;Öğrenciler mezuniyet kutlaması için fiyatı makul sayılabilecek araç aldılar.;bir;∅;araç;determiners
O merve rengi griye çalan modern bir hırka seçti.;O merve rengi griye çalan modern hırka seçti.;bir;∅;hırka;determiners
Yine pastanede özenle hazırlanan bir pasta aldık.;Yine pastanede özenle hazırlanan pasta aldık.;bir;∅;pasta;determiners
Arkadaşlar mezuniyet kutlaması için fiyatı makul sayılabilecek bir araç aldılar.;Arkadaşlar mezuniyet kutlaması için fiyatı makul sayılabilecek araç aldılar.;bir;∅;araç;determiners
Yalnız geçen hafta tadı damağımda kalan bir tatlı yedim.;Yalnız geçen hafta tadı damağımda kalan tatlı yedim.;bir;∅;tatlı;determiners
Ayrıca piknik için rahatça oturacağımız geniş bir battaniye aldım.;Ayrıca piknik için rahatça oturacağımız geniş battaniye aldım.;bir;∅;battaniye;determiners
Hemen geçen hafta indirime giren bir bilgisayar satın aldım.;Hemen geçen hafta indirime giren bilgisayar satın aldım.;bir;∅;bilgisayar;determiners
Ve bütün gün beni tok tutan sağlıklı bir smoothie içtim.;Ve bütün gün beni tok tutan sağlıklı smoothie içtim.;bir;∅;smoothie;determiners
Küçük tiyatroda oyuncuların büyük özveriyle canlandırdığı bir oyun izledik.;Küçük tiyatroda oyuncuların büyük özveriyle canlandırdığı oyun izledik.;bir;∅;oyun;determiners
Ben kütüphaneden herkesin önerdiği bir kitap aldım.;Ben kütüphaneden herkesin önerdiği kitap aldım.;bir;∅;kitap;determiners
Kadın merve rengi griye çalan modern bir hırka seçti.;Kadın merve rengi griye çalan modern hırka seçti.;bir;∅;hırka;determiners
Sonra avukata Rusça'ya çevirisini yaptırdığı bir sözleşme iletti.;Sonra avukata Rusça'ya çevirisini yaptırdığı sözleşme iletti.;bir;∅;sözleşme;determiners
Rus bilim insanları yeni yöntemlerle geliştirilen bir aşı test ediyor.;Rus bilim insanları yeni yöntemlerle geliştirilen aşı test ediyor.;bir;∅;aşı;determiners
Kız doğum günü için üstünü çileklerle süslediğimiz bir pasta hazırladık.;Kız doğum günü için üstünü çileklerle süslediğimiz pasta hazırladık.;bir;∅;pasta;determiners
Duvarda asılı duran bir resim inceledik.;Duvarda asılı duran resim inceledik.;bir;∅;resim;determiners
Piknik için rahatça oturacağımız geniş bir battaniye aldım.;Piknik için rahatça oturacağımız geniş battaniye aldım.;bir;∅;battaniye;determiners
Ve herkesin önerdiği harika bir film izledik.;Ve herkesin önerdiği harika film izledik.;bir;∅;film;determiners
Ve ofise mis gibi kokan bir çiçek geldi.;Ve ofise mis gibi kokan çiçek geldi.;bir;∅;çiçek;determiners
Bir nişan hediyesi olarak modeli hoş gelen bir yüzük alacağız.;Bir nişan hediyesi olarak modeli hoş gelen yüzük alacağız.;bir;∅;yüzük;determiners
Sonra yolda dikkatle yürüyen bir adam gördüm.;Sonra yolda dikkatle yürüyen adam gördüm.;bir;∅;adam;determiners
Laboratuvarda çok etkili bir ilaç test ettiler.;Laboratuvarda çok etkili ilaç test ettiler.;bir;∅;ilaç;determiners
Bir marketten indirimde olan bir deterjan aldım.;Bir marketten indirimde olan deterjan aldım.;bir;∅;deterjan;determiners
Bu kitapçının vitrininde ilgi çekici bir roman gördüm.;Bu kitapçının vitrininde ilgi çekici roman gördüm.;bir;∅;roman;determiners
İlk mezuniyet kutlaması için fiyatı makul sayılabilecek bir araç aldılar.;İlk mezuniyet kutlaması için fiyatı makul sayılabilecek araç aldılar.;bir;∅;araç;determiners
Pazar sinema gecesi için konusu dramatik olan farklı bir film bulduk.;Pazar sinema gecesi için konusu dramatik olan farklı film bulduk.;bir;∅;film;determiners
Dün bahçede büyüyen rengarenk bir çiçek kopardım.;Dün bahçede büyüyen rengarenk çiçek kopardım.;bir;∅;çiçek;determiners
İlk gece izlemek için herkesin övgüyle bahsettiği bir film seçtiler.;İlk gece izlemek için herkesin övgüyle bahsettiği film seçtiler.;bir;∅;film;determiners
Kendi stüdyolarında özenle kaydedilen bir şarkı dinledik.;Kendi stüdyolarında özenle kaydedilen şarkı dinledik.;bir;∅;şarkı;determiners
Adam ağzında kekremsi tat bırakan bir kahve içti.;Adam ağzında kekremsi tat bırakan kahve içti.;bir;∅;kahve;determiners
İlk nişan hediyesi olarak modeli hoş gelen bir yüzük alacağız.;İlk nişan hediyesi olarak modeli hoş gelen yüzük alacağız.;bir;∅;yüzük;determiners
Yine merve rengi griye çalan modern bir hırka seçti.;Yine merve rengi griye çalan modern hırka seçti.;bir;∅;hırka;determiners
Bugün ormanda hızlıca koşan bir geyik fark ettik.;Bugün ormanda hızlıca koşan geyik fark ettik.;bir;∅;geyik;determiners
Son ders sırasında öğretmen faydalı bir öneri sundu.;Son ders sırasında öğretmen faydalı öneri sundu.;bir;∅;öneri;determiners
Sonra köşedeki dükkandan fiyatı uygun olan bir çanta aldım.;Sonra köşedeki dükkandan fiyatı uygun olan çanta aldım.;bir;∅;çanta;determiners
Akşam bütün gün beni tok tutan sağlıklı bir smoothie içtim.;Akşam bütün gün beni tok tutan sağlıklı smoothie içtim.;bir;∅;smoothie;determiners
Butikte göz kamaştıran ince askılı bir elbise gördüm.;Butikte göz kamaştıran ince askılı elbise gördüm.;bir;∅;elbise;determiners
Bir akşam okumak için eleştirmenlerin beğendiği bir makale seçtiler.;Bir akşam okumak için eleştirmenlerin beğendiği makale seçtiler.;bir;∅;makale;determiners
Bu tiyatroda oyuncuların büyük özveriyle canlandırdığı bir oyun izledik.;Bu tiyatroda oyuncuların büyük özveriyle canlandırdığı oyun izledik.;bir;∅;oyun;determiners
Ayrıca ormanda hızlıca koşan bir geyik fark ettik.;Ayrıca ormanda hızlıca koşan geyik fark ettik.;bir;∅;geyik;determiners
Türk bilim insanları yeni yöntemlerle geliştirilen bir aşı test ediyor.;Türk bilim insanları yeni yöntemlerle geliştirilen aşı test ediyor.;bir;∅;aşı;determiners
Cumartesi sinema gecesi için konusu dramatik olan farklı bir film bulduk.;Cumartesi sinema gecesi için konusu dramatik olan farklı film bulduk.;bir;∅;film;determiners
Ve beyaz dantel detayları içeren zarif bir gelinlik denedim.;Ve beyaz dantel detayları içeren zarif gelinlik denedim.;bir;∅;gelinlik;determiners
Bir mezuniyet kutlaması için fiyatı makul sayılabilecek bir araç aldılar.;Bir mezuniyet kutlaması için fiyatı makul sayılabilecek araç aldılar.;bir;∅;araç;determiners
Ardından müdüre İtalyanca'ya çevirisini yaptırdığı bir doküman götürdü.;Ardından müdüre İtalyanca'ya çevirisini yaptırdığı doküman götürdü.;bir;∅;doküman;determiners
Bu laboratuvarda çok etkili bir ilaç test ettiler.;Bu laboratuvarda çok etkili ilaç test ettiler.;bir;∅;ilaç;determiners
Köşedeki dükkandan fiyatı uygun olan bir çanta aldım.;Köşedeki dükkandan fiyatı uygun olan çanta aldım.;bir;∅;çanta;determiners
Akşam otobüste okumak için eğlenceli bir dergi aldım.;Akşam otobüste okumak için eğlenceli dergi aldım.;bir;∅;dergi;determiners
Bir doğum günü için üstünü çileklerle süslediğimiz bir pasta hazırladık.;Bir doğum günü için üstünü çileklerle süslediğimiz pasta hazırladık.;bir;∅;pasta;determiners
Japon bilim insanları yeni yöntemlerle geliştirilen bir aşı test ediyor.;Japon bilim insanları yeni yöntemlerle geliştirilen aşı test ediyor.;bir;∅;aşı;determiners
Okul müdüre İngilizce'ye çevirisini yaptırdığı önemli bir belge teslim etti.;Okul müdüre İngilizce'ye çevirisini yaptırdığı önemli belge teslim etti.;bir;∅;belge;determiners
Marketten fiyatı uygun olan bir peynir aldım.;Marketten fiyatı uygun olan peynir aldım.;bir;∅;peynir;determiners
Mezuniyet kutlaması için fiyatı makul sayılabilecek bir araç aldılar.;Mezuniyet kutlaması için fiyatı makul sayılabilecek araç aldılar.;bir;∅;araç;determiners
Merhaba nazan rengi kırmızıya çalan bir elbise beğendi.;Merhaba nazan rengi kırmızıya çalan elbise beğendi.;bir;∅;elbise;determiners
Cumartesi gece izlemek için herkesin övgüyle bahsettiği bir film seçtiler.;Cumartesi gece izlemek için herkesin övgüyle bahsettiği film seçtiler.;bir;∅;film;determiners
Ayrıca mimar Sinan'ın hayatının anlatıldığı bir belgesel izledik.;Ayrıca mimar Sinan'ın hayatının anlatıldığı belgesel izledik.;bir;∅;belgesel;determiners
Patrona Japonca'ya çevirisini yaptırdığı bir rapor sundu.;Patrona Japonca'ya çevirisini yaptırdığı rapor sundu.;bir;∅;rapor;determiners
Sonra bu sabah beni ayıltan lezzetli bir kahve içtim.;Sonra bu sabah beni ayıltan lezzetli kahve içtim.;bir;∅;kahve;determiners
Ve dün akşam lezzeti damağımda kalan bir tatlı yedim.;Ve dün akşam lezzeti damağımda kalan tatlı yedim.;bir;∅;tatlı;determiners
Bu notere Almanca çevirisini yaptırdığı önemli bir belge verdi.;Bu notere Almanca çevirisini yaptırdığı önemli belge verdi.;bir;∅;belge;determiners
Ayrıca dokusu kadifeyi andıran güzel bir mont beğendik.;Ayrıca dokusu kadifeyi andıran güzel mont beğendik.;bir;∅;mont;determiners
Bugün ofise mis gibi kokan bir çiçek geldi.;Bugün ofise mis gibi kokan çiçek geldi.;bir;∅;çiçek;determiners
Bugün kütüphaneden herkesin önerdiği bir kitap aldım.;Bugün kütüphaneden herkesin önerdiği kitap aldım.;bir;∅;kitap;determiners
Sabah sabah kahvaltısında lezzetli bir omlet yedim.;Sabah sabah kahvaltısında lezzetli omlet yedim.;bir;∅;omlet;determiners
İlk doğum günü için üstünü çileklerle süslediğimiz bir pasta hazırladık.;İlk doğum günü için üstünü çileklerle süslediğimiz pasta hazırladık.;bir;∅;pasta;determiners
Özel pastanede özenle hazırlanan bir pasta aldık.;Özel pastanede özenle hazırlanan pasta aldık.;bir;∅;pasta;determiners
Akşam izlemek için herkesin merakla beklediği bir dizi seçtiler.;Akşam izlemek için herkesin merakla beklediği dizi seçtiler.;bir;∅;dizi;determiners
Biz mozart'ın gençliğinin anlatıldığı bir program seyrettik.;Biz mozart'ın gençliğinin anlatıldığı program seyrettik.;bir;∅;program;determiners
Yeni işimde bana yardımcı olacak bir ajanda satın aldım.;Yeni işimde bana yardımcı olacak ajanda satın aldım.;bir;∅;ajanda;determiners
Düğün için zarif bir elbise aldım.;Düğün için zarif elbise aldım.;bir;∅;elbise;determiners
Merhaba ayşe rengi maviye çalan güzel bir çanta beğendi.;Merhaba ayşe rengi maviye çalan güzel çanta beğendi.;bir;∅;çanta;determiners
Notere Fransızca'ya çevirisini yaptırdığı bir evrak götürdü.;Notere Fransızca'ya çevirisini yaptırdığı evrak götürdü.;bir;∅;evrak;determiners
Kendisi notere Almanca çevirisini yaptırdığı önemli bir belge verdi.;Kendisi notere Almanca çevirisini yaptırdığı önemli belge verdi.;bir;∅;belge;determiners
Film seyretmek için arkadaşların tavsiye ettiği bir dizi seçtik.;Film seyretmek için arkadaşların tavsiye ettiği dizi seçtik.;bir;∅;dizi;determiners
Bilim insanları yeni yöntemlerle geliştirilen bir aşı test ediyor.;Bilim insanları yeni yöntemlerle geliştirilen aşı test ediyor.;bir;∅;aşı;determiners
Kütüphanede sessizce çalışan bir öğrenci vardı.;Kütüphanede sessizce çalışan öğrenci vardı.;bir;∅;öğrenci;determiners
İstanbul sinema gecesi için konusu dramatik olan farklı bir film bulduk.;İstanbul sinema gecesi için konusu dramatik olan farklı film bulduk.;bir;∅;film;determiners
Özel laboratuvarda yeni geliştirilen bir ilaç denediler.;Özel laboratuvarda yeni geliştirilen ilaç denediler.;bir;∅;ilaç;determiners
Ama bu sabah beni ayıltan lezzetli bir kahve içtim.;Ama bu sabah beni ayıltan lezzetli kahve içtim.;bir;∅;kahve;determiners
Biz deniz kenarında serinleten bir rüzgar hissettik.;Biz deniz kenarında serinleten rüzgar hissettik.;bir;∅;rüzgar;determiners
Yeni evin dekorasyonu için zarif bir tablo aldım.;Yeni evin dekorasyonu için zarif tablo aldım.;bir;∅;tablo;determiners
Dün bu sabah beni ayıltan lezzetli bir kahve içtim.;Dün bu sabah beni ayıltan lezzetli kahve içtim.;bir;∅;kahve;determiners
Dün akşam lezzeti damağımda kalan bir tatlı yedim.;Dün akşam lezzeti damağımda kalan tatlı yedim.;bir;∅;tatlı;determiners
Bugün yeni açılan lokantada şef tarafından önerilen bir tatlı denedik.;Bugün yeni açılan lokantada şef tarafından önerilen tatlı denedik.;bir;∅;tatlı;determiners
Sahafta çok tavsiye edilen bir kitap buldum.;Sahafta çok tavsiye edilen kitap buldum.;bir;∅;kitap;determiners
Ben sömestr tatilinde sürükleyici bir roman okudum.;Ben sömestr tatilinde sürükleyici roman okudum.;bir;∅;roman;determiners
Bebek bebeğin eline sallayınca ses çıkaran bir oyuncak verdi.;Bebek bebeğin eline sallayınca ses çıkaran oyuncak verdi.;bir;∅;oyuncak;determiners
Ben ders çalışırken sessiz ve ferah bir kafe tercih ediyorum.;Ben ders çalışırken sessiz ve ferah kafe tercih ediyorum.;bir;∅;kafe;determiners
Marketten indirimde olan bir deterjan aldım.;Marketten indirimde olan deterjan aldım.;bir;∅;deterjan;determiners
Ama geçen sene köyde kerpiçten yapılan bir baraka gördüm.;Ama geçen sene köyde kerpiçten yapılan baraka gördüm.;bir;∅;baraka;determiners
Ben gizem desenleri baya farklı duran bir bluz aldı.;Ben gizem desenleri baya farklı duran bluz aldı.;bir;∅;bluz;determiners
Ardından laboratuvarda çok etkili bir ilaç test ettiler.;Ardından laboratuvarda çok etkili ilaç test ettiler.;bir;∅;ilaç;determiners
Yine sabahları içimi ısıtan bir çorba içmeyi seviyorum.;Yine sabahları içimi ısıtan çorba içmeyi seviyorum.;bir;∅;çorba;determiners
İngiliz bilim insanları yeni yöntemlerle geliştirilen bir aşı test ediyor.;İngiliz bilim insanları yeni yöntemlerle geliştirilen aşı test ediyor.;bir;∅;aşı;determiners
Sonra bankaya Korece'ye çevirisini yaptırdığı bir sözleşme verdi.;Sonra bankaya Korece'ye çevirisini yaptırdığı sözleşme verdi.;bir;∅;sözleşme;determiners
Bugün o kafede tadına doyamadığımız bir salata yedik.;Bugün o kafede tadına doyamadığımız salata yedik.;bir;∅;salata;determiners
Bugün seyretmek için arkadaşların tavsiye ettiği bir dizi seçtik.;Bugün seyretmek için arkadaşların tavsiye ettiği dizi seçtik.;bir;∅;dizi;determiners
Ardından zeynep rengi sarıya çalan desenli bir ceket denedi.;Ardından zeynep rengi sarıya çalan desenli ceket denedi.;bir;∅;ceket;determiners
Sinema gecesi için herkesin beğendiği bir film seçti.;Sinema gecesi için herkesin beğendiği film seçti.;bir;∅;film;determiners
Süper marketten indirimde olan bir deterjan aldım.;Süper marketten indirimde olan deterjan aldım.;bir;∅;deterjan;determiners
Gece izlemek için herkesin övgüyle bahsettiği bir film seçtiler.;Gece izlemek için herkesin övgüyle bahsettiği film seçtiler.;bir;∅;film;determiners
