good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Vitrinde beğendiğim fuları bana arkadaşım aldı.,Vitrinde beğendiğim fuları beni arkadaşım aldı.,bana,beni,aldı,argument_structure,ditransitive
Kediyi veterinere kız kardeşim götürdü.,Kediye veterinere kız kardeşim götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Yeni telefonunu bana babam verdi.,Yeni telefonuna bana babam verdi.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Eski hikayeleri bana dedem anlattı.,Eski hikayeleri beni dedem anlattı.,bana,beni,anlattı,argument_structure,ditransitive
El örgüsü kazağı bana halam hediye etti.,El örgüsü kazağı beni halam hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Oyuncakları çocuklara teyzem dağıttı.,Oyuncaklara çocuklara teyzem dağıttı.,oyuncaklari,oyuncaklara,dağıttı,argument_structure,ditransitive
Yeni filmi bana arkadaşım önerdi.,Yeni filmi benle arkadaşım önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Köpeği parka kuzenim götürdü.,Köpeğe parka kuzenim götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Topladığı taze meyveleri bize komşumuz getirdi.,Topladığı taze meyveleri bizi komşumuz getirdi.,bize,bizi,getirdi,argument_structure,ditransitive
Bol bol kitap okumalarını öğrencilere öğretmen tavsiye etti.,Bol bol kitap okumalarını öğrencileri öğretmen tavsiye etti.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Altın bileziği görümcesine gelin hediye etti.,Altın bilezikle görümcesine gelin hediye etti.,bileziği,bilezikle,hediye etti,argument_structure,ditransitive
Topu arkadaşına oğlum ödünç verdi.,Topla arkadaşına oğlum ödünç verdi.,topu,topla,ödünç verdi,argument_structure,ditransitive
En taze meyveleri bize manav ayırdı.,En taze meyveleri bizi manav ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
En güzel etleri bana kasap ayırdı.,En güzel etleri beni kasap ayırdı.,bana,beni,ayırdı,argument_structure,ditransitive
Yeni bir şarkıyı bana arkadaşım önerdi.,Yeni bir şarkıyı beni arkadaşım önerdi.,bana,beni,önerdi,argument_structure,ditransitive
Çikolatayı arkadaşına kız hiç düşünmeden verdi.,Çikolatayı arkadaşından kız hiç düşünmeden verdi.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Gitarını bana amcam ödünç verdi.,Gitarına bana amcam ödünç verdi.,gitarını,gitarına,ödünç verdi,argument_structure,ditransitive
Teyzesine mağazadaki oyuncağı küçük çocuk gösterdi.,Teyzesini mağazadaki oyuncağı küçük çocuk gösterdi.,Teyzesine,Teyzesini,gösterdi,argument_structure,ditransitive
Parkta lise öğretmenine babam rastlamış.,Parkı lise öğretmenine babam rastlamış.,parkta,parkı,rastlamış,argument_structure,ditransitive
Pastanın üstüne çikolatayı annem koyar.,Pastanın üstünü çikolatayı annem koyar.,üstüne,üstünü,koyar,argument_structure,ditransitive
Kızı dün gece apar topar kliniğe biz götürdük.,Kıza dün gece apar topar kliniğe biz götürdük.,kızı,kıza,götürdük,argument_structure,ditransitive
Belgeleri masasına asistan getirdi.,Belgelerle masasına asistan getirdi.,belgeleri,belgelerle,getirdi,argument_structure,ditransitive
Burma bileziği geline onlar taktılar.,Burma bileziği gelini onlar taktılar.,geline,gelini,taktılar,argument_structure,ditransitive
Koca bir bardak çayı üzerime ben döktüm.,Koca bir bardak çayı üzerimde ben döktüm.,üzerime,üzerimde,döktüm,argument_structure,ditransitive
Yanlış kararlar halkı adaletsizliğe mahkum etti.,Yanlış kararlar halkla adaletsizliğe mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Yine taşı evin camına mahalledeki çocuklar attı.,Yine taşı evin camını mahalledeki çocuklar attı.,camına,camını,attı,argument_structure,ditransitive
Dün sütü ben aldığım için markete kardeşimi annem yolladı.,Dün sütü ben aldığım için markette kardeşimi annem yolladı.,markete,markette,yolladı,argument_structure,ditransitive
Elma ağacını evlerinin arka bahçesine onlar dikmişler.,Elma ağacını evlerinin arka bahçesinden onlar dikmişler.,arka bahçesine,arka bahçesinden,dikmişler,argument_structure,ditransitive
Size bu konudaki düşüncelerinden o bahsetmiştir.,Sizi bu konudaki düşüncelerinden o bahsetmiştir.,size,sizi,bahsetmiştir,argument_structure,ditransitive
Yıllardır sadece sanatına kendini o adamış.,Yıllardır sadece sanatına kendinden o adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen kadınlara ben ithaf ediyorum.,Bu sergiye neşesini kaybetmeyen kadınlara ben ithaf ediyorum.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Şapkasını girişteki dolaba Uğur astı.,Şapkasına girişteki dolaba Uğur astı.,şapkasını,şapkasına,astı,argument_structure,ditransitive
Küçükken ekmeğimi çorbaya ben banardım.,Küçükken ekmeğimde çorbaya ben banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Dileklerini yazdığı kartı bir ağacın dalına Selen bağladı.,Dileklerini yazdığı karta bir ağacın dalına Selen bağladı.,kartı,karta,bağladı,argument_structure,ditransitive
Kılçıklarını temizlediğiniz balığı pane ununa siz bulayın.,Kılçıklarını temizlediğiniz balığa pane ununa siz bulayın.,balığı,balığa,bulayın,argument_structure,ditransitive
Yeni şarkıyı öğrencilere öğretmen öğretti.,Yeni şarkıyı öğrencileri öğretmen öğretti.,öğrencilere,öğrencileri,öğretti,argument_structure,ditransitive
En sevdiği kitabı dedesine çocuk verdi.,En sevdiği kitabı dedesini çocuk verdi.,dedesine,dedesini,verdi,argument_structure,ditransitive
Yılbaşı hediyesini bana arkadaşım verdi.,Yılbaşı hediyesini beni arkadaşım verdi.,bana,beni,verdi,argument_structure,ditransitive
Tatlıları misafirlerimize garson servis etti.,Tatlıları misafirlerimizi garson servis etti.,misafirlerimize,misafirlerimizi,servis etti,argument_structure,ditransitive
Yeni projeleri personeline şirket dağıttı.,Yeni projeleri personelini şirket dağıttı.,personeline,personelini,dağıttı,argument_structure,ditransitive
Rolleri sanatçılara yönetmen dağıttı.,Rolleri sanatçıları yönetmen dağıttı.,sanatçılara,sanatçıları,dağıttı,argument_structure,ditransitive
Mamasını bebeğe anne yedirdi.,Mamasını bebeği anne yedirdi.,bebeğe,bebeği,yedirdi,argument_structure,ditransitive
Bildiği fıkraları torunlarına dedem anlattı.,Bildiği fıkraları torunlarını dedem anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Yeni şiir kitabını dinleyicilerine şair tanıttı.,Yeni şiir kitabını dinleyicilerini şair tanıttı.,dinleyicilerine,dinleyicilerini,tanıttı,argument_structure,ditransitive
Kendi stratejilerini takıma antrenör öğretti.,Kendi stratejilerini takımı antrenör öğretti.,takıma,takımı,öğretti,argument_structure,ditransitive
Okulda öğrendiği şiiri babasına çocuk okudu.,Okulda öğrendiği şiiri babasını çocuk okudu.,babasına,babasını,okudu,argument_structure,ditransitive
Son gelişmeleri bana arkadaşım anlattı.,Son gelişmeleri beni arkadaşım anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Son direktifleri ekibine yönetmen verdi.,Son direktifleri ekibini yönetmen verdi.,ekibine,ekibini,verdi,argument_structure,ditransitive
Beslenme planını atletlere antrenör anlattı.,Beslenme planını atletleri antrenör anlattı.,atletlere,atletleri,anlattı,argument_structure,ditransitive
Gardırobu abime annem almış.,Gardırobu abimi annem almış.,abime,abimi,almış,argument_structure,ditransitive
İstediğim konser biletini bana arkadaşım aldı.,İstediğim konser biletini beni arkadaşım aldı.,bana,beni,aldı,argument_structure,ditransitive
Kediyi komşuya kız kardeşim götürdü.,Kediye komşuya kız kardeşim götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Yeni saatini bana babam verdi.,Yeni saatine bana babam verdi.,saatini,saatine,verdi,argument_structure,ditransitive
Devrimci anılarını bana dedem anlattı.,Devrimci anılarını beni dedem anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Eldiveni bana halam hediye etti.,Eldiveni beni halam hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Kitapları çocuklara teyzem dağıttı.,Kitaplara çocuklara teyzem dağıttı.,kitapları,kitaplara,dağıttı,argument_structure,ditransitive
Diziyi bana arkadaşım önerdi.,Diziyi benle arkadaşım önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Kediyi bahçeye kuzenim götürdü.,Kediye bahçeye kuzenim götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Taze sebzeleri bize komşumuz getirdi.,Taze sebzeleri bizi komşumuz getirdi.,bize,bizi,getirdi,argument_structure,ditransitive
Ödevleri zamanında yapmalarını öğrencilere öğretmen nasihat etti.,Ödevleri zamanında yapmalarını öğrencileri öğretmen nasihat etti.,öğrencilere,öğrencileri,nasihat etti,argument_structure,ditransitive
Gerdanlığı kayınvalidesine gelin hediye etti.,Gerdanlığa kayınvalidesine gelin hediye etti.,gerdanlığı,gerdanlığa,hediye etti,argument_structure,ditransitive
Bisikleti arkadaşına oğlum ödünç verdi.,Bisikletle arkadaşına oğlum ödünç verdi.,bisikleti,bisikletle,ödünç verdi,argument_structure,ditransitive
En lezzetli meyveleri bize manav ayırdı.,En lezzetli meyveleri bizi manav ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
En iyi bifteği bana kasap ayırdı.,En iyi bifteği beni kasap ayırdı.,bana,beni,ayırdı,argument_structure,ditransitive
Yeni kitabını bana arkadaşım önerdi.,Yeni kitabına bana arkadaşım önerdi.,kitabını,kitabına,önerdi,argument_structure,ditransitive
