good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Tatile çıkma fikrine çok ısındığımı sanıyor.,Tatile çıkma fikrini çok ısındığımı sanıyor.,fikrine,fikrini,ısındığımı,argument_structure,transitive
Bu duruma çok üzüldüklerini sanıyor.,Bu durumu çok üzüldüklerini sanıyor.,duruma,durumu,üzüldüklerini,argument_structure,transitive
Yeni projeye başlamaya karar verdiklerini sanıyor.,Yeni projeye başlamayı karar verdiklerini sanıyor.,başlamaya,başlamayı,karar verdiklerini,argument_structure,transitive
Onun tepkisine çok şaşırdığımı sanıyor.,Onun tepkisini çok şaşırdığımı sanıyor.,tepkisine,tepkisini,şaşırdığımı,argument_structure,transitive
Bu tabloya hayran kaldığımı sanıyor.,Bu tabloyu hayran kaldığımı sanıyor.,tabloya,tabloyu,hayran kaldığımı,argument_structure,transitive
Ona büyük saygı duyduğumu sanıyor.,Onu büyük saygı duyduğumu sanıyor.,ona,onu,duyduğumu,argument_structure,transitive
Yeni bir işe girdiğimi sanıyor.,Yeni bir işi girdiğimi sanıyor.,işe,işi,girdiğimi,argument_structure,transitive
Ona koşulsuz destek olduğumu sanıyor.,Onu koşulsuz destek olduğumu sanıyor.,ona,onu,olduğumu,argument_structure,transitive
Bu projeye çok önem verdiğimizi sanıyor.,Bu projeyi çok önem verdiğimizi sanıyor.,projeye,projeyi,verdiğimizi,argument_structure,transitive
Son duruma çok şaşırdığımı sanıyor.,Son durumu çok şaşırdığımı sanıyor.,duruma,durumu,şaşırdığımı,argument_structure,transitive
Sana her zaman güvendiğimi sanıyor.,Seni her zaman güvendiğimi sanıyor.,sana,seni,güvendiğimi,argument_structure,transitive
Bu sınava günlerce çalıştığımı sanıyor.,Bu sınavı günlerce çalıştığımı sanıyor.,sınava,sınavı,çalıştığımı,argument_structure,transitive
Onun söylediklerine katıldığımı sanıyor.,Onun söylediklerini katıldığımı sanıyor.,söylediklerine,söylediklerini,katıldığımı,argument_structure,transitive
Şu değişikliklere oldum olası alışamadığımı sanıyor.,Şu değişiklikleri oldum olası alışamadığımı sanıyor.,değişikliklere,değişiklikleri,alışamadığımı,argument_structure,transitive
Annemin sözlerine kulak verdiğimi sanıyor.,Annemin sözlerini kulak verdiğimi sanıyor.,sözlerine,sözlerini,verdiğimi,argument_structure,transitive
Konferansa katılmaya karar verdiğimi sanıyor.,Konferansı katılmayı karar verdiğimi sanıyor.,katılmaya,katılmayı,karar verdiğimi,argument_structure,transitive
Oyunlara fazla kapılmadığımı sanıyor.,Oyunları fazla kapılmadığımı sanıyor.,oyunlara,oyunları,kapılmadığımı,argument_structure,transitive
Dün yaptıklarından sonra sana çok kırıldığımı sanıyor.,Dün yaptıklarından sonra seni çok kırıldığımı sanıyor.,sana,seni,kırıldığımı,argument_structure,transitive
Etkinliğe katılmayı düşündüklerini sanıyor.,Etkinliğe katılmaya düşündüklerini sanıyor.,katılmayı,katılmaya,düşündüklerini,argument_structure,transitive
Gözden kaçan hataya çok üzüldüğümü sanıyor.,Gözden kaçan hatayı çok üzüldüğümü sanıyor.,hataya,hatayı,üzüldüğümü,argument_structure,transitive
Tartışmaya girmeyi sevmediğimi sanıyor.,Tartışmaya girmeye sevmediğimi sanıyor.,girmeyi,girmeye,sevmediğimi,argument_structure,transitive
Seni buralarda görmeye son zamanlarda iyice alıştığımı sanıyor.,Seni buralarda görmeyi son zamanlarda iyice alıştığımı sanıyor.,görmeye,görmeyi,alıştığımı,argument_structure,transitive
Zorlu bir süreçten sonra elde ettiğin bu başarıya sevindiğimi sanıyor.,Zorlu bir süreçten sonra elde ettiğin bu başarıyı sevindiğimi sanıyor.,başarıya,başarıyı,sevindiğimi,argument_structure,transitive
Eda'nın yeni elbisesine resmen hayran kaldığını sanıyor.,Eda'nın yeni elbisesini resmen hayran kaldığını sanıyor.,elbisesine,elbisesini,hayran kaldığını,argument_structure,transitive
İnternette her gördüğün habere körü körüne inanmadığını sanıyor.,İnternette her gördüğün haberi körü körüne inanmadığını sanıyor.,habere,haberi,inanmadığını,argument_structure,transitive
Eşimin kararlarına çok güvendiğimi sanıyor.,Eşimin kararlarını çok güvendiğimi sanıyor.,kararlarına,kararlarını,güvendiğimi,argument_structure,transitive
Benim artık ona sadece güldüğümü sanıyor.,Benim artık onu sadece güldüğümü sanıyor.,ona,onu,güldüğümü,argument_structure,transitive
Doktor beyin yaşlı hastayla özel olarak ilgilendiğini sanıyor.,Doktor beyin yaşlı hastayı özel olarak ilgilendiğini sanıyor.,hastayla,hastayı,ilgilendiğini,argument_structure,transitive
Bizim kuşumuzun komşunun kedisinden baya korktuğunu sanıyor.,Bizim kuşumuzun komşunun kedisini baya korktuğunu sanıyor.,kedisinden,kedisini,korktuğunu,argument_structure,transitive
Hükümet partisinin yeni yasada hala ısrar ettiğini sanıyor.,Hükümet partisinin yeni yasayı hala ısrar ettiğini sanıyor.,yasada,yasayı,ısrar ettiğini,argument_structure,transitive
Kaba müşterinin genç garsonla resmen dalga geçtiğini sanıyor.,Kaba müşterinin genç garsona resmen dalga geçtiğini sanıyor.,garsonla,garsona,dalga geçtiğini,argument_structure,transitive
Senin bu tavırlarından bıktığımı sanıyor.,Senin bu tavırlarına bıktığımı sanıyor.,tavırlarından,tavırlarına,bıktığımı,argument_structure,transitive
Tatil için Bodrum'da karar kıldıklarını sanıyor.,Tatil için Bodrum'a karar kıldıklarını sanıyor.,Bodrum'da,Bodrum'a,karar kıldıklarını,argument_structure,transitive
Bu soruna çok kafa yorduğumu sanıyor.,Bu sorunu çok kafa yorduğumu sanıyor.,soruna,sorunu,yorduğumu,argument_structure,transitive
Bütün gece onu düşündüğümü sanıyor.,Bütün gece ondan düşündüğümü sanıyor.,onu,ondan,düşündüğümü,argument_structure,transitive
Bu türküye bayıldığımı sanıyor.,Bu türküyü bayıldığımı sanıyor.,türküye,türküyü,bayıldığımı,argument_structure,transitive
Kardeşimin mezuniyetini unuttuğumu sanıyor.,Kardeşimin mezuniyetine unuttuğumu sanıyor.,mezuniyetini,mezuniyetine,unuttuğumu,argument_structure,transitive
Yarın onlara da uğrayacağımı sanıyor.,Yarın onları da uğrayacağımı sanıyor.,onlara,onları,uğrayacağımı,argument_structure,transitive
Bu müjdeye çok sevindiğimi sanıyor.,Bu müjdeyi çok sevindiğimi sanıyor.,müjdeye,müjdeyi,sevindiğimi,argument_structure,transitive
Köpeğimin merdivenlerden düştüğünü sanıyor.,Köpeğimin merdivenleri düştüğünü sanıyor.,merdivenlerden,merdivenleri,düştüğünü,argument_structure,transitive
Babamın her zaman bana destek olduğunu sanıyor.,Babamın her zaman beni destek olduğunu sanıyor.,bana,beni,olduğunu,argument_structure,transitive
Müdürümüzün bize çok kızdığını sanıyor.,Müdürümüzün bizi çok kızdığını sanıyor.,bize,bizi,kızdığını,argument_structure,transitive
Bu diziye bayıldığımızı sanıyor.,Bu diziyi bayıldığımızı sanıyor.,diziye,diziyi,bayıldığımızı,argument_structure,transitive
Bu kasabayı çok sevdiğimi sanıyor.,Bu kasabaya çok sevdiğimi sanıyor.,kasabayı,kasabaya,sevdiğimi,argument_structure,transitive
Bu saati çok beğendiğimi sanıyor.,Bu saate çok beğendiğimi sanıyor.,saati,saate,beğendiğimi,argument_structure,transitive
Yeni bir spora başladığımızı sanıyor.,Yeni bir sporu başladığımızı sanıyor.,spora,sporu,başladığımızı,argument_structure,transitive
Bu fikre sıcak baktığını sanıyor.,Bu fikri sıcak baktığını sanıyor.,fikre,fikri,baktığını,argument_structure,transitive
Akrabalarımla iyi geçindiğimi sanıyor.,Akrabalarımı iyi geçindiğimi sanıyor.,akrabalarımla,akrabalarımı,geçindiğimi,argument_structure,transitive
Bu film serisine bayıldığımı sanıyor.,Bu film serisini bayıldığımı sanıyor.,serisine,serisini,bayıldığımı,argument_structure,transitive
Onun doğruyu söylediğine inandığımı sanıyor.,Onun doğruyu söylediğini inandığımı sanıyor.,söylediğine,söylediğini,inandığımı,argument_structure,transitive
Tatile çıkma planına çok ısındığımı sanıyor.,Tatile çıkma planını çok ısındığımı sanıyor.,planına,planını,ısındığımı,argument_structure,transitive
Bu olaya çok üzüldüklerini sanıyor.,Bu olayı çok üzüldüklerini sanıyor.,olaya,olayı,üzüldüklerini,argument_structure,transitive
Yeni projeye başlamaya karar verdiklerini sanıyor.,Yeni projeye başlamayı karar verdiklerini sanıyor.,başlamaya,başlamayı,karar verdiklerini,argument_structure,transitive
Onun cevabına çok şaşırdığımı sanıyor.,Onun cevabını çok şaşırdığımı sanıyor.,cevabına,cevabını,şaşırdığımı,argument_structure,transitive
Bu heykellere hayran kaldığımı sanıyor.,Bu heykelleri hayran kaldığımı sanıyor.,heykellere,heykelleri,hayran kaldığımı,argument_structure,transitive
Ona büyük saygı duyduğumu sanıyor.,Onu büyük saygı duyduğumu sanıyor.,ona,onu,duyduğumu,argument_structure,transitive
Yeni bir kursa girdiğimi sanıyor.,Yeni bir kursu girdiğimi sanıyor.,kursa,kursu,girdiğimi,argument_structure,transitive
Ona koşulsuz destek olduğumu sanıyor.,Onu koşulsuz destek olduğumu sanıyor.,ona,onu,olduğumu,argument_structure,transitive
Bu fikre çok önem verdiğimizi sanıyor.,Bu fikri çok önem verdiğimizi sanıyor.,fikre,fikri,verdiğimizi,argument_structure,transitive
Son gelişmeye çok şaşırdığımı sanıyor.,Son gelişmeyi çok şaşırdığımı sanıyor.,gelişmeye,gelişmeyi,şaşırdığımı,argument_structure,transitive
Sana her zaman güvendiğimi sanıyor.,Seni her zaman güvendiğimi sanıyor.,sana,seni,güvendiğimi,argument_structure,transitive
Bu yarışmaya günlerce çalıştığımı sanıyor.,Bu yarışmayı günlerce çalıştığımı sanıyor.,yarışmaya,yarışmayı,çalıştığımı,argument_structure,transitive
Onun söylediklerine katıldığımı sanıyor.,Onun söylediklerini katıldığımı sanıyor.,söylediklerine,söylediklerini,katıldığımı,argument_structure,transitive
Şu yeniliklere oldum olası alışamadığımı sanıyor.,Şu yenilikleri oldum olası alışamadığımı sanıyor.,yeniliklere,yenilikleri,alışamadığımı,argument_structure,transitive
Babamın öğütlerine kulak verdiğimi sanıyor.,Babamın öğütlerini kulak verdiğimi sanıyor.,öğütlerine,öğütlerini,verdiğimi,argument_structure,transitive
Seminere katılmaya karar verdiğimi sanıyor.,Semineri katılmayı karar verdiğimi sanıyor.,katılmaya,katılmayı,karar verdiğimi,argument_structure,transitive
Kumara fazla kapılmadığımı sanıyor.,Kumarı fazla kapılmadığımı sanıyor.,kumara,kumarı,kapılmadığımı,argument_structure,transitive
Dün söylediklerinden sonra sana çok kırıldığımı sanıyor.,Dün söylediklerinden sonra seni çok kırıldığımı sanıyor.,sana,seni,kırıldığımı,argument_structure,transitive
Konsere katılmayı düşündüklerini sanıyor.,Konsere katılmaya düşündüklerini sanıyor.,katılmayı,katılmaya,düşündüklerini,argument_structure,transitive
Gözden kaçan detaya çok üzüldüğümü sanıyor.,Gözden kaçan detayı çok üzüldüğümü sanıyor.,detaya,detayı,üzüldüğümü,argument_structure,transitive
Tartışmaya girmeyi sevmediğimi sanıyor.,Tartışmaya girmeye sevmediğimi sanıyor.,girmeyi,girmeye,sevmediğimi,argument_structure,transitive
Seni burada görmeye son zamanlarda iyice alıştığımı sanıyor.,Seni burada görmeyi son zamanlarda iyice alıştığımı sanıyor.,görmeye,görmeyi,alıştığımı,argument_structure,transitive
Zorlu bir maratondan sonra elde ettiğin bu zafere sevindiğimi sanıyor.,Zorlu bir maratondan sonra elde ettiğin bu zaferi sevindiğimi sanıyor.,zafere,zaferi,sevindiğimi,argument_structure,transitive
