good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Küçük çocuk teyzesine mağazadaki oyuncağı gösterdi.,Küçük çocuk teyzesini mağazadaki oyuncağı gösterdi.,teyzesine,teyzesini,gösterdi,argument_structure,ditransitive
Babam bugün parkta lise öğretmenime rastlamış.,Babam bugün parkı lise öğretmenime rastlamış.,parkta,parkı,rastlamış,argument_structure,ditransitive
Annem pastanın üstüne biraz çikolata koyar.,Annem pastanın üstünü biraz çikolata koyar.,üstüne,üstünü,koyar,argument_structure,ditransitive
Dün gece kızı apar topar kliniğe götürdük.,Dün gece kıza apar topar kliniğe götürdük.,kızı,kıza,götürdük,argument_structure,ditransitive
Asistanı belgeleri masasına getirdi.,Asistanı belgelerle masasına getirdi.,belgeleri,belgelerle,getirdi,argument_structure,ditransitive
Takı töreninde geline burma bilezik taktılar.,Takı töreninde gelini burma bilezik taktılar.,geline,gelini,taktılar,argument_structure,ditransitive
Üzerime koca bir bardak çayı döktüm.,Üzerimde koca bir bardak çayı döktüm.,Üzerime,Üzerimde,döktüm,argument_structure,ditransitive
Yanlış kararlar halkı adaletsizliğe mahkum etti.,Yanlış kararlar halkla adaletsizliğe mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Mahalledeki çocuklar evin camına yine taş atıyor.,Mahalledeki çocuklar evin camını yine taş atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Dün sütü ben aldığım için annem markete kardeşimi yolladı.,Dün sütü ben aldığım için annem markette kardeşimi yolladı.,markete,markette,yolladı,argument_structure,ditransitive
Evlerinin arka bahçesine elma ağacı dikmişler.,Evlerinin arka bahçesinden elma ağacı dikmişler.,arka bahçesine,arka bahçesinden,dikmişler,argument_structure,ditransitive
Belki size bu konudaki düşüncelerinden bahsetmiştir.,Belki sizi bu konudaki düşüncelerinden bahsetmiştir.,size,sizi,bahsetmiştir,argument_structure,ditransitive
Yıllardır kendini sadece sanatına adamış.,Yıllardır kendinden sadece sanatına adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen kadınlara ithaf ediyorum.,Bu sergiye neşesini kaybetmeyen kadınlara ithaf ediyorum.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Ayakkabılarını çıkarıp şapkasını girişteki dolaba astı.,Ayakkabılarını çıkarıp şapkasına girişteki dolaba astı.,şapkasını,şapkasına,astı,argument_structure,ditransitive
Küçükken ekmeğimi hep çorbaya banardım.,Küçükken ekmeğimde hep çorbaya banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Dileklerini yazdığı kartı bir ağacın dalına bağladı.,Dileklerini yazdığı karta bir ağacın dalına bağladı.,kartı,karta,bağladı,argument_structure,ditransitive
Kılçıklarını temizlediğiniz balığı pane ununa bulayın.,Kılçıklarını temizlediğiniz balığa pane ununa bulayın.,balığı,balığa,bulayın,argument_structure,ditransitive
Öğretmen öğrencilere yeni şarkıyı öğretti.,Öğretmen öğrencileri yeni şarkıyı öğretti.,öğrencilere,öğrencileri,öğretti,argument_structure,ditransitive
Çocuk dedesine en sevdiği kitabı verdi.,Çocuk dedesini en sevdiği kitabı verdi.,dedesine,dedesini,verdi,argument_structure,ditransitive
Arkadaşım bana yılbaşı hediyesi aldı.,Arkadaşım beni yılbaşı hediyesi aldı.,bana,beni,aldı,argument_structure,ditransitive
Garson misafirlere tatlıları servis etti.,Garson misafirleri tatlıları servis etti.,misafirlere,misafirleri,servis etti,argument_structure,ditransitive
Şirket personeline yeni projeler verdi.,Şirket personelini yeni projeler verdi.,personeline,personelini,verdi,argument_structure,ditransitive
Yönetmen sanatçılara rollerini dağıttı.,Yönetmen sanatçıları rollerini dağıttı.,sanatçılara,sanatçıları,dağıttı,argument_structure,ditransitive
Anne bebeğine mamasını kaşıkla verdi.,Anne bebeğini mamasını kaşıkla verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Dedem torunlarına fıkralar anlattı.,Dedem torunlarını fıkralar anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Şair dinleyicilerine yeni şiir kitabını tanıttı.,Şair dinleyicilerini yeni şiir kitabını tanıttı.,dinleyicilerine,dinleyicilerini,tanıttı,argument_structure,ditransitive
Antrenör takıma farklı stratejiler öğretti.,Antrenör takımı farklı stratejiler öğretti.,takıma,takımı,öğretti,argument_structure,ditransitive
Çocuk babasına başka bir şiir okudu.,Çocuk babasını başka bir şiir okudu.,babasına,babasını,okudu,argument_structure,ditransitive
Arkadaşım bana son gelişmeleri anlattı.,Arkadaşım beni son gelişmeleri anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Yönetmen ekibine son direktifleri verdi.,Yönetmen ekibini son direktifleri verdi.,ekibine,ekibini,verdi,argument_structure,ditransitive
Antrenör atletlere beslenme planı hazırladı.,Antrenör atletleri beslenme planı hazırladı.,atletlere,atletleri,hazırladı,argument_structure,ditransitive
Annem abime yeni bir defter aldı.,Annem abimi yeni bir defter aldı.,abime,abimi,aldı,argument_structure,ditransitive
Arkadaşım bana konser bileti aldı.,Arkadaşım beni konser bileti aldı.,bana,beni,aldı,argument_structure,ditransitive
Kız kardeşim köpeği komşuya götürdü.,Kız kardeşim köpeğe komşuya götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Babam yeni saatini bana verdi.,Babam yeni saatine bana verdi.,saatini,saatine,verdi,argument_structure,ditransitive
Dedem bana devrimci anılarını anlattı.,Dedem beni devrimci anılarını anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Halam bana eldiven hediye etti.,Halam beni eldiven hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Teyzem kitapları çocuklara dağıttı.,Teyzem kitaplara çocuklara dağıttı.,kitapları,kitaplara,dağıttı,argument_structure,ditransitive
Arkadaşım bana yeni bir dizi önerdi.,Arkadaşım benle yeni bir dizi önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Kuzenim kediyi bahçeye götürdü.,Kuzenim kediye bahçeye götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Komşumuz bize taze sebze getirdi.,Komşumuz bizi taze sebze getirdi.,bize,bizi,getirdi,argument_structure,ditransitive
Öğretmen öğrencilere ödevleri zamanında yapmalarını nasihat etti.,Öğretmen öğrencileri ödevleri zamanında yapmalarını nasihat etti.,öğrencilere,öğrencileri,nasihat etti,argument_structure,ditransitive
Gelin gerdanlığı kayınvalidesine hediye etti.,Gelin gerdanlığa kayınvalidesine hediye etti.,gerdanlığı,gerdanlığa,hediye etti,argument_structure,ditransitive
Oğlum bisikleti arkadaşına ödünç verdi.,Oğlum bisikletle arkadaşına ödünç verdi.,bisikleti,bisikletle,ödünç verdi,argument_structure,ditransitive
Manav bize en lezzetli meyvelerden ayırdı.,Manav bizi en lezzetli meyvelerden ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
Kasap bana en iyi biftekten ayırdı.,Kasap beni en iyi biftekten ayırdı.,bana,beni,ayırdı,argument_structure,ditransitive
Arkadaşım bana yeni bir kitap önerdi.,Arkadaşım beni yeni bir kitap önerdi.,bana,beni,önerdi,argument_structure,ditransitive
