good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Annem her zaman destek olur bana.,Annem her zaman destek olur beni.,bana,beni,destek olur,argument_structure,transitive
Öğretmenimiz çok kızdı bize.,Öğretmenimiz çok kızdı bizi.,bize,bizi,kızdı,argument_structure,transitive
Biz bayılıyoruz bu filme.,Biz bayılıyoruz bu filmi.,filme,filmi,bayılıyoruz,argument_structure,transitive
Ben çok seviyorum bu şehri.,Ben çok seviyorum bu şehre.,şehri,şehre,seviyorum,argument_structure,transitive
Ben çok beğendim bu gözlüğü.,Ben çok beğendim bu gözlüğe.,gözlüğü,gözlüğe,beğendim,argument_structure,transitive
Biz başladık yeni bir hobiye.,Biz başladık yeni bir hobiyi.,hobiye,hobiyi,başladık,argument_structure,transitive
Kerem sıcak baktı bu öneriye.,Kerem sıcak baktı bu öneriyi.,öneriye,öneriyi,baktı,argument_structure,transitive
Ben iyi geçiniyorum komşularımla.,Ben iyi geçiniyorum komşularımı.,komşularımla,komşularımı,geçiniyorum,argument_structure,transitive
Ben bayıldım bu kitap serisine.,Ben bayıldım bu kitap serisini.,serisine,serisini,bayıldım,argument_structure,transitive
Ben inanıyorum onun doğruyu söylediğine.,Ben inanıyorum onun doğruyu söylediğini.,söylediğine,söylediğini,inanıyorum,argument_structure,transitive
Ben çok ısındım tatile çıkma fikrine.,Ben çok ısındım tatile çıkma fikrini.,fikrine,fikrini,ısındım,argument_structure,transitive
Onlar çok üzüldüler bu duruma.,Onlar çok üzüldüler bu durumu.,duruma,durumu,üzüldüler,argument_structure,transitive
Onlar karar verdiler yeni projeye başlamaya.,Onlar karar verdiler yeni projeye başlamayı.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Ben çok şaşırdım onun tepkisine.,Ben çok şaşırdım onun tepkisini.,tepkisine,tepkisini,şaşırdım,argument_structure,transitive
Ben hayran kaldım bu tabloya.,Ben hayran kaldım bu tabloyu.,tabloya,tabloyu,hayran kaldım,argument_structure,transitive
Ben büyük saygı duyuyorum ona.,Ben büyük saygı duyuyorum onu.,ona,onu,duyuyorum,argument_structure,transitive
Ben girdim yeni bir işe.,Ben girdim yeni bir işi.,işe,işi,girdim,argument_structure,transitive
Ben koşulsuz destek oluyorum ona.,Ben koşulsuz destek oluyorum onu.,ona,onu,oluyorum,argument_structure,transitive
Biz çok önem veriyoruz bu projeye.,Biz çok önem veriyoruz bu projeyi.,projeye,projeyi,veriyoruz,argument_structure,transitive
Patron çok şaşırdı son duruma.,Patron çok şaşırdı son durumu.,duruma,durumu,şaşırdı,argument_structure,transitive
Biz her zaman güveniyoruz sana.,Biz her zaman güveniyoruz seni.,sana,seni,güveniyoruz,argument_structure,transitive
Ben günlerce çalıştım bu sınava.,Ben günlerce çalıştım bu sınavı.,sınava,sınavı,çalıştım,argument_structure,transitive
Ben katılıyorum onun söylediklerine.,Ben katılıyorum onun söylediklerini.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Ben oldum olası alışamadım şu değişikliklere.,Ben oldum olası alışamadım şu değişiklikleri.,değişikliklere,değişiklikleri,alışamadım,argument_structure,transitive
Ben kulak verdim annemin sözlerine.,Ben kulak verdim annemin sözlerini.,sözlerine,sözlerini,verdim,argument_structure,transitive
Ben karar verdim konferansa katılmaya.,Ben karar verdim konferansı katılmayı.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Sen fazla kapılmamalısın bu oyunlara.,Sen fazla kapılmamalısın bu oyunları.,oyunlara,oyunları,kapılmamalısın,argument_structure,transitive
Ben çok kırıldım sana dün yaptıklarından sonra.,Ben çok kırıldım seni dün yaptıklarından sonra.,sana,seni,kırıldım,argument_structure,transitive
Onlar düşünüyorlar etkinliğe katılmayı.,Onlar düşünüyorlar etkinliğe katılmaya.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Ben çok üzüldüm asıl gözden kaçan hataya.,Ben çok üzüldüm asıl gözden kaçan hatayı.,hataya,hatayı,üzüldüm,argument_structure,transitive
Ben sevmem tartışmaya girmeyi.,Ben sevmem tartışmaya girmeye.,girmeyi,girmeye,sevmem,argument_structure,transitive
Ben son zamanlarda iyice alıştım seni buralarda görmeye.,Ben son zamanlarda iyice alıştım seni buralarda görmeyi.,görmeye,görmeyi,alıştım,argument_structure,transitive
Biz sevindik zorlu bir süreçten sonra elde ettiğin bu başarıya.,Biz sevindik zorlu bir süreçten sonra elde ettiğin bu başarıyı.,başarıya,başarıyı,sevindim,argument_structure,transitive
Eda resmen hayran kaldı yeni elbisesine.,Eda resmen hayran kaldı yeni elbisesini.,elbisesine,elbisesini,hayran kaldı,argument_structure,transitive
Sen körü körüne inanma internette her gördüğün habere.,Sen körü körüne inanma internette her gördüğün haberi.,habere,haberi,inanma,argument_structure,transitive
Ben çok güvenirim eşimin kararlarına.,Ben çok güvenirim eşimin kararlarını.,kararlarına,kararlarını,güvenirim,argument_structure,transitive
Ben artık sadece gülüyorum ona.,Ben artık sadece gülüyorum onu.,ona,onu,gülüyorum,argument_structure,transitive
Doktor bey özel olarak ilgileniyor çocuk hastayla.,Doktor bey özel olarak ilgileniyor çocuk hastayı.,hastayla,hastayı,ilgileniyor,argument_structure,transitive
Bizim kuşumuz baya korkuyormuş komşunun kedisinden.,Bizim kuşumuz baya korkuyormuş komşunun kedisini.,kedisinden,kedisini,korkuyormuş,argument_structure,transitive
Hükümet hala ısrar ediyor yeni yasada.,Hükümet hala ısrar ediyor yeni yasayı.,yasada,yasayı,ısrar ediyor,argument_structure,transitive
Kaba müşteri resmen dalga geçti genç garsonla.,Kaba müşteri resmen dalga geçti genç garsona.,garsonla,garsona,dalga geçti,argument_structure,transitive
Ben bıktım senin bu tavırlarından.,Ben bıktım senin bu tavırlarına.,tavırlarından,tavırlarına,bıktım,argument_structure,transitive
Onlar karar kılmışlar tatil için Bodrum'da.,Onlar karar kılmışlar tatil için Bodrum'a.,Bodrum'da,Bodrum'a,karar kılmışlar,argument_structure,transitive
Ben çok kafa yordum bu soruna.,Ben çok kafa yordum bu sorunu.,soruna,sorunu,yordum,argument_structure,transitive
Ben bütün gece düşündüm onu.,Ben bütün gece düşündüm ondan.,onu,ondan,düşündüm,argument_structure,transitive
Ben bayılıyorum bu türküye.,Ben bayılıyorum bu türküyü.,türküye,türküyü,bayılıyorum,argument_structure,transitive
Ben unuttum kardeşimin mezuniyetini.,Ben unuttum kardeşimin mezuniyetine.,mezuniyetini,mezuniyetine,unuttum,argument_structure,transitive
Ben yarın uğrarım onlara.,Ben yarın uğrarım onları.,onlara,onları,uğrarım,argument_structure,transitive
Ben çok sevindim bu müjdeye.,Ben çok sevindim bu müjdeyi.,müjdeye,müjdeyi,sevindim,argument_structure,transitive
Oyuncağım düştü merdivenlerden.,Oyuncağım düştü merdivenleri.,merdivenlerden,merdivenleri,düştü,argument_structure,transitive
Babam her zaman destek olur bana.,Babam her zaman destek olur beni.,bana,beni,destek olur,argument_structure,transitive
Müdürümüz çok kızdı bize.,Müdürümüz çok kızdı bizi.,bize,bizi,kızdı,argument_structure,transitive
Biz bayılıyoruz bu diziye.,Biz bayılıyoruz bu diziyi.,diziye,diziyi,bayılıyoruz,argument_structure,transitive
Ben çok seviyorum bu kasabayı.,Ben çok seviyorum bu kasabaya.,kasabayı,kasabaya,seviyorum,argument_structure,transitive
Ben çok beğendim bu saati.,Ben çok beğendim bu saate.,saati,saate,beğendim,argument_structure,transitive
Biz başladık yeni bir spora.,Biz başladık yeni bir sporu.,spora,sporu,başladık,argument_structure,transitive
O sıcak baktı bu fikre.,O sıcak baktı bu fikri.,fikre,fikri,baktı,argument_structure,transitive
Ben iyi geçiniyorum akrabalarımla.,Ben iyi geçiniyorum akrabalarımı.,akrabalarımla,akrabalarımı,geçiniyorum,argument_structure,transitive
Ben bayıldım bu film serisine.,Ben bayıldım bu film serisini.,serisine,serisini,bayıldım,argument_structure,transitive
Ben inanıyorum onun doğruyu söylediğine.,Ben inanıyorum onun doğruyu söylediğini.,söylediğine,söylediğini,inanıyorum,argument_structure,transitive
Ben çok ısındım tatile çıkma planına.,Ben çok ısındım tatile çıkma planını.,planına,planını,ısındım,argument_structure,transitive
Onlar çok üzüldüler bu olaya.,Onlar çok üzüldüler bu olayı.,olaya,olayı,üzüldüler,argument_structure,transitive
Onlar karar verdiler yeni projeye başlamaya.,Onlar karar verdiler yeni projeye başlamayı.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Ben çok şaşırdım onun cevabına.,Ben çok şaşırdım onun cevabını.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Ben hayran kaldım bu heykellere.,Ben hayran kaldım bu heykelleri.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Ben büyük saygı duyuyorum ona.,Ben büyük saygı duyuyorum onu.,ona,onu,duyuyorum,argument_structure,transitive
Ben yazıldım yeni bir kursa.,Ben yazıldım yeni bir kursu.,kursa,kursu,yazıldım,argument_structure,transitive
Ben koşulsuz destek oluyorum ona.,Ben koşulsuz destek oluyorum onu.,ona,onu,oluyorum,argument_structure,transitive
Biz çok önem veriyoruz farklı fikirlere.,Biz çok önem veriyoruz farklı fikirleri.,fikirlere,fikirleri,veriyoruz,argument_structure,transitive
Ben çok şaşırdım son gelişmelere.,Ben çok şaşırdım son gelişmeleri.,gelişmelere,gelişmeleri,şaşırdım,argument_structure,transitive
Ben her zaman güveniyorum sana.,Ben her zaman güveniyorum seni.,sana,seni,güveniyorum,argument_structure,transitive
Ben günlerce çalıştım bu yarışmaya.,Ben günlerce çalıştım bu yarışmayı.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Ben katılıyorum onun söylediklerine.,Ben katılıyorum onun söylediklerini.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Ben oldum olası alışamadım şu yeniliklere.,Ben oldum olası alışamadım şu yenilikleri.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Ben kulak verdim babamın öğütlerine.,Ben kulak verdim babamın öğütlerini.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Ben karar verdim seminere katılmaya.,Ben karar verdim semineri katılmayı.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Sen hiç başlamamalısın kumara.,Sen hiç başlamamalısın kumarı.,kumara,kumarı,başlamamalısın,argument_structure,transitive
Ben çok kırıldım sana dün söylediklerinden sonra.,Ben çok kırıldım seni dün söylediklerinden sonra.,sana,seni,kırıldım,argument_structure,transitive
Onlar düşünüyorlar konsere katılmayı.,Onlar düşünüyorlar konsere katılmaya.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Ben çok üzüldüm gözden kaçan detaya.,Ben çok üzüldüm gözden kaçan detayı.,detaya,detayı,üzüldüm,argument_structure,transitive
Ben sevmem tartışmaya girmeyi.,Ben sevmem tartışmaya girmeye.,girmeyi,girmeye,sevmem,argument_structure,transitive
Ben son zamanlarda iyice alıştım seni burada görmeye.,Ben son zamanlarda iyice alıştım seni burada görmeyi.,görmeye,görmeyi,alıştım,argument_structure,transitive
Ben sevindim zorlu bir maratondan sonra elde ettiğin bu zafere.,Ben sevindim zorlu bir maratondan sonra elde ettiğin bu zaferi.,zafere,zaferi,sevindim,argument_structure,transitive
