good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Onun cevabına çok şaşırdım.,Onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Bu heykellere hayran kaldım.,Bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Ona büyük saygı duyuyorum.,Onu büyük saygı duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Yeni bir kursa girdim.,Yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
Ona koşulsuz destek oluyorum.,Onu koşulsuz destek oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Bu fikre çok önem veriyoruz.,Bu fikri çok önem veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Son gelişmeye çok şaşırdım.,Son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
Sana her zaman güveniyorum.,Seni her zaman güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Bu yarışmaya günlerce çalıştım.,Bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Onun söylediklerine katılıyorum.,Onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Şu yeniliklere oldum olası alışamadım.,Şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Babamın öğütlerine kulak verdim.,Babamın öğütlerini kulak verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Seminere katılmaya karar verdim.,Semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Kumara fazla kapılmamalısın.,Kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
Dün söylediklerinden sonra sana çok kırıldım.,Dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Konsere katılmayı düşünüyorlar.,Konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Gözden kaçan detaya çok üzüldüm.,Gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Tartışmaya girmeyi sevmem.,Tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Seni burada görmeye son zamanlarda iyice alıştım.,Seni burada görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.,Zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
