good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Anlattı öğretmen yeni konuyu öğrencilere.,Anlattı öğretmen yeni konuyu öğrencileri.,öğrencilere,öğrencileri,anlattı,argument_structure,ditransitive
Verdi çocuk en sevdiği oyuncağı babasına.,Verdi çocuk en sevdiği oyuncağı babasını.,babasına,babasını,verdi,argument_structure,ditransitive
Aldı arkadaşım doğum günüm için bana yeni albümlerini.,Aldı arkadaşım doğum günüm için beni yeni albümlerini.,bana,beni,aldı,argument_structure,ditransitive
Servis etti garson yemekleri müşterilere.,Servis etti garson yemekleri müşterileri.,müşterilere,müşterileri,servis etti,argument_structure,ditransitive
Bildirdi şirket yeni görevleri çalışanlarına.,Bildirdi şirket yeni görevleri çalışanlarını.,çalışanlarına,çalışanlarını,bildirdi,argument_structure,ditransitive
Dağıttı yönetmen rolleri oyunculara.,Dağıttı yönetmen rolleri oyuncuları.,oyunculara,oyuncuları,dağıttı,argument_structure,ditransitive
Verdi anne sütü bebeğine biberonla.,Verdi anne sütü bebeğini biberonla.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Anlattı dedem masallarını torunlarına.,Anlattı dedem masallarını torunlarını.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Tanıttı yazar yeni kitabını okurlarına.,Tanıttı yazar yeni kitabını okurlarını.,okurlarına,okurlarını,tanıttı,argument_structure,ditransitive
Öğretti antrenör yeni taktikleri sporculara.,Öğretti antrenör yeni taktikleri sporcuları.,sporculara,sporcuları,öğretti,argument_structure,ditransitive
Söyledi çocuk yeni şarkıyı annesine.,Söyledi çocuk yeni şarkıyı annesini.,annesine,annesini,söyledi,argument_structure,ditransitive
Verdi arkadaşım havadisleri bana.,Verdi arkadaşım havadisleri beni.,bana,beni,verdi,argument_structure,ditransitive
Verdi yönetmen talimatlarını oyunculara.,Verdi yönetmen talimatlarını oyuncuları.,oyunculara,oyuncuları,verdi,argument_structure,ditransitive
Anlattı hoca antrenman programını sporculara.,Anlattı hoca antrenman programını sporcuları.,sporculara,sporcuları,anlattı,argument_structure,ditransitive
Aldı annem kardeşime yeni kitabı.,Aldı annem kardeşimi yeni kitabı.,kardeşime,kardeşimi,aldı,argument_structure,ditransitive
Aldı arkadaşım vitrinde beğendiğim fuları bana.,Aldı arkadaşım vitrinde beğendiğim fuları beni.,bana,beni,aldı,argument_structure,ditransitive
Götürdü kız kardeşim kediyi veterinere.,Götürdü kız kardeşim kediye veterinere.,kediyi,kediye,götürdü,argument_structure,ditransitive
Verdi babam yeni telefonunu bana.,Verdi babam yeni telefonuna bana.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Anlattı dedem eski hikayeleri bana.,Anlattı dedem eski hikayeleri beni.,bana,beni,anlattı,argument_structure,ditransitive
Hediye etti halam el örgüsü kazağı bana.,Hediye etti halam el örgüsü kazağı beni.,bana,beni,hediye etti,argument_structure,ditransitive
Dağıttı teyzem oyuncakları çocuklara.,Dağıttı teyzem oyuncaklara çocuklara.,oyuncakları,oyuncaklara,dağıttı,argument_structure,ditransitive
Önerdi arkadaşım yeni filmi bana.,Önerdi arkadaşım yeni filmi benle.,bana,benle,önerdi,argument_structure,ditransitive
Götürdü kuzenim köpeği parka.,Götürdü kuzenim köpeğe parka.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Getirdi komşumuz topladığı taze meyveleri bize.,Getirdi komşumuz topladığı taze meyveleri bizi.,bize,bizi,getirdi,argument_structure,ditransitive
Tavsiye etti öğretmen öğrencilere bol bol kitap okumalarını.,Tavsiye etti öğretmen öğrencileri bol bol kitap okumalarını.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Hediye etti gelin altın bileziği görümcesine.,Hediye etti gelin altın bilezikle görümcesine.,bileziği,bilezikle,hediye etti,argument_structure,ditransitive
Ödünç verdi oğlum topu arkadaşına.,Ödünç verdi oğlum topla arkadaşına.,topu,topla,ödünç verdi,argument_structure,ditransitive
Ayırdı manav en taze meyveleri bize.,Ayırdı manav en taze meyveleri bizi.,bize,bizi,ayırdı,argument_structure,ditransitive
Ayırdı kasap en güzel etleri bana.,Ayırdı kasap en güzel etleri beni.,bana,beni,ayırdı,argument_structure,ditransitive
Önerdi arkadaşım yeni bir şarkıyı bana.,Önerdi arkadaşım yeni bir şarkıyı beni.,bana,beni,önerdi,argument_structure,ditransitive
Verdi kız arkadaşına çikolatayı hiç düşünmeden.,Verdi kız arkadaşından çikolatayı hiç düşünmeden.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Ödünç verdi amcam gitarını bana.,Ödünç verdi amcam gitarına bana.,gitarını,gitarına,ödünç verdi,argument_structure,ditransitive
Gösterdi küçük çocuk mağazadaki oyuncağı teyzesine.,Gösterdi küçük çocuk mağazadaki oyuncağı teyzesini.,teyzesine,teyzesini,gösterdi,argument_structure,ditransitive
Rastlamış babam parkta lise öğretmenine.,Rastlamış babam parkı lise öğretmenine.,parkta,parkı,rastlamış,argument_structure,ditransitive
Koyar annem çikolatayı pastanın üstüne.,Koyar annem çikolatayı pastanın üstünü.,üstüne,üstünü,koyar,argument_structure,ditransitive
Götürdük biz kızı dün gece apar topar kliniğe.,Götürdük biz kıza dün gece apar topar kliniğe.,kızı,kıza,götürdük,argument_structure,ditransitive
Getirdi asistan belgeleri masasına.,Getirdi asistan belgelerle masasına.,belgeleri,belgelerle,getirdi,argument_structure,ditransitive
Taktılar onlar burma bileziği geline.,Taktılar onlar burma bileziği gelini.,geline,gelini,taktılar,argument_structure,ditransitive
Döktüm ben koca bir bardak çayı üzerime.,Döktüm ben koca bir bardak çayı üzerimde.,üzerime,üzerimde,döktüm,argument_structure,ditransitive
Mahkum etti yanlış kararlar halkı adaletsizliğe.,Mahkum etti yanlış kararlar halkla adaletsizliğe.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Attı mahalledeki çocuklar yine taşı evin camına.,Attı mahalledeki çocuklar yine taşı evin camını.,camına,camını,attı,argument_structure,ditransitive
Yolladı annem dün sütü ben aldığım için kardeşimi markete.,Yolladı annem dün sütü ben aldığım için kardeşimi markette.,markete,markette,yolladı,argument_structure,ditransitive
Dikmişler onlar elma ağacını evlerinin arka bahçesine.,Dikmişler onlar elma ağacını evlerinin arka bahçesinden.,arka bahçesine,arka bahçesinden,dikmişler,argument_structure,ditransitive
Bahsetmiştir o size bu konudaki düşüncelerinden.,Bahsetmiştir o sizi bu konudaki düşüncelerinden.,size,sizi,bahsetmiştir,argument_structure,ditransitive
Adamış o kendini yıllardır sadece sanatına.,Adamış o kendinden yıllardır sadece sanatına.,kendini,kendinden,adamış,argument_structure,ditransitive
Ithaf ediyorum ben bu sergiyi neşesini kaybetmeyen kadınlara.,Ithaf ediyorum ben bu sergiye neşesini kaybetmeyen kadınlara.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Astı Uğur şapkasını girişteki dolaba.,Astı Uğur şapkasına girişteki dolaba.,şapkasını,şapkasına,astı,argument_structure,ditransitive
Banardım ben küçükken ekmeğimi çorbaya.,Banardım ben küçükken ekmeğimde çorbaya.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Bağladı Selen dileklerini yazdığı kartı bir ağacın dalına.,Bağladı Selen dileklerini yazdığı karta bir ağacın dalına.,kartı,karta,bağladı,argument_structure,ditransitive
Bulayın siz kılçıklarını temizlediğiniz balığı pane ununa.,Bulayın siz kılçıklarını temizlediğiniz balığa pane ununa.,balığı,balığa,bulayın,argument_structure,ditransitive
Öğretti öğretmen yeni şarkıyı öğrencilere.,Öğretti öğretmen yeni şarkıyı öğrencileri.,öğrencilere,öğrencileri,öğretti,argument_structure,ditransitive
Verdi çocuk en sevdiği kitabı dedesine.,Verdi çocuk en sevdiği kitabı dedesini.,dedesine,dedesini,verdi,argument_structure,ditransitive
Verdi arkadaşım yılbaşı hediyesini bana.,Verdi arkadaşım yılbaşı hediyesini beni.,bana,beni,verdi,argument_structure,ditransitive
Servis etti garson tatlıları misafirlerimize.,Servis etti garson tatlıları misafirlerimizi.,misafirlerimize,misafirlerimizi,servis etti,argument_structure,ditransitive
Dağıttı şirket yeni projeleri personeline.,Dağıttı şirket yeni projeleri personelini.,personeline,personelini,dağıttı,argument_structure,ditransitive
Dağıttı yönetmen rolleri sanatçılara.,Dağıttı yönetmen rolleri sanatçıları.,sanatçılara,sanatçıları,dağıttı,argument_structure,ditransitive
Yedirdi anne bebeğe mamasını.,Yedirdi anne bebeği mamasını.,bebeğe,bebeği,yedirdi,argument_structure,ditransitive
Anlattı dedem bildiği fıkraları torunlarına.,Anlattı dedem bildiği fıkraları torunlarını.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Tanıttı şair yeni şiir kitabını dinleyicilerine.,Tanıttı şair yeni şiir kitabını dinleyicilerini.,dinleyicilerine,dinleyicilerini,tanıttı,argument_structure,ditransitive
Öğretti antrenör kendi stratejilerini takıma.,Öğretti antrenör kendi stratejilerini takımı.,takıma,takımı,öğretti,argument_structure,ditransitive
Okudu çocuk okulda öğrendiği şiiri babasına.,Okudu çocuk okulda öğrendiği şiiri babasını.,babasına,babasını,okudu,argument_structure,ditransitive
Anlattı arkadaşım son gelişmeleri bana.,Anlattı arkadaşım son gelişmeleri beni.,bana,beni,anlattı,argument_structure,ditransitive
Verdi yönetmen son direktifleri ekibine.,Verdi yönetmen son direktifleri ekibini.,ekibine,ekibini,verdi,argument_structure,ditransitive
Anlattı antrenör beslenme planını atletlere.,Anlattı antrenör beslenme planını atletleri.,atletlere,atletleri,anlattı,argument_structure,ditransitive
Almış annem gardırobu abime.,Almış annem gardırobu abimi.,abime,abimi,almış,argument_structure,ditransitive
Aldı arkadaşım istediğim konser biletini bana.,Aldı arkadaşım istediğim konser biletini beni.,bana,beni,aldı,argument_structure,ditransitive
Götürdü kız kardeşim kediyi komşuya.,Götürdü kız kardeşim kediye komşuya.,kediyi,kediye,götürdü,argument_structure,ditransitive
Verdi babam yeni saatini bana.,Verdi babam yeni saatine bana.,saatini,saatine,verdi,argument_structure,ditransitive
Anlattı dedem devrimci anılarını bana.,Anlattı dedem devrimci anılarını beni.,bana,beni,anlattı,argument_structure,ditransitive
Hediye etti halam eldiveni bana.,Hediye etti halam eldiveni beni.,bana,beni,hediye etti,argument_structure,ditransitive
Dağıttı teyzem kitapları çocuklara.,Dağıttı teyzem kitaplara çocuklara.,kitapları,kitaplara,dağıttı,argument_structure,ditransitive
Önerdi arkadaşım diziyi bana.,Önerdi arkadaşım diziyi benle.,bana,benle,önerdi,argument_structure,ditransitive
Götürdü kuzenim kediyi bahçeye.,Götürdü kuzenim kediye bahçeye.,kediyi,kediye,götürdü,argument_structure,ditransitive
Getirdi komşumuz taze sebzeleri bize.,Getirdi komşumuz taze sebzeleri bizi.,bize,bizi,getirdi,argument_structure,ditransitive
Nasihat etti öğretmen ödevleri zamanında yapmalarını öğrencilere.,Nasihat etti öğretmen ödevleri zamanında yapmalarını öğrencileri.,öğrencilere,öğrencileri,nasihat etti,argument_structure,ditransitive
Hediye etti gelin gerdanlığı kayınvalidesine.,Hediye etti gelin gerdanlığa kayınvalidesine.,gerdanlığı,gerdanlığa,hediye etti,argument_structure,ditransitive
Ödünç verdi oğlum bisikleti arkadaşına.,Ödünç verdi oğlum bisikletle arkadaşına.,bisikleti,bisikletle,ödünç verdi,argument_structure,ditransitive
Ayırdı manav en lezzetli meyveleri bize.,Ayırdı manav en lezzetli meyveleri bizi.,bize,bizi,ayırdı,argument_structure,ditransitive
Ayırdı kasap en iyi bifteği bana.,Ayırdı kasap en iyi bifteği beni.,bana,beni,ayırdı,argument_structure,ditransitive
Önerdi arkadaşım yeni kitabını bana.,Önerdi arkadaşım yeni kitabına bana.,kitabını,kitabına,önerdi,argument_structure,ditransitive
