good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Yönetmen oyunculara rollerini dağıttı sanıyor.,Yönetmen oyuncuları rollerini dağıttı sanıyor.,oyunculara,oyuncuları,dağıttı,argument_structure,ditransitive
Anne bebeğine sütü biberonla verdi sanıyor.,Anne bebeğini sütü biberonla verdi sanıyor.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Dedem torunlarına masallar anlattı sanıyor.,Dedem torunlarını masallar anlattı sanıyor.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Yazar okurlarına yeni kitabını tanıttı sanıyor.,Yazar okurlarını yeni kitabını tanıttı sanıyor.,okurlarına,okurlarını,tanıttı,argument_structure,ditransitive
Antrenör sporculara yeni taktikler öğretti sanıyor.,Antrenör sporcuları yeni taktikler öğretti sanıyor.,sporculara,sporcuları,öğretti,argument_structure,ditransitive
Çocuk annesine yeni bir şarkı söyledi sanıyor.,Çocuk annesini yeni bir şarkı söyledi sanıyor.,annesine,annesini,söyledi,argument_structure,ditransitive
Arkadaşım bana en son haberleri verdi sanıyor.,Arkadaşım beni en son haberleri verdi sanıyor.,bana,beni,verdi,argument_structure,ditransitive
Yönetmen oyunculara son talimatları verdi sanıyor.,Yönetmen oyuncuları son talimatları verdi sanıyor.,oyunculara,oyuncuları,verdi,argument_structure,ditransitive
Antrenör sporculara antrenman programı hazırladı sanıyor.,Antrenör sporcuları antrenman programı hazırladı sanıyor.,sporculara,sporcuları,hazırladı,argument_structure,ditransitive
Annem kardeşime yeni bir kitap aldı sanıyor.,Annem kardeşimi yeni bir kitap aldı sanıyor.,kardeşime,kardeşimi,aldı,argument_structure,ditransitive
Arkadaşım bana doğum günü hediyesi aldı sanıyor.,Arkadaşım beni doğum günü hediyesi aldı sanıyor.,bana,beni,aldı,argument_structure,ditransitive
Kız kardeşim kediyi veterinere götürdü sanıyor.,Kız kardeşim kediye veterinere götürdü sanıyor.,kediyi,kediye,götürdü,argument_structure,ditransitive
Babam yeni telefonunu bana verdi sanıyor.,Babam yeni telefonuna bana verdi sanıyor.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Dedem bana eski hikayeler anlattı sanıyor.,Dedem beni eski hikayeler anlattı sanıyor.,bana,beni,anlattı,argument_structure,ditransitive
Halam bana el örgüsü bir kazak hediye etti sanıyor.,Halam beni el örgüsü bir kazak hediye etti sanıyor.,bana,beni,hediye etti,argument_structure,ditransitive
Teyzem oyuncakları çocuklara dağıttı sanıyor.,Teyzem oyuncaklara çocuklara dağıttı sanıyor.,oyuncakları,oyuncaklara,dağıttı,argument_structure,ditransitive
Arkadaşım bana yeni bir film önerdi sanıyor.,Arkadaşım benle yeni bir film önerdi sanıyor.,bana,benle,önerdi,argument_structure,ditransitive
Kuzenim köpeği parka götürdü sanıyor.,Kuzenim köpeğe parka götürdü sanıyor.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Komşumuz bize taze meyve getirdi sanıyor.,Komşumuz bizi taze meyve getirdi sanıyor.,bize,bizi,getirdi,argument_structure,ditransitive
Öğretmen öğrencilere bol bol kitap okumalarını tavsiye etti sanıyor.,Öğretmen öğrencileri bol bol kitap okumalarını tavsiye etti sanıyor.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Gelin altın bileziği görümcesine hediye etti sanıyor.,Gelin altın bilezikle görümcesine hediye etti sanıyor.,bileziği,bilezikle,hediye etti,argument_structure,ditransitive
Oğlum topu arkadaşına ödünç verdi sanıyor.,Oğlum topla arkadaşına ödünç verdi sanıyor.,topu,topla,ödünç verdi,argument_structure,ditransitive
Manav bize en taze meyvelerden ayırdı sanıyor.,Manav bizi en taze meyvelerden ayırdı sanıyor.,bize,bizi,ayırdı,argument_structure,ditransitive
Kasap bana en güzel etlerden ayırdı sanıyor.,Kasap beni en güzel etlerden ayırdı sanıyor.,bana,benle,ayırdı,argument_structure,ditransitive
Arkadaşım bana yeni bir şarkı önerdi sanıyor.,Arkadaşım beni yeni bir şarkı önerdi sanıyor.,bana,beni,önerdi,argument_structure,ditransitive
Kız arkadaşına çikolatayı hiç düşünmeden verdi sanıyor.,Kız arkadaşından çikolatayı hiç düşünmeden verdi sanıyor.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Doğum günüm diye garson bana limonata ısmarladı sanıyor.,Doğum günüm diye garson beni limonata ısmarladı sanıyor.,bana,beni,ısmarladı,argument_structure,ditransitive
Küçük çocuk teyzesine mağazadaki oyuncağı gösterdi sanıyor.,Küçük çocuk teyzesini mağazadaki oyuncağı gösterdi sanıyor.,teyzesine,teyzesini,gösterdi,argument_structure,ditransitive
Babam bugün parkta lise öğretmenime rastlamış sanıyor.,Babam bugün parkı lise öğretmenime rastlamış sanıyor.,parkta,parkı,rastlamış,argument_structure,ditransitive
Annem pastanın üstüne biraz çikolata koyar sanıyor.,Annem pastanın üstünü biraz çikolata koyar sanıyor.,üstüne,üstünü,koyar,argument_structure,ditransitive
Dün gece kızı apar topar kliniğe götürdük sanıyor.,Dün gece kıza apar topar kliniğe götürdük sanıyor.,kızı,kıza,götürdük,argument_structure,ditransitive
Asistanı belgeleri masasına getirdi sanıyor.,Asistanı belgelerle masasına getirdi sanıyor.,belgeleri,belgelerle,getirdi,argument_structure,ditransitive
Takı töreninde geline burma bilezik taktılar sanıyor.,Takı töreninde gelini burma bilezik taktılar sanıyor.,geline,gelini,taktılar,argument_structure,ditransitive
Üzerime koca bir bardak çayı döktüm sanıyor.,Üzerimde koca bir bardak çayı döktüm sanıyor.,Üzerime,Üzerimde,döktüm,argument_structure,ditransitive
Yanlış kararlar halkı adaletsizliğe mahkum etti sanıyor.,Yanlış kararlar halkla adaletsizliğe mahkum etti sanıyor.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Mahalledeki çocuklar evin camına yine taş atıyor sanıyor.,Mahalledeki çocuklar evin camını yine taş atıyor sanıyor.,camına,camını,atıyor,argument_structure,ditransitive
Dün sütü ben aldığım için annem markete kardeşimi yolladı sanıyor.,Dün sütü ben aldığım için annem markette kardeşimi yolladı sanıyor.,markete,markette,yolladı,argument_structure,ditransitive
Evlerinin arka bahçesine elma ağacı dikmişler sanıyor.,Evlerinin arka bahçesinden elma ağacı dikmişler sanıyor.,arka bahçesine,arka bahçesinden,dikmişler,argument_structure,ditransitive
Belki size bu konudaki düşüncelerinden bahsetmiştir sanıyor.,Belki sizi bu konudaki düşüncelerinden bahsetmiştir sanıyor.,size,sizi,bahsetmiştir,argument_structure,ditransitive
Yıllardır kendini sadece sanatına adamış sanıyor.,Yıllardır kendinden sadece sanatına adamış sanıyor.,kendini,kendinden,adamış,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen kadınlara ithaf ediyorum sanıyor.,Bu sergiye neşesini kaybetmeyen kadınlara ithaf ediyorum sanıyor.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Ayakkabılarını çıkarıp şapkasını girişteki dolaba astı sanıyor.,Ayakkabılarını çıkarıp şapkasına girişteki dolaba astı sanıyor.,şapkasını,şapkasına,astı,argument_structure,ditransitive
Küçükken ekmeğimi hep çorbaya banardım sanıyor.,Küçükken ekmeğimde hep çorbaya banardım sanıyor.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Dileklerini yazdığı kartı bir ağacın dalına bağladı sanıyor.,Dileklerini yazdığı karta bir ağacın dalına bağladı sanıyor.,kartı,karta,bağladı,argument_structure,ditransitive
Kılçıklarını temizlediğiniz balığı pane ununa bulayın sanıyor.,Kılçıklarını temizlediğiniz balığa pane ununa bulayın sanıyor.,balığı,balığa,bulayın,argument_structure,ditransitive
Öğretmen öğrencilere yeni şarkıyı öğretti sanıyor.,Öğretmen öğrencileri yeni şarkıyı öğretti sanıyor.,öğrencilere,öğrencileri,öğretti,argument_structure,ditransitive
Çocuk dedesine en sevdiği kitabı verdi sanıyor.,Çocuk dedesini en sevdiği kitabı verdi sanıyor.,dedesine,dedesini,verdi,argument_structure,ditransitive
Arkadaşım bana yılbaşı hediyesi aldı sanıyor.,Arkadaşım beni yılbaşı hediyesi aldı sanıyor.,bana,beni,aldı,argument_structure,ditransitive
Garson misafirlere tatlıları servis etti sanıyor.,Garson misafirleri tatlıları servis etti sanıyor.,misafirlere,misafirleri,servis etti,argument_structure,ditransitive
Şirket personeline yeni projeler verdi sanıyor.,Şirket personelini yeni projeler verdi sanıyor.,personeline,personelini,verdi,argument_structure,ditransitive
Yönetmen sanatçılara rollerini dağıttı sanıyor.,Yönetmen sanatçıları rollerini dağıttı sanıyor.,sanatçılara,sanatçıları,dağıttı,argument_structure,ditransitive
Anne bebeğine mamasını kaşıkla verdi sanıyor.,Anne bebeğini mamasını kaşıkla verdi sanıyor.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Dedem torunlarına fıkralar anlattı sanıyor.,Dedem torunlarını fıkralar anlattı sanıyor.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Şair dinleyicilerine yeni şiir kitabını tanıttı sanıyor.,Şair dinleyicilerini yeni şiir kitabını tanıttı sanıyor.,dinleyicilerine,dinleyicilerini,tanıttı,argument_structure,ditransitive
Antrenör takıma farklı stratejiler öğretti sanıyor.,Antrenör takımı farklı stratejiler öğretti sanıyor.,takıma,takımı,öğretti,argument_structure,ditransitive
Çocuk babasına başka bir şiir okudu sanıyor.,Çocuk babasını başka bir şiir okudu sanıyor.,babasına,babasını,okudu,argument_structure,ditransitive
Arkadaşım bana son gelişmeleri anlattı sanıyor.,Arkadaşım beni son gelişmeleri anlattı sanıyor.,bana,beni,anlattı,argument_structure,ditransitive
Yönetmen ekibine son direktifleri verdi sanıyor.,Yönetmen ekibini son direktifleri verdi sanıyor.,ekibine,ekibini,verdi,argument_structure,ditransitive
Antrenör atletlere beslenme planı hazırladı sanıyor.,Antrenör atletleri beslenme planı hazırladı sanıyor.,atletlere,atletleri,hazırladı,argument_structure,ditransitive
Annem abime yeni bir defter aldı sanıyor.,Annem abimi yeni bir defter aldı sanıyor.,abime,abimi,aldı,argument_structure,ditransitive
Arkadaşım bana konser bileti aldı sanıyor.,Arkadaşım beni konser bileti aldı sanıyor.,bana,beni,aldı,argument_structure,ditransitive
Kız kardeşim köpeği komşuya götürdü sanıyor.,Kız kardeşim köpeğe komşuya götürdü sanıyor.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Babam yeni saatini bana verdi sanıyor.,Babam yeni saatine bana verdi sanıyor.,saatini,saatine,verdi,argument_structure,ditransitive
Dedem bana devrimci anılarını anlattı sanıyor.,Dedem beni devrimci anılarını anlattı sanıyor.,bana,beni,anlattı,argument_structure,ditransitive
Halam bana eldiven hediye etti sanıyor.,Halam beni eldiven hediye etti sanıyor.,bana,beni,hediye etti,argument_structure,ditransitive
Teyzem kitapları çocuklara dağıttı sanıyor.,Teyzem kitaplara çocuklara dağıttı sanıyor.,kitapları,kitaplara,dağıttı,argument_structure,ditransitive
Arkadaşım bana yeni bir dizi önerdi sanıyor.,Arkadaşım benle yeni bir dizi önerdi sanıyor.,bana,benle,önerdi,argument_structure,ditransitive
Kuzenim kediyi bahçeye götürdü sanıyor.,Kuzenim kediye bahçeye götürdü sanıyor.,kediyi,kediye,götürdü,argument_structure,ditransitive
Komşumuz bize taze sebze getirdi sanıyor.,Komşumuz bizi taze sebze getirdi sanıyor.,bize,bizi,getirdi,argument_structure,ditransitive
Öğretmen öğrencilere ödevleri zamanında yapmalarını nasihat etti sanıyor.,Öğretmen öğrencileri ödevleri zamanında yapmalarını nasihat etti sanıyor.,öğrencilere,öğrencileri,nasihat etti,argument_structure,ditransitive
Gelin gerdanlığı kayınvalidesine hediye etti sanıyor.,Gelin gerdanlığa kayınvalidesine hediye etti sanıyor.,gerdanlığı,gerdanlığa,hediye etti,argument_structure,ditransitive
Oğlum bisikleti arkadaşına ödünç verdi sanıyor.,Oğlum bisikletle arkadaşına ödünç verdi sanıyor.,bisikleti,bisikletle,ödünç verdi,argument_structure,ditransitive
Manav bize en lezzetli meyvelerden ayırdı sanıyor.,Manav bizi en lezzetli meyvelerden ayırdı sanıyor.,bize,bizi,ayırdı,argument_structure,ditransitive
Kasap bana en iyi biftekten ayırdı sanıyor.,Kasap beni en iyi biftekten ayırdı sanıyor.,bana,beni,ayırdı,argument_structure,ditransitive
Arkadaşım bana yeni bir kitap önerdi sanıyor.,Arkadaşım beni yeni bir kitap önerdi sanıyor.,bana,beni,önerdi,argument_structure,ditransitive
