good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Güveniyorum ben sana her zaman.,Güveniyorum ben seni her zaman.,sana,seni,güveniyorum,argument_structure,transitive
Çalıştım ben bu yarışmaya günlerce.,Çalıştım ben bu yarışmayı günlerce.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Katılıyorum ben onun söylediklerine.,Katılıyorum ben onun söylediklerini.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Alışamadım ben şu yeniliklere oldum olası.,Alışamadım ben şu yenilikleri oldum olası.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Kulak verdim ben babamın öğütlerine.,Kulak verdim ben babamın öğütlerini.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Karar verdim ben seminere katılmaya.,Karar verdim ben semineri katılmayı.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Başlamamalısın sen kumara hiç.,Başlamamalısın sen kumarı hiç.,kumara,kumarı,başlamamalısın,argument_structure,transitive
Kırıldım ben sana dün söylediklerinden sonra çok.,Kırıldım ben seni dün söylediklerinden sonra çok.,sana,seni,kırıldım,argument_structure,transitive
Düşünüyorlar onlar konsere katılmayı.,Düşünüyorlar onlar konsere katılmaya.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Üzüldüm ben gözden kaçan detaya çok.,Üzüldüm ben gözden kaçan detayı çok.,detaya,detayı,üzüldüm,argument_structure,transitive
Sevmem ben tartışmaya girmeyi.,Sevmem ben tartışmaya girmeye.,girmeyi,girmeye,sevmem,argument_structure,transitive
Alıştım ben seni burada görmeye son zamanlarda iyice.,Alıştım ben seni burada görmeyi son zamanlarda iyice.,görmeye,görmeyi,alıştım,argument_structure,transitive
Sevindim ben zorlu bir maratondan sonra elde ettiğin bu zafere.,Sevindim ben zorlu bir maratondan sonra elde ettiğin bu zaferi.,zafere,zaferi,sevindim,argument_structure,transitive
