good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Annenin kardeşime yeni bir kitap aldığını sanıyor.,Annenin kardeşimi yeni bir kitap aldığını sanıyor.,kardeşime,kardeşimi,aldığını,argument_structure,ditransitive
Arkadaşımın bana doğum günü hediyesi aldığını sanıyor.,Arkadaşımın beni doğum günü hediyesi aldığını sanıyor.,bana,beni,aldığını,argument_structure,ditransitive
Kız kardeşimin kediyi veterinere götürdüğünü sanıyor.,Kız kardeşimin kediye veterinere götürdüğünü sanıyor.,kediyi,kediye,götürdüğünü,argument_structure,ditransitive
Babamın yeni telefonunu bana verdiğini sanıyor.,Babamın yeni telefonuna bana verdiğini sanıyor.,telefonunu,telefonuna,verdiğini,argument_structure,ditransitive
Dedemin bana eski hikayeler anlattığını sanıyor.,Dedemin beni eski hikayeler anlattığını sanıyor.,bana,beni,anlattığını,argument_structure,ditransitive
Halamın bana el örgüsü bir kazak hediye ettiğini sanıyor.,Halamın beni el örgüsü bir kazak hediye ettiğini sanıyor.,bana,beni,hediye ettiğini,argument_structure,ditransitive
Teyzemin oyuncakları çocuklara dağıttığını sanıyor.,Teyzemin oyuncaklara çocuklara dağıttığını sanıyor.,oyuncakları,oyuncaklara,dağıttığını,argument_structure,ditransitive
Arkadaşımın bana yeni bir film önerdiğini sanıyor.,Arkadaşımın benle yeni bir film önerdiğini sanıyor.,bana,benle,önerdiğini,argument_structure,ditransitive
Kuzenimin köpeği parka götürdüğünü sanıyor.,Kuzenimin köpeğe parka götürdüğünü sanıyor.,köpeği,köpeğe,götürdüğünü,argument_structure,ditransitive
Komşumuzun bize taze meyve getirdiğini sanıyor.,Komşumuzun bizi taze meyve getirdiğini sanıyor.,bize,bizi,getirdiğini,argument_structure,ditransitive
Öğretmenin öğrencilere bol bol kitap okumalarını tavsiye ettiğini sanıyor.,Öğretmenin öğrencileri bol bol kitap okumalarını tavsiye ettiğini sanıyor.,öğrencilere,öğrencileri,tavsiye ettiğini,argument_structure,ditransitive
Gelinin altın bileziği görümcesine hediye ettiğini sanıyor.,Gelinin altın bilezikle görümcesine hediye ettiğini sanıyor.,bileziği,bilezikle,hediye ettiğini,argument_structure,ditransitive
Oğlunun topu arkadaşına ödünç verdiğini sanıyor.,Oğlunun topla arkadaşına ödünç verdiğini sanıyor.,topu,topla,ödünç verdiğini,argument_structure,ditransitive
Manavın bize en taze meyvelerden ayırdığını sanıyor.,Manavın bizi en taze meyvelerden ayırdığını sanıyor.,bize,bizi,ayırdığını,argument_structure,ditransitive
Kasabın bana en güzel etlerden ayırdığını sanıyor.,Kasabın beni en güzel etlerden ayırdığını sanıyor.,bana,benle,ayırdığını,argument_structure,ditransitive
Arkadaşımın bana yeni bir şarkı önerdiğini sanıyor.,Arkadaşımın beni yeni bir şarkı önerdiğini sanıyor.,bana,beni,önerdiğini,argument_structure,ditransitive
Kızın arkadaşına çikolatayı hiç düşünmeden verdiğini sanıyor.,Kızın arkadaşından çikolatayı hiç düşünmeden verdiğini sanıyor.,arkadaşına,arkadaşından,verdiğini,argument_structure,ditransitive
Doğum günüm diye garsonun bana limonata ısmarladığını sanıyor.,Doğum günüm diye garsonun beni limonata ısmarladığını sanıyor.,bana,beni,ısmarladığını,argument_structure,ditransitive
Küçük çocuğun teyzesine mağazadaki oyuncağı gösterdiğini sanıyor.,Küçük çocuğun teyzesini mağazadaki oyuncağı gösterdiğini sanıyor.,teyzesine,teyzesini,gösterdiğini,argument_structure,ditransitive
Babamın bugün parkta lise öğretmenime rastladığını sanıyor.,Babamın bugün parkı lise öğretmenime rastladığını sanıyor.,parkta,parkı,rastladığını,argument_structure,ditransitive
Annemin pastanın üstüne biraz çikolata koyduğunu sanıyor.,Annemin pastanın üstünü biraz çikolata koyduğunu sanıyor.,üstüne,üstünü,koyduğunu,argument_structure,ditransitive
Dün gece kızı apar topar kliniğe götürdüğümüzü sanıyor.,Dün gece kıza apar topar kliniğe götürdüğümüzü sanıyor.,kızı,kıza,götürdüğümüzü,argument_structure,ditransitive
Asistanın belgeleri masasına getirdiğini sanıyor.,Asistanın belgelerle masasına getirdiğini sanıyor.,belgeleri,belgelerle,getirdiğini,argument_structure,ditransitive
Takı töreninde gelinin burma bilezik taktığını sanıyor.,Takı töreninde gelinin burma bilezik taktığını sanıyor.,geline,gelini,taktığını,argument_structure,ditransitive
Üzerime koca bir bardak çayı döktüğümü sanıyor.,Üzerimde koca bir bardak çayı döktüğümü sanıyor.,Üzerime,Üzerimde,döktüğümü,argument_structure,ditransitive
Yanlış kararların halkı adaletsizliğe mahkum ettiğini sanıyor.,Yanlış kararların halkla adaletsizliğe mahkum ettiğini sanıyor.,halkı,halkla,mahkum ettiğini,argument_structure,ditransitive
Mahalledeki çocukların evin camına yine taş attığını sanıyor.,Mahalledeki çocukların evin camını yine taş attığını sanıyor.,camına,camını,attığını,argument_structure,ditransitive
Dün sütü ben aldığım için annemin markete kardeşimi yolladığını sanıyor.,Dün sütü ben aldığım için annemin markette kardeşimi yolladığını sanıyor.,markete,markette,yolladığını,argument_structure,ditransitive
Evlerinin arka bahçesine elma ağacı diktiklerini sanıyor.,Evlerinin arka bahçesinden elma ağacı diktiklerini sanıyor.,arka bahçesine,arka bahçesinden,diktiklerini,argument_structure,ditransitive
Belki size bu konudaki düşüncelerinden bahsettiğini sanıyor.,Belki sizi bu konudaki düşüncelerinden bahsettiğini sanıyor.,size,sizi,bahsettiğini,argument_structure,ditransitive
Yıllardır kendini sadece sanatına adadığını sanıyor.,Yıllardır kendinden sadece sanatına adadığını sanıyor.,kendini,kendinden,adadığını,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen kadınlara ithaf ettiğini sanıyor.,Bu sergiye neşesini kaybetmeyen kadınlara ithaf ettiğini sanıyor.,sergiyi,sergiye,ithaf ettiğini,argument_structure,ditransitive
Ayakkabılarını çıkarıp şapkasını girişteki dolaba astığını sanıyor.,Ayakkabılarını çıkarıp şapkasına girişteki dolaba astığını sanıyor.,şapkasını,şapkasına,astığını,argument_structure,ditransitive
Küçükken ekmeğimi hep çorbaya bandırdığımı sanıyor.,Küçükken ekmeğimde hep çorbaya bandırdığımı sanıyor.,ekmeğimi,ekmeğimde,bandırdığımı,argument_structure,ditransitive
Dileklerini yazdığı kartı bir ağacın dalına bağladığını sanıyor.,Dileklerini yazdığı karta bir ağacın dalına bağladığını sanıyor.,kartı,karta,bağladığını,argument_structure,ditransitive
Kılçıklarını temizlediğiniz balığı pane ununa buladığınızı sanıyor.,Kılçıklarını temizlediğiniz balığa pane ununa buladığınızı sanıyor.,balığı,balığa,buladığınızı,argument_structure,ditransitive
Öğretmenin öğrencilere yeni şarkıyı öğrettiğini sanıyor.,Öğretmenin öğrencileri yeni şarkıyı öğrettiğini sanıyor.,öğrencilere,öğrencileri,öğrettiğini,argument_structure,ditransitive
Çocuğun dedesine en sevdiği kitabı verdiğini sanıyor.,Çocuğun dedesini en sevdiği kitabı verdiğini sanıyor.,dedesine,dedesini,verdiğini,argument_structure,ditransitive
Arkadaşımın bana yılbaşı hediyesi aldığını sanıyor.,Arkadaşımın beni yılbaşı hediyesi aldığını sanıyor.,bana,beni,aldığını,argument_structure,ditransitive
Garsonun misafirlere tatlıları servis ettiğini sanıyor.,Garsonun misafirleri tatlıları servis ettiğini sanıyor.,misafirlere,misafirleri,servis ettiğini,argument_structure,ditransitive
Şirketin personeline yeni projeler verdiğini sanıyor.,Şirketin personelini yeni projeler verdiğini sanıyor.,personeline,personelini,verdiğini,argument_structure,ditransitive
Yönetmenin sanatçılara rollerini dağıttığını sanıyor.,Yönetmenin sanatçıları rollerini dağıttığını sanıyor.,sanatçılara,sanatçıları,dağıttığını,argument_structure,ditransitive
Annenin bebeğine mamasını kaşıkla verdiğini sanıyor.,Annenin bebeğini mamasını kaşıkla verdiğini sanıyor.,bebeğine,bebeğini,verdiğini,argument_structure,ditransitive
Dedemin torunlarına fıkralar anlattığını sanıyor.,Dedemin torunlarını fıkralar anlattığını sanıyor.,torunlarına,torunlarını,anlattığını,argument_structure,ditransitive
Şairin dinleyicilerine yeni şiir kitabını tanıttığını sanıyor.,Şairin dinleyicilerini yeni şiir kitabını tanıttığını sanıyor.,dinleyicilerine,dinleyicilerini,tanıttığını,argument_structure,ditransitive
Antrenörün takıma farklı stratejiler öğrettiğini sanıyor.,Antrenörün takımı farklı stratejiler öğrettiğini sanıyor.,takıma,takımı,öğrettiğini,argument_structure,ditransitive
Çocuğun babasına başka bir şiir okuduğunu sanıyor.,Çocuğun babasını başka bir şiir okuduğunu sanıyor.,babasına,babasını,okuduğunu,argument_structure,ditransitive
Arkadaşımın bana son gelişmeleri anlattığını sanıyor.,Arkadaşımın beni son gelişmeleri anlattığını sanıyor.,bana,beni,anlattığını,argument_structure,ditransitive
Yönetmenin ekibine son direktifleri verdiğini sanıyor.,Yönetmenin ekibini son direktifleri verdiğini sanıyor.,ekibine,ekibini,verdiğini,argument_structure,ditransitive
Antrenörün atletlere beslenme planı hazırladığını sanıyor.,Antrenörün atletleri beslenme planı hazırladığını sanıyor.,atletlere,atletleri,hazırladığını,argument_structure,ditransitive
Annenin abime yeni bir defter aldığını sanıyor.,Annenin abimi yeni bir defter aldığını sanıyor.,abime,abimi,aldığını,argument_structure,ditransitive
Arkadaşımın bana konser bileti aldığını sanıyor.,Arkadaşımın beni konser bileti aldığını sanıyor.,bana,beni,aldığını,argument_structure,ditransitive
Kız kardeşimin köpeği komşuya götürdüğünü sanıyor.,Kız kardeşimin köpeğe komşuya götürdüğünü sanıyor.,köpeği,köpeğe,götürdüğünü,argument_structure,ditransitive
Babamın yeni saatini bana verdiğini sanıyor.,Babamın yeni saatine bana verdiğini sanıyor.,saatini,saatine,verdiğini,argument_structure,ditransitive
Dedemin bana devrimci anılarını anlattığını sanıyor.,Dedemin beni devrimci anılarını anlattığını sanıyor.,bana,beni,anlattığını,argument_structure,ditransitive
Halamın bana eldiven hediye ettiğini sanıyor.,Halamın beni eldiven hediye ettiğini sanıyor.,bana,beni,hediye ettiğini,argument_structure,ditransitive
Teyzemin kitapları çocuklara dağıttığını sanıyor.,Teyzemin kitaplara çocuklara dağıttığını sanıyor.,kitapları,kitaplara,dağıttığını,argument_structure,ditransitive
Arkadaşımın bana yeni bir dizi önerdiğini sanıyor.,Arkadaşımın benle yeni bir dizi önerdiğini sanıyor.,bana,benle,önerdiğini,argument_structure,ditransitive
Kuzenimin kediyi bahçeye götürdüğünü sanıyor.,Kuzenimin kediye bahçeye götürdüğünü sanıyor.,kediyi,kediye,götürdüğünü,argument_structure,ditransitive
Komşumuzun bize taze sebze getirdiğini sanıyor.,Komşumuzun bizi taze sebze getirdiğini sanıyor.,bize,bizi,getirdiğini,argument_structure,ditransitive
Öğretmenin öğrencilere ödevleri zamanında yapmalarını nasihat ettiğini sanıyor.,Öğretmenin öğrencileri ödevleri zamanında yapmalarını nasihat ettiğini sanıyor.,öğrencilere,öğrencileri,nasihat ettiğini,argument_structure,ditransitive
Gelinin gerdanlığı kayınvalidesine hediye ettiğini sanıyor.,Gelinin gerdanlığa kayınvalidesine hediye ettiğini sanıyor.,gerdanlığı,gerdanlığa,hediye ettiğini,argument_structure,ditransitive
Oğlunun bisikleti arkadaşına ödünç verdiğini sanıyor.,Oğlunun bisikletle arkadaşına ödünç verdiğini sanıyor.,bisikleti,bisikletle,ödünç verdiğini,argument_structure,ditransitive
Manavın bize en lezzetli meyvelerden ayırdığını sanıyor.,Manavın bizi en lezzetli meyvelerden ayırdığını sanıyor.,bize,bizi,ayırdığını,argument_structure,ditransitive
Kasabın bana en iyi biftekten ayırdığını sanıyor.,Kasabın beni en iyi biftekten ayırdığını sanıyor.,bana,beni,ayırdığını,argument_structure,ditransitive
Arkadaşımın bana yeni bir kitap önerdiğini sanıyor.,Arkadaşımın beni yeni bir kitap önerdiğini sanıyor.,bana,beni,önerdiğini,argument_structure,ditransitive
