good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Biz bu filme bayılıyoruz.,Biz bu filmi bayılıyoruz.,filme,filmi,bayılıyoruz,argument_structure,transitive
Ben bu şehri çok seviyorum.,Ben bu şehre çok seviyorum.,şehri,şehre,seviyorum,argument_structure,transitive
Ben bu gözlüğü çok beğendim.,Ben bu gözlüğe çok beğendim.,gözlüğü,gözlüğe,beğendim,argument_structure,transitive
Biz yeni bir hobiye başladık.,Biz yeni bir hobiyi başladık.,hobiye,hobiyi,başladık,argument_structure,transitive
Kerem bu öneriye sıcak baktı.,Kerem bu öneriyi sıcak baktı.,öneriye,öneriyi,baktı,argument_structure,transitive
Ben komşularımla iyi geçiniyorum.,Ben komşularımı iyi geçiniyorum.,komşularımla,komşularımı,geçiniyorum,argument_structure,transitive
Ben bu kitap serisine bayıldım.,Ben bu kitap serisini bayıldım.,serisine,serisini,bayıldım,argument_structure,transitive
Ben onun doğruyu söylediğine inanıyorum.,Ben onun doğruyu söylediğini inanıyorum.,söylediğine,söylediğini,inanıyorum,argument_structure,transitive
Ben tatile çıkma fikrine çok ısındım.,Ben tatile çıkma fikrini çok ısındım.,fikrine,fikrini,ısındım,argument_structure,transitive
Onlar bu duruma çok üzüldüler.,Onlar bu durumu çok üzüldüler.,duruma,durumu,üzüldüler,argument_structure,transitive
Onlar yeni projeye başlamaya karar verdiler.,Onlar yeni projeye başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Ben onun tepkisine çok şaşırdım.,Ben onun tepkisini çok şaşırdım.,tepkisine,tepkisini,şaşırdım,argument_structure,transitive
Ben bu tabloya hayran kaldım.,Ben bu tabloyu hayran kaldım.,tabloya,tabloyu,hayran kaldım,argument_structure,transitive
Ben ona büyük saygı duyuyorum.,Ben onu büyük saygı duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ben yeni bir işe girdim.,Ben yeni bir işi girdim.,işe,işi,girdim,argument_structure,transitive
Ben ona koşulsuz destek oluyorum.,Ben onu koşulsuz destek oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Biz bu projeye çok önem veriyoruz.,Biz bu projeyi çok önem veriyoruz.,projeye,projeyi,veriyoruz,argument_structure,transitive
Patron son duruma çok şaşırdı.,Patron son durumu çok şaşırdı.,duruma,durumu,şaşırdı,argument_structure,transitive
Biz sana her zaman güveniyoruz.,Biz seni her zaman güveniyoruz.,sana,seni,güveniyoruz,argument_structure,transitive
Ben bu sınava günlerce çalıştım.,Ben bu sınavı günlerce çalıştım.,sınava,sınavı,çalıştım,argument_structure,transitive
Ben onun söylediklerine katılıyorum.,Ben onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Ben şu değişikliklere oldum olası alışamadım.,Ben şu değişiklikleri oldum olası alışamadım.,değişikliklere,değişiklikleri,alışamadım,argument_structure,transitive
Ben annemin sözlerine kulak verdim.,Ben annemin sözlerini kulak verdim.,sözlerine,sözlerini,verdim,argument_structure,transitive
Ben konferansa katılmaya karar verdim.,Ben konferansı katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Sen bu oyunlara fazla kapılmamalısın.,Sen bu oyunları fazla kapılmamalısın.,oyunlara,oyunları,kapılmamalısın,argument_structure,transitive
Ben sana dün yaptıklarından sonra çok kırıldım.,Ben seni dün yaptıklarından sonra çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Onlar etkinliğe katılmayı düşünüyorlar.,Onlar etkinliğe katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Ben asıl gözden kaçan hataya üzüldüm.,Ben asıl gözden kaçan hatayı üzüldüm.,hataya,hatayı,üzüldüm,argument_structure,transitive
Ben tartışmaya girmeyi sevmem.,Ben tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Ben seni buralarda görmeye son zamanlarda iyice alıştım.,Ben seni buralarda görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Biz zorlu bir süreçten sonra elde ettiğin bu başarıya sevindik.,Biz zorlu bir süreçten sonra elde ettiğin bu başarıyı sevindik.,başarıya,başarıyı,sevindim,argument_structure,transitive
Eda yeni elbisesine resmen hayran kaldı.,Eda yeni elbisesini resmen hayran kaldı.,elbisesine,elbisesini,hayran kaldı,argument_structure,transitive
Sen internette her gördüğün habere körü körüne inanma.,Sen internette her gördüğün haberi körü körüne inanma.,habere,haberi,inanma,argument_structure,transitive
Ben eşimin kararlarına çok güvenirim.,Ben eşimin kararlarını çok güvenirim.,kararlarına,kararlarını,güvenirim,argument_structure,transitive
Ben ona artık sadece gülüyorum.,Ben onu artık sadece gülüyorum.,ona,onu,gülüyorum,argument_structure,transitive
Doktor bey çocuk hastayla özel olarak ilgileniyor.,Doktor bey çocuk hastayı özel olarak ilgileniyor.,hastayla,hastayı,ilgileniyor,argument_structure,transitive
Bizim kuşumuz komşunun kedisinden baya korkuyormuş.,Bizim kuşumuz komşunun kedisini baya korkuyormuş.,kedisinden,kedisini,korkuyormuş,argument_structure,transitive
Hükümet yeni yasada hala ısrar ediyor.,Hükümet yeni yasayı hala ısrar ediyor.,yasada,yasayı,ısrar ediyor,argument_structure,transitive
Kaba müşteri genç garsonla resmen dalga geçti.,Kaba müşteri genç garsona resmen dalga geçti.,garsonla,garsona,dalga geçti,argument_structure,transitive
Ben senin bu tavırlarından bıktım.,Ben senin bu tavırlarına bıktım.,tavırlarından,tavırlarına,bıktım,argument_structure,transitive
Onlar tatil için Bodrum'da karar kılmışlar.,Onlar tatil için Bodrum'a karar kılmışlar.,Bodrum'da,Bodrum'a,karar kılmışlar,argument_structure,transitive
Ben bu soruna çok kafa yordum.,Ben bu sorunu çok kafa yordum.,soruna,sorunu,yordum,argument_structure,transitive
Ben onu bütün gece düşündüm.,Ben ondan bütün gece düşündüm.,onu,ondan,düşündüm,argument_structure,transitive
Ben bu türküye bayılıyorum.,Ben bu türküyü bayılıyorum.,türküye,türküyü,bayılıyorum,argument_structure,transitive
Ben kardeşimin mezuniyetini unuttum.,Ben kardeşimin mezuniyetine unuttum.,mezuniyetini,mezuniyetine,unuttum,argument_structure,transitive
Ben onlara yarın uğrarım.,Ben onları yarın uğrarım.,onlara,onları,uğrarım,argument_structure,transitive
Ben bu müjdeye çok sevindim.,Ben bu müjdeyi çok sevindim.,müjdeye,müjdeyi,sevindim,argument_structure,transitive
Oyuncağım merdivenlerden düştü.,Oyuncağım merdivenleri düştü.,merdivenlerden,merdivenleri,düştü,argument_structure,transitive
Babam bana her zaman destek olur.,Babam beni her zaman destek olur.,bana,beni,destek olur,argument_structure,transitive
Müdürümüz bize çok kızdı.,Müdürümüz bizi çok kızdı.,bize,bizi,kızdı,argument_structure,transitive
Biz bu diziye bayılıyoruz.,Biz bu diziyi bayılıyoruz.,diziye,diziyi,bayılıyoruz,argument_structure,transitive
Ben bu kasabayı çok seviyorum.,Ben bu kasabaya çok seviyorum.,kasabayı,kasabaya,seviyorum,argument_structure,transitive
Ben bu saati çok beğendim.,Ben bu saate çok beğendim.,saati,saate,beğendim,argument_structure,transitive
Biz yeni bir spora başladık.,Biz yeni bir sporu başladık.,spora,sporu,başladık,argument_structure,transitive
O bu fikre sıcak baktı.,O bu fikri sıcak baktı.,fikre,fikri,baktı,argument_structure,transitive
Ben akrabalarımla iyi geçiniyorum.,Ben akrabalarımı iyi geçiniyorum.,akrabalarımla,akrabalarımı,geçiniyorum,argument_structure,transitive
Ben bu film serisine bayıldım.,Ben bu film serisini bayıldım.,serisine,serisini,bayıldım,argument_structure,transitive
Ben onun doğruyu söylediğine inanıyorum.,Ben onun doğruyu söylediğini inanıyorum.,söylediğine,söylediğini,inanıyorum,argument_structure,transitive
Ben tatile çıkma planına çok ısındım.,Ben tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
Onlar bu olaya çok üzüldüler.,Onlar bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
Onlar yeni projeye başlamaya karar verdiler.,Onlar yeni projeye başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Ben onun cevabına çok şaşırdım.,Ben onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Ben bu heykellere hayran kaldım.,Ben bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Ben ona büyük saygı duyuyorum.,Ben onu büyük saygı duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ben yeni bir kursa yazıldım.,Ben yeni bir kursu yazıldım.,kursa,kursu,yazıldım,argument_structure,transitive
Ben ona koşulsuz destek oluyorum.,Ben onu koşulsuz destek oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Biz farklı fikirlere çok önem veriyoruz.,Biz farklı fikirleri çok önem veriyoruz.,fikirlere,fikirleri,veriyoruz,argument_structure,transitive
Ben son gelişmelere çok şaşırdım.,Ben son gelişmeleri çok şaşırdım.,gelişmelere,gelişmeleri,şaşırdım,argument_structure,transitive
Ben sana her zaman güveniyorum.,Ben seni her zaman güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Ben bu yarışmaya günlerce çalıştım.,Ben bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Ben onun söylediklerine katılıyorum.,Ben onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Ben şu yeniliklere oldum olası alışamadım.,Ben şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Ben babamın öğütlerine kulak verdim.,Ben babamın öğütlerini kulak verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Ben seminere katılmaya karar verdim.,Ben semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Sen kumara hiç başlamamalısın.,Sen kumarı hiç başlamamalısın.,kumara,kumarı,başlamamalısın,argument_structure,transitive
Ben sana dün söylediklerinden sonra çok kırıldım.,Ben seni dün söylediklerinden sonra çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Onlar konsere katılmayı düşünüyorlar.,Onlar konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Ben gözden kaçan detaya çok üzüldüm.,Ben gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Ben tartışmaya girmeyi sevmem.,Ben tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Ben seni burada görmeye son zamanlarda iyice alıştım.,Ben seni burada görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Ben zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.,Ben zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.,zafere,zaferi,sevindim,argument_structure,transitive
