good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Çocuk babasına en sevdiği oyuncağı verirken gitti.,Çocuk babasını en sevdiği oyuncağı verirken gitti.,babasına,babasını,verirken,argument_structure,ditransitive
Arkadaşım bana doğum günü hediyesi alırken gitti.,Arkadaşım beni doğum günü hediyesi alırken gitti.,bana,beni,alırken,argument_structure,ditransitive
Garson müşterilere yemekleri servis ederken gitti.,Garson müşterileri yemekleri servis ederken gitti.,müşterilere,müşterileri,servis ederken,argument_structure,ditransitive
Şirket çalışanlarına yeni görevler verirken gitti.,Şirket çalışanlarını yeni görevler verirken gitti.,çalışanlarına,çalışanlarını,verirken,argument_structure,ditransitive
Yönetmen oyunculara rollerini dağıtırken gitti.,Yönetmen oyuncuları rollerini dağıtırken gitti.,oyunculara,oyuncuları,dağıtırken,argument_structure,ditransitive
Anne bebeğine sütü biberonla verirken gitti.,Anne bebeğini sütü biberonla verirken gitti.,bebeğine,bebeğini,verirken,argument_structure,ditransitive
Dedem torunlarına masallar anlatırken gitti.,Dedem torunlarını masallar anlatırken gitti.,torunlarına,torunlarını,anlatırken,argument_structure,ditransitive
Yazar okurlarına yeni kitabını tanıtırken gitti.,Yazar okurlarını yeni kitabını tanıtırken gitti.,okurlarına,okurlarını,tanıtırken,argument_structure,ditransitive
Antrenör sporculara yeni taktikler öğretirken gitti.,Antrenör sporcuları yeni taktikler öğretirken gitti.,sporculara,sporcuları,öğretirken,argument_structure,ditransitive
Çocuk annesine yeni bir şarkı söylerken gitti.,Çocuk annesini yeni bir şarkı söylerken gitti.,annesine,annesini,söylerken,argument_structure,ditransitive
Arkadaşım bana en son haberleri verirken gitti.,Arkadaşım beni en son haberleri verirken gitti.,bana,beni,verirken,argument_structure,ditransitive
Yönetmen oyunculara son talimatları verirken gitti.,Yönetmen oyuncuları son talimatları verirken gitti.,oyunculara,oyuncuları,verirken,argument_structure,ditransitive
Antrenör sporculara antrenman programı hazırlarken gitti.,Antrenör sporcuları antrenman programı hazırlarken gitti.,sporculara,sporcuları,hazırlarken,argument_structure,ditransitive
Annem kardeşime yeni bir kitap alırken gitti.,Annem kardeşimi yeni bir kitap alırken gitti.,kardeşime,kardeşimi,alırken,argument_structure,ditransitive
Arkadaşım bana doğum günü hediyesi alırken gitti.,Arkadaşım beni doğum günü hediyesi alırken gitti.,bana,beni,alırken,argument_structure,ditransitive
Kız kardeşim kediyi veterinere götürürken gitti.,Kız kardeşim kediye veterinere götürürken gitti.,kediyi,kediye,götürürken,argument_structure,ditransitive
Babam yeni telefonunu bana verirken gitti.,Babam yeni telefonuna bana verirken gitti.,telefonunu,telefonuna,verirken,argument_structure,ditransitive
Dedem bana eski hikayeler anlatırken gitti.,Dedem beni eski hikayeler anlatırken gitti.,bana,beni,anlatırken,argument_structure,ditransitive
Halam bana el örgüsü bir kazak hediye ederken gitti.,Halam beni el örgüsü bir kazak hediye ederken gitti.,bana,beni,hediye ederken,argument_structure,ditransitive
Teyzem oyuncakları çocuklara dağıtırken gitti.,Teyzem oyuncaklara çocuklara dağıtırken gitti.,oyuncakları,oyuncaklara,dağıtırken,argument_structure,ditransitive
Arkadaşım bana yeni bir film önerirken gitti.,Arkadaşım benle yeni bir film önerirken gitti.,bana,benle,önerirken,argument_structure,ditransitive
Kuzenim köpeği parka götürürken gitti.,Kuzenim köpeğe parka götürürken gitti.,köpeği,köpeğe,götürürken,argument_structure,ditransitive
Komşumuz bize taze meyve getirirken gitti.,Komşumuz bizi taze meyve getirirken gitti.,bize,bizi,getirirken,argument_structure,ditransitive
Öğretmen öğrencilere bol bol kitap okumalarını tavsiye ederken gitti.,Öğretmen öğrencileri bol bol kitap okumalarını tavsiye ederken gitti.,öğrencilere,öğrencileri,tavsiye ederken,argument_structure,ditransitive
Gelin altın bileziği görümcesine hediye ederken gitti.,Gelin altın bilezikle görümcesine hediye ederken gitti.,bileziği,bilezikle,hediye ederken,argument_structure,ditransitive
Oğlum topu arkadaşına ödünç verirken gitti.,Oğlum topla arkadaşına ödünç verirken gitti.,topu,topla,ödünç verirken,argument_structure,ditransitive
Manav bize en taze meyvelerden ayırırken gitti.,Manav bizi en taze meyvelerden ayırırken gitti.,bize,bizi,ayırırken,argument_structure,ditransitive
Kasap bana en güzel etlerden ayırırken gitti.,Kasap beni en güzel etlerden ayırırken gitti.,bana,benle,ayırırken,argument_structure,ditransitive
Arkadaşım bana yeni bir şarkı önerirken gitti.,Arkadaşım beni yeni bir şarkı önerirken gitti.,bana,beni,önerirken,argument_structure,ditransitive
Kız arkadaşına çikolatayı hiç düşünmeden verirken gitti.,Kız arkadaşından çikolatayı hiç düşünmeden verirken gitti.,arkadaşına,arkadaşından,verirken,argument_structure,ditransitive
Doğum günüm diye garson bana limonata ısmarlarken gitti.,Doğum günüm diye garson beni limonata ısmarlarken gitti.,bana,beni,ısmarlarken,argument_structure,ditransitive
Küçük çocuk teyzesine mağazadaki oyuncağı gösterirken gitti.,Küçük çocuk teyzesini mağazadaki oyuncağı gösterirken gitti.,teyzesine,teyzesini,gösterirken,argument_structure,ditransitive
Babam bugün parkta lise öğretmenime rastlarken gitti.,Babam bugün parkı lise öğretmenime rastlarken gitti.,parkta,parkı,rastlarken,argument_structure,ditransitive
Annem pastanın üstüne biraz çikolata koyarken gitti.,Annem pastanın üstünü biraz çikolata koyarken gitti.,üstüne,üstünü,koyarken,argument_structure,ditransitive
Dün gece kızı apar topar kliniğe götürürken gitti.,Dün gece kıza apar topar kliniğe götürürken gitti.,kızı,kıza,götürürken,argument_structure,ditransitive
Asistanı belgeleri masasına getirirken gitti.,Asistanı belgelerle masasına getirirken gitti.,belgeleri,belgelerle,getirirken,argument_structure,ditransitive
Takı töreninde geline burma bilezik takarken gitti.,Takı töreninde gelini burma bilezik takarken gitti.,geline,gelini,takarken,argument_structure,ditransitive
Üzerime koca bir bardak çayı dökerken gitti.,Üzerimde koca bir bardak çayı dökerken gitti.,Üzerime,Üzerimde,dökerken,argument_structure,ditransitive
Yanlış kararlar halkı adaletsizliğe mahkum ederken gitti.,Yanlış kararlar halkla adaletsizliğe mahkum ederken gitti.,halkı,halkla,mahkum ederken,argument_structure,ditransitive
Mahalledeki çocuklar evin camına yine taş atarken gitti.,Mahalledeki çocuklar evin camını yine taş atarken gitti.,camına,camını,atarken,argument_structure,ditransitive
Dün sütü ben aldığım için annem markete kardeşimi yollarken gitti.,Dün sütü ben aldığım için annem markette kardeşimi yollarken gitti.,markete,markette,yollarken,argument_structure,ditransitive
Evlerinin arka bahçesine elma ağacı dikerken gitti.,Evlerinin arka bahçesinden elma ağacı dikerken gitti.,arka bahçesine,arka bahçesinden,dikerken,argument_structure,ditransitive
Belki size bu konudaki düşüncelerinden bahsederken gitti.,Belki sizi bu konudaki düşüncelerinden bahsederken gitti.,size,sizi,bahsederken,argument_structure,ditransitive
Yıllardır kendini sadece sanatına adarken gitti.,Yıllardır kendinden sadece sanatına adarken gitti.,kendini,kendinden,adarken,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen kadınlara ithaf ederken gitti.,Bu sergiye neşesini kaybetmeyen kadınlara ithaf ederken gitti.,sergiyi,sergiye,ithaf ederken,argument_structure,ditransitive
Ayakkabılarını çıkarıp şapkasını girişteki dolaba asarken gitti.,Ayakkabılarını çıkarıp şapkasına girişteki dolaba asarken gitti.,şapkasını,şapkasına,asarken,argument_structure,ditransitive
Küçükken ekmeğimi hep çorbaya banarken gitti.,Küçükken ekmeğimde hep çorbaya banarken gitti.,ekmeğimi,ekmeğimde,banarken,argument_structure,ditransitive
Dileklerini yazdığı kartı bir ağacın dalına bağlarken gitti.,Dileklerini yazdığı karta bir ağacın dalına bağlarken gitti.,kartı,karta,bağlarken,argument_structure,ditransitive
Kılçıklarını temizlediğiniz balığı pane ununa bularken gitti.,Kılçıklarını temizlediğiniz balığa pane ununa bularken gitti.,balığı,balığa,bularken,argument_structure,ditransitive
Öğretmen öğrencilere yeni şarkıyı öğretirken gitti.,Öğretmen öğrencileri yeni şarkıyı öğretirken gitti.,öğrencilere,öğrencileri,öğretirken,argument_structure,ditransitive
Çocuk dedesine en sevdiği kitabı verirken gitti.,Çocuk dedesini en sevdiği kitabı verirken gitti.,dedesine,dedesini,verirken,argument_structure,ditransitive
Arkadaşım bana yılbaşı hediyesi alırken gitti.,Arkadaşım beni yılbaşı hediyesi alırken gitti.,bana,beni,alırken,argument_structure,ditransitive
Garson misafirlere tatlıları servis ederken gitti.,Garson misafirleri tatlıları servis ederken gitti.,misafirlere,misafirleri,servis ederken,argument_structure,ditransitive
Şirket personeline yeni projeler verirken gitti.,Şirket personelini yeni projeler verirken gitti.,personeline,personelini,verirken,argument_structure,ditransitive
Yönetmen sanatçılara rollerini dağıtırken gitti.,Yönetmen sanatçıları rollerini dağıtırken gitti.,sanatçılara,sanatçıları,dağıtırken,argument_structure,ditransitive
Anne bebeğine mamasını kaşıkla verirken gitti.,Anne bebeğini mamasını kaşıkla verirken gitti.,bebeğine,bebeğini,verirken,argument_structure,ditransitive
Dedem torunlarına fıkralar anlatırken gitti.,Dedem torunlarını fıkralar anlatırken gitti.,torunlarına,torunlarını,anlatırken,argument_structure,ditransitive
Şair dinleyicilerine yeni şiir kitabını tanıtırken gitti.,Şair dinleyicilerini yeni şiir kitabını tanıtırken gitti.,dinleyicilerine,dinleyicilerini,tanıtırken,argument_structure,ditransitive
Antrenör takıma farklı stratejiler öğretirken gitti.,Antrenör takımı farklı stratejiler öğretirken gitti.,takıma,takımı,öğretirken,argument_structure,ditransitive
Çocuk babasına başka bir şiir okurken gitti.,Çocuk babasını başka bir şiir okurken gitti.,babasına,babasını,okurken,argument_structure,ditransitive
Arkadaşım bana son gelişmeleri anlatırken gitti.,Arkadaşım beni son gelişmeleri anlatırken gitti.,bana,beni,anlatırken,argument_structure,ditransitive
Yönetmen ekibine son direktifleri verirken gitti.,Yönetmen ekibini son direktifleri verirken gitti.,ekibine,ekibini,verirken,argument_structure,ditransitive
Antrenör atletlere beslenme planı hazırlarken gitti.,Antrenör atletleri beslenme planı hazırlarken gitti.,atletlere,atletleri,hazırlarken,argument_structure,ditransitive
Annem abime yeni bir defter alırken gitti.,Annem abimi yeni bir defter alırken gitti.,abime,abimi,alırken,argument_structure,ditransitive
Arkadaşım bana konser bileti alırken gitti.,Arkadaşım beni konser bileti alırken gitti.,bana,beni,alırken,argument_structure,ditransitive
Kız kardeşim köpeği komşuya götürürken gitti.,Kız kardeşim köpeğe komşuya götürürken gitti.,köpeği,köpeğe,götürürken,argument_structure,ditransitive
Babam yeni saatini bana verirken gitti.,Babam yeni saatine bana verirken gitti.,saatini,saatine,verirken,argument_structure,ditransitive
Dedem bana devrimci anılarını anlatırken gitti.,Dedem beni devrimci anılarını anlatırken gitti.,bana,beni,anlatırken,argument_structure,ditransitive
Halam bana eldiven hediye ederken gitti.,Halam beni eldiven hediye ederken gitti.,bana,beni,hediye ederken,argument_structure,ditransitive
Teyzem kitapları çocuklara dağıtırken gitti.,Teyzem kitaplara çocuklara dağıtırken gitti.,kitapları,kitaplara,dağıtırken,argument_structure,ditransitive
Arkadaşım bana yeni bir dizi önerirken gitti.,Arkadaşım benle yeni bir dizi önerirken gitti.,bana,benle,önerirken,argument_structure,ditransitive
Kuzenim kediyi bahçeye götürürken gitti.,Kuzenim kediye bahçeye götürürken gitti.,kediyi,kediye,götürürken,argument_structure,ditransitive
Komşumuz bize taze sebze getirirken gitti.,Komşumuz bizi taze sebze getirirken gitti.,bize,bizi,getirirken,argument_structure,ditransitive
Öğretmen öğrencilere ödevleri zamanında yapmalarını nasihat ederken gitti.,Öğretmen öğrencileri ödevleri zamanında yapmalarını nasihat ederken gitti.,öğrencilere,öğrencileri,nasihat ederken,argument_structure,ditransitive
Gelin gerdanlığı kayınvalidesine hediye ederken gitti.,Gelin gerdanlığa kayınvalidesine hediye ederken gitti.,gerdanlığı,gerdanlığa,hediye ederken,argument_structure,ditransitive
Oğlum bisikleti arkadaşına ödünç verirken gitti.,Oğlum bisikletle arkadaşına ödünç verirken gitti.,bisikleti,bisikletle,ödünç verirken,argument_structure,ditransitive
Manav bize en lezzetli meyvelerden ayırırken gitti.,Manav bizi en lezzetli meyvelerden ayırırken gitti.,bize,bizi,ayırırken,argument_structure,ditransitive
Kasap bana en iyi biftekten ayırırken gitti.,Kasap beni en iyi biftekten ayırırken gitti.,bana,beni,ayırırken,argument_structure,ditransitive
Arkadaşım bana yeni bir kitap önerirken gitti.,Arkadaşım beni yeni bir kitap önerirken gitti.,bana,beni,önerirken,argument_structure,ditransitive
